tf,date,open,high,low,close,volume
5m,2026-05-07 10:10:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:15:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:20:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:25:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:30:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:35:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:40:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:45:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:50:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 10:55:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:00:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:05:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:10:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:15:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:20:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:25:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:30:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:35:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:40:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:45:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:50:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 11:55:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:00:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:05:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:10:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:15:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:20:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:25:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:30:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:35:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:40:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:45:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:50:00+05:30,845.05,845.05,845.05,845.05,0
5m,2026-05-07 12:55:00+05:30,845.05,909.7,845.05,909.7,65
5m,2026-05-07 13:00:00+05:30,909.7,909.7,909.7,909.7,0
5m,2026-05-07 13:05:00+05:30,909.7,909.7,909.7,909.7,0
