tf,date,open,high,low,close,volume,vwap
5m,2026-06-05 09:15:00+05:30,88.0,92.95,80.1,88.8,23595,87.28333333333335
5m,2026-06-05 09:20:00+05:30,88.8,93.7,88.05,92.0,4095,87.8699530516432
5m,2026-06-05 09:25:00+05:30,92.0,94.9,89.85,90.5,9945,88.89525043177893
5m,2026-06-05 09:30:00+05:30,90.5,90.95,85.0,89.1,2730,88.85837359098228
5m,2026-06-05 09:35:00+05:30,89.1,90.35,83.2,86.6,2600,88.72876954109935
5m,2026-06-05 09:40:00+05:30,86.6,89.05,81.55,82.65,4485,88.32118721461188
5m,2026-06-05 09:45:00+05:30,82.65,87.4,82.5,86.35,1755,88.21759136944078
5m,2026-06-05 09:50:00+05:30,86.35,88.2,84.8,85.8,1170,88.17227956989248
5m,2026-06-05 09:55:00+05:30,85.8,90.15,84.3,89.65,17875,88.13588888888891
5m,2026-06-05 10:00:00+05:30,89.65,92.4,75.0,83.15,25545,86.8778470778471
5m,2026-06-05 10:05:00+05:30,83.15,89.65,76.1,76.75,10075,86.29155193992493
5m,2026-06-05 10:10:00+05:30,76.75,80.75,73.2,80.75,4875,85.93030484160192
5m,2026-06-05 10:15:00+05:30,80.75,84.7,77.75,80.5,6240,85.66184284906728
5m,2026-06-05 10:20:00+05:30,80.5,84.6,76.95,77.35,7020,85.31497069792223
5m,2026-06-05 10:25:00+05:30,77.35,82.8,76.75,81.1,3835,85.15959882920112
5m,2026-06-05 10:30:00+05:30,81.1,88.15,80.65,88.15,5850,85.18138367884174
5m,2026-06-05 10:35:00+05:30,88.15,108.5,87.85,107.8,52000,89.7679228591649
5m,2026-06-05 10:40:00+05:30,107.8,116.85,106.3,109.95,35035,93.17418028727091
5m,2026-06-05 10:45:00+05:30,109.95,121.75,106.7,108.15,18265,94.64051471932711
5m,2026-06-05 10:50:00+05:30,108.15,108.3,101.85,103.4,9295,95.013248878332
5m,2026-06-05 10:55:00+05:30,103.4,104.0,97.55,97.55,2665,95.06342036553525
5m,2026-06-05 11:00:00+05:30,97.55,98.25,81.95,81.95,22295,94.4321551242112
5m,2026-06-05 11:05:00+05:30,81.95,83.05,74.0,77.65,27300,92.95087814790624
5m,2026-06-05 11:10:00+05:30,77.65,82.5,77.05,82.5,2210,92.86073409696708
5m,2026-06-05 11:15:00+05:30,82.5,91.2,82.15,87.15,5590,92.75074969941298
5m,2026-06-05 11:20:00+05:30,87.15,98.35,87.15,89.8,5135,92.73452629382304
5m,2026-06-05 11:25:00+05:30,89.8,95.1,89.8,91.7,1300,92.7323046550291
5m,2026-06-05 11:30:00+05:30,91.7,91.7,85.1,89.8,3510,92.68940608302508
5m,2026-06-05 11:35:00+05:30,89.8,95.4,88.4,91.4,2730,92.68122453137734
5m,2026-06-05 11:40:00+05:30,91.4,92.6,85.5,86.05,1560,92.65868815896188
5m,2026-06-05 11:45:00+05:30,86.05,89.95,86.05,86.95,2860,92.61439911575563
5m,2026-06-05 11:50:00+05:30,88.0,93.2,88.0,93.2,1235,92.61003336670002
5m,2026-06-05 11:55:00+05:30,93.2,98.3,93.2,97.35,2990,92.64355286649474
5m,2026-06-05 12:00:00+05:30,97.35,97.35,88.55,88.85,6175,92.62394210799584
5m,2026-06-05 12:05:00+05:30,88.85,88.85,85.75,88.7,2860,92.5826833976834
5m,2026-06-05 12:10:00+05:30,88.7,92.35,84.15,84.15,1755,92.55313040138276
5m,2026-06-05 12:15:00+05:30,84.15,87.15,83.65,86.85,2210,92.50986134961522
5m,2026-06-05 12:20:00+05:30,86.85,87.35,84.15,84.55,1170,92.48535526399189
5m,2026-06-05 12:25:00+05:30,84.55,86.45,81.2,85.2,1950,92.43883216739144
5m,2026-06-05 12:30:00+05:30,85.2,94.0,85.0,91.4,6110,92.39857266703821
5m,2026-06-05 12:35:00+05:30,91.4,101.35,91.4,94.2,6630,92.45903676694014
5m,2026-06-05 12:40:00+05:30,94.2,106.75,94.2,105.45,6240,92.62544645523504
5m,2026-06-05 12:45:00+05:30,105.45,105.9,98.3,102.5,5200,92.76122298769359
5m,2026-06-05 12:50:00+05:30,102.5,109.95,102.5,104.35,5395,92.94674152739091
5m,2026-06-05 12:55:00+05:30,104.35,106.2,102.05,103.5,2015,93.00562770562773
5m,2026-06-05 13:00:00+05:30,103.5,106.65,101.85,101.85,1430,93.04526479213388
