tf,date,open,high,low,close,volume,vwap
5m,2026-06-08 09:15:00+05:30,71.05,90.0,64.15,82.85,110630,79.0
5m,2026-06-08 09:20:00+05:30,82.85,83.25,78.3,82.15,18590,79.32129443326626
5m,2026-06-08 09:25:00+05:30,82.15,84.45,80.25,83.05,21515,79.78689808825642
5m,2026-06-08 09:30:00+05:30,83.05,88.15,81.8,86.65,42640,81.0540112044818
5m,2026-06-08 09:35:00+05:30,86.65,86.65,79.5,83.1,23205,81.27143857543017
5m,2026-06-08 09:40:00+05:30,83.1,87.0,82.0,84.6,8060,81.38847415123456
5m,2026-06-08 09:45:00+05:30,84.6,88.15,78.0,78.5,27755,81.40623658683148
5m,2026-06-08 09:50:00+05:30,78.5,85.0,77.45,85.0,14300,81.46398976358762
5m,2026-06-08 09:55:00+05:30,85.0,93.0,84.5,91.55,30355,82.30390955506928
5m,2026-06-08 10:00:00+05:30,91.55,91.55,83.35,84.55,13520,82.48585182084554
5m,2026-06-08 10:05:00+05:30,82.0,88.6,81.3,86.9,13715,82.61755862898376
5m,2026-06-08 10:10:00+05:30,86.9,88.6,84.3,84.3,4615,82.66127799736495
5m,2026-06-08 10:15:00+05:30,84.3,86.7,83.1,86.7,5590,82.70871874595154
5m,2026-06-08 10:20:00+05:30,86.7,87.0,84.45,85.45,5460,82.75569152326322
5m,2026-06-08 10:25:00+05:30,85.45,85.45,81.9,84.3,5655,82.77414268697886
5m,2026-06-08 10:30:00+05:30,84.3,93.0,84.3,93.0,8645,82.95292048929663
5m,2026-06-08 10:35:00+05:30,93.0,93.0,88.6,90.8,9100,83.14944841979725
5m,2026-06-08 10:40:00+05:30,90.8,93.6,84.75,84.75,17875,83.36281614094914
5m,2026-06-08 10:45:00+05:30,84.75,89.15,82.7,87.45,11570,83.45325997021347
5m,2026-06-08 10:50:00+05:30,87.45,90.0,86.1,87.0,10725,83.56613240979381
5m,2026-06-08 10:55:00+05:30,87.0,91.2,85.0,90.7,9295,83.68773159082559
5m,2026-06-08 11:00:00+05:30,90.7,91.0,87.6,87.6,10335,83.81096518177162
5m,2026-06-08 11:05:00+05:30,87.6,88.1,85.0,86.15,5135,83.84220670814994
5m,2026-06-08 11:10:00+05:30,86.15,86.95,84.7,85.9,3770,83.85972619226719
5m,2026-06-08 11:15:00+05:30,85.9,86.75,82.4,82.85,7085,83.8619893428064
5m,2026-06-08 11:20:00+05:30,82.85,85.45,81.6,83.05,14430,83.84623101175121
5m,2026-06-08 11:25:00+05:30,83.05,84.7,82.55,83.9,3965,83.84510820665815
5m,2026-06-08 11:30:00+05:30,83.9,86.45,83.0,86.0,10075,83.87322305625058
5m,2026-06-08 11:35:00+05:30,86.0,89.0,85.5,88.35,19695,84.02451869636744
5m,2026-06-08 11:40:00+05:30,88.35,89.6,87.55,88.0,10400,84.11560010447955
5m,2026-06-08 11:45:00+05:30,88.0,90.0,87.0,88.9,6110,84.1703887670408
5m,2026-06-08 11:50:00+05:30,88.9,88.9,86.0,87.0,7410,84.21575121847849
5m,2026-06-08 11:55:00+05:30,87.0,89.1,86.2,87.7,4225,84.24403741067674
5m,2026-06-08 12:00:00+05:30,87.7,87.75,84.0,87.3,5460,84.26611138840362
