tf,date,open,high,low,close,volume,vwap
5m,2026-06-08 09:15:00+05:30,100.05,111.1,80.5,107.65,132145,99.75
5m,2026-06-08 09:20:00+05:30,107.65,109.25,102.2,106.9,28925,100.89332795265
5m,2026-06-08 09:25:00+05:30,106.9,110.25,105.0,109.3,29640,102.02633492388095
5m,2026-06-08 09:30:00+05:30,109.3,116.35,108.6,115.05,33865,103.7313844669561
5m,2026-06-08 09:35:00+05:30,115.05,115.05,105.35,112.5,23465,104.41585429769393
5m,2026-06-08 09:40:00+05:30,112.5,114.8,108.35,112.0,14820,104.8274727992087
5m,2026-06-08 09:45:00+05:30,112.0,116.35,104.0,104.0,30745,105.17190244262416
5m,2026-06-08 09:50:00+05:30,104.0,112.85,102.75,112.85,21385,105.46460998761866
5m,2026-06-08 09:55:00+05:30,112.85,123.0,112.4,121.25,23985,106.41408437200384
5m,2026-06-08 10:00:00+05:30,121.25,121.25,110.0,110.0,23985,106.89885386819485
5m,2026-06-08 10:05:00+05:30,110.0,117.45,108.55,115.2,22230,107.29328383395207
5m,2026-06-08 10:10:00+05:30,115.2,117.25,111.05,111.05,11375,107.46032071245152
5m,2026-06-08 10:15:00+05:30,111.05,114.5,109.7,114.5,5980,107.54112977017063
5m,2026-06-08 10:20:00+05:30,114.5,115.35,111.65,113.45,3575,107.59343790012804
5m,2026-06-08 10:25:00+05:30,113.45,113.75,109.05,111.8,6760,107.65794500419815
5m,2026-06-08 10:30:00+05:30,111.8,122.4,111.4,122.4,9100,107.89678578763608
5m,2026-06-08 10:35:00+05:30,122.4,122.8,118.05,120.1,8060,108.12956469165661
5m,2026-06-08 10:40:00+05:30,120.1,124.0,113.05,113.1,16120,108.4398212898213
5m,2026-06-08 10:45:00+05:30,112.05,118.55,109.95,116.95,20995,108.74139186494133
5m,2026-06-08 10:50:00+05:30,116.95,118.75,114.0,115.1,20865,109.04959154679455
5m,2026-06-08 10:55:00+05:30,115.1,120.95,112.5,120.1,9425,109.21633128620586
5m,2026-06-08 11:00:00+05:30,120.1,120.35,115.8,116.1,10595,109.387346468782
5m,2026-06-08 11:05:00+05:30,116.1,116.8,111.75,114.75,3575,109.42260619150468
5m,2026-06-08 11:10:00+05:30,114.75,115.55,113.0,114.1,3575,109.45587307595258
5m,2026-06-08 11:15:00+05:30,114.1,114.25,109.2,110.25,7670,109.48194720702803
5m,2026-06-08 11:20:00+05:30,110.25,113.4,109.45,110.0,7605,109.50299391414451
5m,2026-06-08 11:25:00+05:30,110.0,112.35,108.65,110.9,13585,109.53121863799285
5m,2026-06-08 11:30:00+05:30,110.9,115.0,110.65,114.25,18135,109.65279223031565
5m,2026-06-08 11:35:00+05:30,114.25,118.15,112.7,117.25,8970,109.75299874815069
5m,2026-06-08 11:40:00+05:30,116.85,118.35,115.8,116.65,12480,109.90653747633368
5m,2026-06-08 11:45:00+05:30,116.65,119.0,114.45,117.9,6500,109.98595293167384
5m,2026-06-08 11:50:00+05:30,117.9,118.0,113.65,114.8,5265,110.0345651382824
5m,2026-06-08 11:55:00+05:30,114.8,118.35,114.7,115.95,5655,110.0938268267186
5m,2026-06-08 12:00:00+05:30,115.95,116.75,111.6,115.5,5460,110.1345425642125
5m,2026-06-08 12:05:00+05:30,115.5,116.7,111.0,114.15,6500,110.17499911638923
5m,2026-06-08 12:10:00+05:30,114.15,121.0,114.15,117.55,9620,110.28920381389847
5m,2026-06-08 12:15:00+05:30,117.55,119.9,116.35,117.15,7865,110.38289518900345
5m,2026-06-08 12:20:00+05:30,118.0,122.0,117.45,122.0,14820,110.61485529143165
5m,2026-06-08 12:25:00+05:30,122.0,122.0,118.7,119.1,7345,110.71972413106265
5m,2026-06-08 12:30:00+05:30,119.1,122.5,117.3,120.1,9815,110.8567225928833
5m,2026-06-08 12:35:00+05:30,120.1,120.65,118.3,119.6,4095,110.90992361449699
5m,2026-06-08 12:40:00+05:30,119.6,129.7,118.45,125.8,34840,111.5924072529577
5m,2026-06-08 12:45:00+05:30,125.8,129.5,122.5,127.9,23920,112.08842488872956
5m,2026-06-08 12:50:00+05:30,127.9,140.45,127.85,132.25,36660,113.11934942705221
5m,2026-06-08 12:55:00+05:30,132.25,135.3,130.3,130.95,21515,113.64284193352137
5m,2026-06-08 13:00:00+05:30,130.95,133.25,123.35,125.05,9490,113.80528278688524
5m,2026-06-08 13:05:00+05:30,125.05,126.6,119.5,122.95,23595,114.07143994268885
5m,2026-06-08 13:10:00+05:30,122.95,123.1,119.4,120.0,6435,114.12430895593113
5m,2026-06-08 13:15:00+05:30,120.0,124.0,119.55,119.65,17030,114.2650469410915
5m,2026-06-08 13:20:00+05:30,119.65,121.6,116.5,118.75,10790,114.32445887445887
5m,2026-06-08 13:25:00+05:30,118.75,119.35,113.0,116.95,16315,114.36413562201733
5m,2026-06-08 13:30:00+05:30,116.95,118.45,111.8,114.7,12155,114.37269490439581
5m,2026-06-08 13:35:00+05:30,114.7,116.5,108.9,114.45,13910,114.35573060689856
5m,2026-06-08 13:40:00+05:30,114.45,114.45,104.0,104.0,32305,114.11585551419809
5m,2026-06-08 13:45:00+05:30,104.0,106.35,97.7,105.0,43485,113.6177768088722
5m,2026-06-08 13:50:00+05:30,105.35,106.4,102.15,104.35,13000,113.49442789691994
5m,2026-06-08 13:55:00+05:30,104.35,105.0,100.0,104.85,15600,113.33475479975675
5m,2026-06-08 14:00:00+05:30,104.85,106.5,103.55,105.5,16640,113.20102217380159
5m,2026-06-08 14:05:00+05:30,105.5,105.5,98.9,99.55,8905,113.0975880397264
5m,2026-06-08 14:10:00+05:30,99.55,100.75,96.9,98.2,21580,112.79847363072649
5m,2026-06-08 14:15:00+05:30,98.2,101.75,94.75,99.85,37505,112.3127837837838
5m,2026-06-08 14:20:00+05:30,99.85,100.1,96.45,97.6,10660,112.17366777685264
5m,2026-06-08 14:25:00+05:30,97.6,98.45,95.65,95.65,8385,112.05496665289502
5m,2026-06-08 14:30:00+05:30,95.65,100.45,95.65,98.55,9555,111.93593622001171
5m,2026-06-08 14:35:00+05:30,98.55,99.7,96.4,97.75,7605,111.8408380310339
5m,2026-06-08 14:40:00+05:30,96.9,102.7,96.0,102.05,27950,111.55824686738109
5m,2026-06-08 14:45:00+05:30,102.85,104.0,99.65,100.55,22230,111.36501473941823
5m,2026-06-08 14:50:00+05:30,100.55,102.0,96.95,99.15,17680,111.186199842931
5m,2026-06-08 14:55:00+05:30,99.15,104.55,96.45,100.4,20150,111.00716556220033
5m,2026-06-08 15:00:00+05:30,101.35,101.35,81.9,84.3,65130,109.88936768389307
5m,2026-06-08 15:05:00+05:30,84.3,89.35,82.75,88.1,46605,109.07068540433924
5m,2026-06-08 15:10:00+05:30,88.1,89.25,85.0,88.0,24180,108.68063625798955
5m,2026-06-08 15:15:00+05:30,88.0,89.0,86.25,86.8,47580,107.95046296296296
5m,2026-06-08 15:20:00+05:30,86.8,87.85,79.3,82.05,41535,107.22845661354039
5m,2026-06-08 15:25:00+05:30,82.05,82.4,77.7,79.75,64285,106.0560946462715
5m,2026-06-09 09:15:00+05:30,100.0,100.0,82.4,86.2,107120,89.53333333333335
5m,2026-06-09 09:20:00+05:30,86.2,88.3,84.0,86.75,69290,88.28298943748466
5m,2026-06-09 09:25:00+05:30,86.75,87.0,82.35,83.2,47580,87.41213967885471
5m,2026-06-09 09:30:00+05:30,83.2,89.7,83.2,88.25,63960,87.33170052671181
5m,2026-06-09 09:35:00+05:30,88.25,88.25,80.25,81.9,46280,86.79651886425515
5m,2026-06-09 09:40:00+05:30,81.9,82.3,78.05,78.4,38285,86.05518815797127
5m,2026-06-09 09:45:00+05:30,78.4,82.6,73.55,75.2,73125,84.58846752236484
5m,2026-06-09 09:50:00+05:30,75.2,82.5,74.6,81.25,42120,84.14474058280028
5m,2026-06-09 09:55:00+05:30,81.25,81.25,76.2,76.4,43680,83.63558382257013
5m,2026-06-09 10:00:00+05:30,76.5,78.65,74.6,75.2,48685,83.00738188608777
5m,2026-06-09 10:05:00+05:30,75.2,76.8,73.8,75.4,39585,82.5171893573876
5m,2026-06-09 10:10:00+05:30,75.4,75.85,73.5,74.3,23140,82.2304027637344
5m,2026-06-09 10:15:00+05:30,74.3,75.6,72.35,74.65,30550,81.86608912483912
5m,2026-06-09 10:20:00+05:30,74.65,74.65,69.45,70.65,48360,81.17711485350624
5m,2026-06-09 10:25:00+05:30,70.65,72.7,70.2,72.2,36335,80.72288290605618
5m,2026-06-09 10:30:00+05:30,72.0,72.55,68.0,70.15,44330,80.14338733630349
5m,2026-06-09 10:35:00+05:30,70.15,70.2,68.25,69.15,31915,79.72478316194037
5m,2026-06-09 10:40:00+05:30,69.15,71.65,67.9,71.55,39715,79.29957239532982
5m,2026-06-09 10:45:00+05:30,71.55,71.9,63.7,63.7,46735,78.64654219022071
5m,2026-06-09 10:50:00+05:30,64.05,69.8,63.2,69.05,64350,77.90864454121579
5m,2026-06-09 10:55:00+05:30,69.05,70.35,67.45,68.7,16965,77.75500529718276
5m,2026-06-09 11:00:00+05:30,68.7,70.0,67.45,69.65,36205,77.45088790117273
5m,2026-06-09 11:05:00+05:30,70.05,71.0,68.3,69.65,23205,77.28035841854958
5m,2026-06-09 11:10:00+05:30,69.65,69.65,67.2,67.7,19175,77.11894723124423
5m,2026-06-09 11:15:00+05:30,67.7,69.7,66.4,69.2,23855,76.93136291414112
5m,2026-06-09 11:20:00+05:30,69.2,69.2,60.0,61.3,72410,76.10502291931297
5m,2026-06-09 11:25:00+05:30,61.3,65.0,60.0,64.15,61620,75.45552610863291
5m,2026-06-09 11:30:00+05:30,64.15,66.0,64.05,65.7,26325,75.24312949640287
5m,2026-06-09 11:35:00+05:30,65.7,69.2,65.7,69.0,29705,75.07616943649478
5m,2026-06-09 11:40:00+05:30,69.0,69.65,65.7,68.7,35750,74.8864627611928
