time,nifty_close,atm_strike,ce_itm2,ce_itm1,ce_atm,ce_otm1,ce_otm2,pe_itm2,pe_itm1,pe_atm,pe_otm1,pe_otm2
2026-06-12 09:15:00+05:30,23444.65,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:20:00+05:30,23423.35,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:25:00+05:30,23401.2,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:30:00+05:30,23407.95,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:35:00+05:30,23396.1,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:40:00+05:30,23370.1,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:45:00+05:30,23379.35,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:50:00+05:30,23358.15,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 09:55:00+05:30,23346.55,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:00:00+05:30,23342.55,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:05:00+05:30,23347.55,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:10:00+05:30,23342.65,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:15:00+05:30,23326.85,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:20:00+05:30,23355.2,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 10:25:00+05:30,23345.85,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:30:00+05:30,23349.85,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:35:00+05:30,23354.25,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 10:40:00+05:30,23349.7,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:45:00+05:30,23345.5,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-12 10:50:00+05:30,23354.1,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 10:55:00+05:30,23358.25,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:00:00+05:30,23353.35,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:05:00+05:30,23355.35,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:10:00+05:30,23378.05,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:15:00+05:30,23361.45,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:20:00+05:30,23365.45,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:25:00+05:30,23357.4,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:30:00+05:30,23366.7,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:35:00+05:30,23368.95,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:40:00+05:30,23374.8,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:45:00+05:30,23385.45,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:50:00+05:30,23381.8,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 11:55:00+05:30,23378.2,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 12:00:00+05:30,23379.25,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 12:05:00+05:30,23363.45,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-06-12 12:10:00+05:30,23347.4,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
