time,nifty_close,atm_strike,ce_itm2,ce_itm1,ce_atm,ce_otm1,ce_otm2,pe_itm2,pe_itm1,pe_atm,pe_otm1,pe_otm2
2026-06-08 09:15:00+05:30,23130.55,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 09:20:00+05:30,23136.0,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 09:25:00+05:30,23155.5,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 09:30:00+05:30,23184.35,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 09:35:00+05:30,23155.6,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 09:40:00+05:30,23159.15,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 09:45:00+05:30,23134.5,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 09:50:00+05:30,23173.05,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 09:55:00+05:30,23199.5,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:00:00+05:30,23169.8,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:05:00+05:30,23187.8,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:10:00+05:30,23174.25,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:15:00+05:30,23186.1,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:20:00+05:30,23182.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:25:00+05:30,23172.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:30:00+05:30,23213.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:35:00+05:30,23207.95,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:40:00+05:30,23191.65,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:45:00+05:30,23202.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:50:00+05:30,23195.9,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 10:55:00+05:30,23217.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:00:00+05:30,23210.15,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:05:00+05:30,23206.25,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:10:00+05:30,23198.85,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:15:00+05:30,23182.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:20:00+05:30,23183.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:25:00+05:30,23186.15,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:30:00+05:30,23199.05,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:35:00+05:30,23206.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:40:00+05:30,23205.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:45:00+05:30,23213.95,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:50:00+05:30,23205.6,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 11:55:00+05:30,23205.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:00:00+05:30,23207.25,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:05:00+05:30,23204.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:10:00+05:30,23212.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:15:00+05:30,23212.65,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:20:00+05:30,23225.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:25:00+05:30,23218.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:30:00+05:30,23220.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:35:00+05:30,23222.35,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:40:00+05:30,23237.85,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:45:00+05:30,23245.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:50:00+05:30,23248.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 12:55:00+05:30,23246.15,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:00:00+05:30,23226.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:05:00+05:30,23219.5,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:10:00+05:30,23216.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:15:00+05:30,23215.2,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:20:00+05:30,23210.4,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:25:00+05:30,23209.05,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:30:00+05:30,23195.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:35:00+05:30,23195.7,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:40:00+05:30,23171.0,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:45:00+05:30,23170.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:50:00+05:30,23165.9,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 13:55:00+05:30,23172.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:00:00+05:30,23180.35,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:05:00+05:30,23163.1,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:10:00+05:30,23156.85,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:15:00+05:30,23168.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:20:00+05:30,23155.4,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:25:00+05:30,23149.1,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 14:30:00+05:30,23159.05,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:35:00+05:30,23158.15,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:40:00+05:30,23179.9,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:45:00+05:30,23174.85,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:50:00+05:30,23177.4,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 14:55:00+05:30,23179.0,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-08 15:00:00+05:30,23116.75,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 15:05:00+05:30,23131.95,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 15:10:00+05:30,23134.45,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 15:15:00+05:30,23124.15,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 15:20:00+05:30,23104.0,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-08 15:25:00+05:30,23103.05,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
