time,nifty_close,atm_strike,ce_itm2,ce_itm1,ce_atm,ce_otm1,ce_otm2,pe_itm2,pe_itm1,pe_atm,pe_otm1,pe_otm2
2026-06-11 09:15:00+05:30,23112.65,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 09:20:00+05:30,23114.9,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 09:25:00+05:30,23119.35,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 09:30:00+05:30,23108.45,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 09:35:00+05:30,23132.35,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 09:40:00+05:30,23143.6,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 09:45:00+05:30,23151.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 09:50:00+05:30,23150.65,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 09:55:00+05:30,23115.7,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 10:00:00+05:30,23108.55,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 10:05:00+05:30,23155.0,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:10:00+05:30,23145.5,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 10:15:00+05:30,23181.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:20:00+05:30,23176.9,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:25:00+05:30,23199.5,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:30:00+05:30,23198.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:35:00+05:30,23204.35,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:40:00+05:30,23203.2,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:45:00+05:30,23192.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:50:00+05:30,23172.5,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 10:55:00+05:30,23174.55,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:00:00+05:30,23179.25,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:05:00+05:30,23191.95,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:10:00+05:30,23181.65,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:15:00+05:30,23201.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:20:00+05:30,23217.25,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:25:00+05:30,23235.45,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:30:00+05:30,23225.4,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:35:00+05:30,23222.95,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 11:40:00+05:30,23251.85,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 11:45:00+05:30,23263.3,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 11:50:00+05:30,23271.35,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 11:55:00+05:30,23281.15,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:00:00+05:30,23285.55,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:05:00+05:30,23281.15,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:10:00+05:30,23285.25,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:15:00+05:30,23287.25,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:20:00+05:30,23288.7,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:25:00+05:30,23295.6,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:30:00+05:30,23319.9,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:35:00+05:30,23297.65,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:40:00+05:30,23294.4,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:45:00+05:30,23273.3,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:50:00+05:30,23280.6,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 12:55:00+05:30,23306.75,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 13:00:00+05:30,23300.3,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 13:05:00+05:30,23279.45,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 13:10:00+05:30,23257.7,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 13:15:00+05:30,23252.15,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-06-11 13:20:00+05:30,23239.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 13:25:00+05:30,23241.0,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 13:30:00+05:30,23243.65,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 13:35:00+05:30,23230.0,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 13:40:00+05:30,23220.1,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 13:45:00+05:30,23227.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 13:50:00+05:30,23231.85,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 13:55:00+05:30,23231.3,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:00:00+05:30,23235.1,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:05:00+05:30,23211.2,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:10:00+05:30,23218.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:15:00+05:30,23215.75,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:20:00+05:30,23206.4,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:25:00+05:30,23240.05,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:30:00+05:30,23231.7,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:35:00+05:30,23217.1,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:40:00+05:30,23198.15,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:45:00+05:30,23191.7,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:50:00+05:30,23170.35,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 14:55:00+05:30,23175.5,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 15:00:00+05:30,23145.0,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 15:05:00+05:30,23143.3,23100,23000,23050,23100,23150,23200,23200,23150,23100,23050,23000
2026-06-11 15:10:00+05:30,23165.8,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 15:15:00+05:30,23173.8,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 15:20:00+05:30,23173.6,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
2026-06-11 15:25:00+05:30,23189.5,23200,23100,23150,23200,23250,23300,23300,23250,23200,23150,23100
