tf,date,open,high,low,close,volume,vwap
5m,2026-06-05 09:15:00+05:30,533.9,536.0,520.1,520.1,3120,525.4
5m,2026-06-05 09:20:00+05:30,520.1,533.25,510.2,511.85,2340,522.4142857142857
5m,2026-06-05 09:25:00+05:30,511.85,518.95,511.3,518.0,390,521.9922222222223
5m,2026-06-05 09:30:00+05:30,518.0,536.45,518.0,525.1,1040,522.6751572327045
5m,2026-06-05 09:35:00+05:30,525.1,540.1,520.0,522.0,845,523.187675070028
5m,2026-06-05 09:40:00+05:30,522.0,522.0,520.0,520.0,65,523.1666666666667
5m,2026-06-05 09:45:00+05:30,520.0,523.4,515.0,523.4,130,523.1245901639345
5m,2026-06-05 09:50:00+05:30,523.4,527.05,517.05,521.4,1040,522.9748792270532
5m,2026-06-05 09:55:00+05:30,521.4,521.4,508.55,508.55,65,522.9019184652279
5m,2026-06-05 10:00:00+05:30,508.55,540.0,499.0,532.0,1885,523.0339285714286
5m,2026-06-05 10:05:00+05:30,532.0,542.95,510.15,542.95,845,523.6790976058933
5m,2026-06-05 10:10:00+05:30,542.95,559.7,528.55,528.55,1690,525.5950885668277
5m,2026-06-05 10:15:00+05:30,528.55,536.8,528.55,534.95,195,525.7070634920635
5m,2026-06-05 10:20:00+05:30,534.95,544.8,528.9,544.8,520,526.2132262996942
5m,2026-06-05 10:25:00+05:30,544.8,548.4,520.0,527.3,2080,526.9411333333334
5m,2026-06-05 10:30:00+05:30,527.3,530.0,499.9,499.9,260,526.6732939632547
5m,2026-06-05 10:35:00+05:30,499.9,500.0,460.0,460.0,5005,514.2649043303122
5m,2026-06-05 10:40:00+05:30,460.0,460.0,438.35,450.0,12415,490.5491060025543
5m,2026-06-05 10:45:00+05:30,450.0,457.7,430.3,457.7,2730,487.4227541371159
5m,2026-06-05 10:50:00+05:30,457.7,465.0,457.35,465.0,1625,486.3627900396152
5m,2026-06-05 10:55:00+05:30,465.0,475.0,461.05,475.0,1690,485.6858265582656
5m,2026-06-05 11:00:00+05:30,475.0,516.0,475.0,516.0,4160,487.25495827196863
5m,2026-06-05 11:05:00+05:30,516.0,549.85,513.55,536.4,12025,497.1070023148149
5m,2026-06-05 11:10:00+05:30,536.4,545.0,520.45,522.7,2925,498.7048404840485
5m,2026-06-05 11:15:00+05:30,522.7,523.3,492.45,502.8,4485,499.232464212679
5m,2026-06-05 11:20:00+05:30,502.8,502.8,471.95,481.8,1820,498.8507123923128
5m,2026-06-05 11:25:00+05:30,481.8,490.5,481.65,490.5,390,498.78371212121215
5m,2026-06-05 11:30:00+05:30,490.5,505.7,490.5,499.45,390,498.7823346430911
5m,2026-06-05 11:35:00+05:30,499.45,499.45,491.25,491.25,130,498.7729248366013
5m,2026-06-05 11:40:00+05:30,491.25,491.25,486.15,486.15,65,498.76222657525307
5m,2026-06-05 11:45:00+05:30,486.15,494.25,486.15,494.25,65,498.75516960208745
5m,2026-06-05 11:50:00+05:30,494.25,494.25,482.85,482.85,325,498.6962349886401
5m,2026-06-05 11:55:00+05:30,482.85,482.85,473.2,473.5,780,498.4400705806866
5m,2026-06-05 12:00:00+05:30,473.5,492.0,473.5,492.0,585,498.33180661577615
5m,2026-06-05 12:05:00+05:30,492.0,495.25,492.0,492.0,390,498.30192915876034
5m,2026-06-05 12:10:00+05:30,492.0,508.75,492.0,508.75,260,498.3203213610587
5m,2026-06-05 12:15:00+05:30,508.75,509.25,497.5,506.6,1300,498.4340445269018
5m,2026-06-05 12:20:00+05:30,506.6,506.6,500.0,506.4,390,498.4666974169743
5m,2026-06-05 12:25:00+05:30,506.4,509.4,506.4,506.65,195,498.49158233670664
5m,2026-06-05 12:30:00+05:30,506.65,506.65,478.0,478.0,260,498.4514665444547
5m,2026-06-05 12:35:00+05:30,478.0,478.0,460.5,474.0,1170,498.003201082056
5m,2026-06-05 12:40:00+05:30,474.0,475.0,450.05,455.8,1820,497.07430372324836
5m,2026-06-05 12:45:00+05:30,455.8,466.0,455.05,463.0,7215,493.8969017094018
5m,2026-06-05 12:50:00+05:30,455.95,461.15,443.75,455.0,1625,493.09963341188796
5m,2026-06-05 12:55:00+05:30,455.0,460.0,450.25,460.0,3055,491.80536616161623
5m,2026-06-05 13:00:00+05:30,460.0,461.3,450.0,461.3,4290,490.1733645983646
5m,2026-06-05 13:05:00+05:30,461.3,461.3,440.5,445.0,1625,489.4426765887078
5m,2026-06-05 13:10:00+05:30,445.0,449.15,436.35,437.05,1040,488.89783928988555
5m,2026-06-05 13:15:00+05:30,437.05,451.75,436.35,447.0,845,488.5018402777778
5m,2026-06-05 13:20:00+05:30,447.0,447.0,425.0,427.8,1105,487.85736673530084
5m,2026-06-05 13:25:00+05:30,427.8,439.6,420.0,420.0,6695,483.80840811965805
5m,2026-06-05 13:30:00+05:30,420.0,431.15,405.0,418.45,15665,475.0290486766611
5m,2026-06-05 13:35:00+05:30,418.45,425.0,417.1,425.0,910,474.62283746556466
5m,2026-06-05 13:40:00+05:30,425.0,425.5,402.7,410.3,10530,469.55966110268076
5m,2026-06-05 13:45:00+05:30,410.3,425.0,410.0,419.8,3380,468.24510432068337
5m,2026-06-05 13:50:00+05:30,419.8,425.25,416.05,419.2,1040,467.8689405052975
5m,2026-06-05 13:55:00+05:30,419.2,432.0,419.2,432.0,1820,467.32682907219805
5m,2026-06-05 14:00:00+05:30,432.0,438.2,426.15,430.0,2405,466.6977093206951
5m,2026-06-05 14:05:00+05:30,430.0,437.9,430.0,433.05,1300,466.3874021909233
5m,2026-06-05 14:10:00+05:30,433.05,433.05,419.0,419.0,715,466.16799782033314
5m,2026-06-05 14:15:00+05:30,419.0,422.0,415.35,420.05,1300,465.73269319759373
5m,2026-06-05 14:20:00+05:30,420.05,432.0,413.05,430.0,2535,465.0109090909091
5m,2026-06-05 14:25:00+05:30,430.0,443.5,428.75,443.0,4290,464.23631950573696
5m,2026-06-05 14:30:00+05:30,443.0,455.25,438.2,440.3,2990,463.84529988465977
5m,2026-06-05 14:35:00+05:30,440.3,442.95,419.0,433.65,1235,463.5846417846418
5m,2026-06-05 14:40:00+05:30,433.65,488.0,433.65,487.8,13065,464.0793641390205
5m,2026-06-05 14:45:00+05:30,487.8,506.25,456.0,456.0,6630,464.41512908124525
5m,2026-06-05 14:50:00+05:30,456.0,476.3,456.0,476.3,715,464.4364146187775
5m,2026-06-05 14:55:00+05:30,476.3,476.3,450.5,467.25,1170,464.43808361497054
5m,2026-06-05 15:00:00+05:30,467.25,467.25,436.35,454.1,2275,464.284080800593
5m,2026-06-05 15:05:00+05:30,454.1,461.15,453.0,456.7,11895,463.81822283929193
