tf,date,open,high,low,close,volume,vwap
5m,2026-06-05 09:15:00+05:30,468.7,469.85,444.0,445.7,8125,453.18333333333334
5m,2026-06-05 09:20:00+05:30,445.7,454.75,440.0,440.0,7995,449.08333333333337
5m,2026-06-05 09:25:00+05:30,440.0,445.9,440.0,445.45,1625,448.5979853479854
5m,2026-06-05 09:30:00+05:30,445.45,460.0,445.45,449.95,4160,449.2060830860534
5m,2026-06-05 09:35:00+05:30,449.95,468.8,444.1,449.35,4160,449.9844970906068
5m,2026-06-05 09:40:00+05:30,449.35,465.45,445.4,465.45,1040,450.3214628297362
5m,2026-06-05 09:45:00+05:30,465.45,465.45,441.85,443.0,3120,450.29860215053765
5m,2026-06-05 09:50:00+05:30,443.0,452.85,440.0,447.5,2795,450.00104986876636
5m,2026-06-05 09:55:00+05:30,447.5,450.45,438.1,438.1,3445,449.2656268568033
5m,2026-06-05 10:00:00+05:30,438.1,471.0,428.2,452.5,5655,449.44030349794235
5m,2026-06-05 10:05:00+05:30,452.5,468.05,431.95,465.55,5915,450.1474966170501
5m,2026-06-05 10:10:00+05:30,465.55,486.55,455.0,455.0,10335,452.86876391982184
5m,2026-06-05 10:15:00+05:30,455.0,469.0,443.95,465.55,5980,453.485
5m,2026-06-05 10:20:00+05:30,465.55,467.75,450.3,467.3,3770,453.94425890585245
5m,2026-06-05 10:25:00+05:30,467.3,469.2,449.45,458.8,2470,454.1264119091467
5m,2026-06-05 10:30:00+05:30,458.8,458.8,428.5,428.5,6890,452.7457074944071
5m,2026-06-05 10:35:00+05:30,428.5,428.5,388.0,390.0,22425,441.39257211017133
5m,2026-06-05 10:40:00+05:30,390.0,390.35,374.65,385.95,26910,429.13966342046814
5m,2026-06-05 10:45:00+05:30,385.95,390.0,364.15,388.2,28145,420.3568232662192
5m,2026-06-05 10:50:00+05:30,388.2,399.55,386.7,395.85,23270,416.91998541210796
5m,2026-06-05 10:55:00+05:30,395.85,406.0,391.95,406.0,14820,415.7221548821549
5m,2026-06-05 11:00:00+05:30,406.0,441.9,402.3,440.9,23790,417.109412470024
5m,2026-06-05 11:05:00+05:30,440.9,472.0,437.8,463.0,24960,421.2890860215054
5m,2026-06-05 11:10:00+05:30,463.0,464.0,438.05,445.5,7800,422.16078125
5m,2026-06-05 11:15:00+05:30,445.5,449.35,418.7,427.85,3770,422.3066871900119
5m,2026-06-05 11:20:00+05:30,427.85,427.85,402.0,413.45,5850,422.12900367769976
5m,2026-06-05 11:25:00+05:30,413.45,419.85,406.45,417.05,12025,421.7885733684799
5m,2026-06-05 11:30:00+05:30,417.05,434.5,417.05,424.8,9620,421.9139821029083
5m,2026-06-05 11:35:00+05:30,424.8,424.8,408.2,408.2,1560,421.8687955504411
5m,2026-06-05 11:40:00+05:30,408.2,433.3,408.2,419.45,2210,421.8567443099642
5m,2026-06-05 11:45:00+05:30,419.45,428.0,416.0,427.0,2080,421.8698745560341
5m,2026-06-05 11:50:00+05:30,427.0,427.0,410.0,410.45,2275,421.8222222222222
5m,2026-06-05 11:55:00+05:30,410.45,412.0,400.0,402.5,6045,421.47413527208636
5m,2026-06-05 12:00:00+05:30,402.5,423.0,402.5,423.0,3770,421.4071713436299
5m,2026-06-05 12:05:00+05:30,423.0,429.9,419.2,420.0,4615,421.4319051699514
5m,2026-06-05 12:10:00+05:30,420.0,435.75,411.35,435.75,2340,421.47923752834464
5m,2026-06-05 12:15:00+05:30,435.75,437.3,424.0,427.9,2600,421.5488336143901
5m,2026-06-05 12:20:00+05:30,427.9,435.6,425.05,435.6,1105,421.58644892529577
