tf,date,open,high,low,close,volume,vwap
5m,2026-06-05 09:20:00+05:30,560.1,561.4,552.85,552.85,130,555.6999999999999
5m,2026-06-05 09:25:00+05:30,552.85,552.85,552.85,552.85,0,555.6999999999999
5m,2026-06-05 09:30:00+05:30,552.85,576.45,552.85,576.45,65,559.9944444444444
5m,2026-06-05 09:35:00+05:30,576.45,579.8,572.95,579.8,130,567.0033333333333
5m,2026-06-05 09:40:00+05:30,579.8,579.8,575.3,575.3,65,568.6361111111111
5m,2026-06-05 09:45:00+05:30,575.3,575.3,575.3,575.3,0,568.6361111111111
5m,2026-06-05 09:50:00+05:30,575.3,575.3,550.1,560.55,845,564.0842105263158
5m,2026-06-05 09:55:00+05:30,560.55,563.0,560.55,562.0,195,563.7795454545454
5m,2026-06-05 10:00:00+05:30,562.0,563.55,540.1,563.55,390,562.0553571428571
5m,2026-06-05 10:05:00+05:30,563.55,584.0,554.0,584.0,520,564.7097222222222
5m,2026-06-05 10:10:00+05:30,584.0,595.0,579.0,584.7,325,567.3345528455284
5m,2026-06-05 10:15:00+05:30,584.7,584.7,584.7,584.7,0,567.3345528455284
5m,2026-06-05 10:20:00+05:30,584.7,584.7,584.7,584.7,0,567.3345528455284
5m,2026-06-05 10:25:00+05:30,584.7,588.2,582.0,582.0,325,569.1532608695652
5m,2026-06-05 10:30:00+05:30,582.0,582.0,582.0,582.0,0,569.1532608695652
5m,2026-06-05 10:35:00+05:30,582.0,582.0,500.8,501.3,1235,557.1335897435897
5m,2026-06-05 10:40:00+05:30,500.7,500.7,479.3,489.65,1495,539.5568181818181
5m,2026-06-05 10:45:00+05:30,489.65,494.65,469.7,494.65,1365,529.302752293578
5m,2026-06-05 10:50:00+05:30,494.65,501.95,494.65,501.95,130,528.7660660660661
5m,2026-06-05 10:55:00+05:30,501.95,501.95,501.95,501.95,0,528.7660660660661
5m,2026-06-05 11:00:00+05:30,501.95,555.9,501.95,555.9,1300,530.1631043256997
5m,2026-06-05 11:05:00+05:30,555.9,587.75,553.7,582.9,1755,537.7880801687763
5m,2026-06-05 11:10:00+05:30,582.9,582.9,559.85,559.85,130,538.1598958333333
5m,2026-06-05 11:15:00+05:30,559.85,559.85,559.85,559.85,0,538.1598958333333
5m,2026-06-05 11:20:00+05:30,559.85,559.85,510.1,524.0,390,537.9125502008031
5m,2026-06-05 11:25:00+05:30,524.0,529.0,519.1,527.3,520,537.3249999999999
5m,2026-06-05 11:30:00+05:30,527.3,539.8,527.3,539.8,65,537.3153333333332
5m,2026-06-05 11:35:00+05:30,539.8,539.8,518.85,518.85,130,537.1855932203389
5m,2026-06-05 11:40:00+05:30,518.85,524.2,518.85,524.2,130,537.0205772811918
5m,2026-06-05 11:45:00+05:30,524.2,524.2,524.2,524.2,0,537.0205772811918
5m,2026-06-05 11:50:00+05:30,524.2,524.2,524.2,524.2,0,537.0205772811918
5m,2026-06-05 11:55:00+05:30,524.2,524.2,524.2,524.2,0,537.0205772811918
5m,2026-06-05 12:00:00+05:30,524.2,524.2,524.2,524.2,0,537.0205772811918
5m,2026-06-05 12:05:00+05:30,524.2,524.2,524.2,524.2,0,537.0205772811918
5m,2026-06-05 12:10:00+05:30,524.2,524.2,524.2,524.2,0,537.0205772811918
5m,2026-06-05 12:15:00+05:30,524.2,549.8,524.2,549.8,65,537.0441666666666
5m,2026-06-05 12:20:00+05:30,549.8,549.8,549.8,549.8,0,537.0441666666666
5m,2026-06-05 12:25:00+05:30,549.8,549.8,549.8,549.8,0,537.0441666666666
5m,2026-06-05 12:30:00+05:30,549.8,549.8,520.25,520.25,130,536.967857142857
5m,2026-06-05 12:35:00+05:30,520.25,520.25,500.1,500.1,65,536.803096539162
5m,2026-06-05 12:40:00+05:30,500.1,500.2,488.0,488.0,715,534.2664948453607
5m,2026-06-05 12:45:00+05:30,488.0,505.0,488.0,497.85,455,532.9669154228854
5m,2026-06-05 12:50:00+05:30,497.85,497.85,480.1,491.7,390,531.7181159420289
