time,nifty_close,atm_strike,ce_itm2,ce_itm1,ce_atm,ce_otm1,ce_otm2,pe_itm2,pe_itm1,pe_atm,pe_otm1,pe_otm2
2026-05-22 09:15:00+05:30,23693.5,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-22 09:20:00+05:30,23752.85,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 09:25:00+05:30,23738.6,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-22 09:30:00+05:30,23762.75,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 09:35:00+05:30,23755.85,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 09:40:00+05:30,23752.95,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 09:45:00+05:30,23740.8,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-22 09:50:00+05:30,23774.1,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 09:55:00+05:30,23779.65,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:00:00+05:30,23767.3,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:05:00+05:30,23785.5,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:10:00+05:30,23791.7,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:15:00+05:30,23764.1,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:20:00+05:30,23765.65,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:25:00+05:30,23761.45,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:30:00+05:30,23778.15,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-22 10:35:00+05:30,23773.05,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
