tf,date,open,high,low,close,volume
5m,2026-05-04 09:15:00+05:30,329.05,349.3,306.55,335.25,29965
5m,2026-05-04 09:20:00+05:30,335.25,346.2,319.55,343.8,28665
5m,2026-05-04 09:25:00+05:30,343.8,343.8,315.0,316.7,20995
5m,2026-05-04 09:30:00+05:30,316.7,346.65,310.0,314.0,29120
5m,2026-05-04 09:35:00+05:30,314.0,314.0,291.7,292.75,25740
5m,2026-05-04 09:40:00+05:30,292.75,293.7,280.0,283.7,28860
5m,2026-05-04 09:45:00+05:30,283.7,288.35,280.0,286.3,11960
5m,2026-05-04 09:50:00+05:30,286.3,314.5,285.35,307.7,24245
5m,2026-05-04 09:55:00+05:30,307.7,312.0,298.0,300.45,14365
5m,2026-05-04 10:00:00+05:30,300.45,324.0,292.5,315.45,32240
5m,2026-05-04 10:05:00+05:30,315.45,319.7,300.0,318.0,26585
5m,2026-05-04 10:10:00+05:30,318.0,353.4,313.6,348.9,37570
5m,2026-05-04 10:15:00+05:30,348.9,356.95,342.0,351.0,23530
5m,2026-05-04 10:20:00+05:30,351.0,376.0,346.0,369.15,15210
5m,2026-05-04 10:25:00+05:30,369.15,371.1,332.55,334.4,14170
5m,2026-05-04 10:30:00+05:30,334.4,355.0,312.55,338.0,16055
5m,2026-05-04 10:35:00+05:30,338.0,338.0,316.85,321.15,6500
5m,2026-05-04 10:40:00+05:30,321.15,326.5,315.6,315.6,5655
5m,2026-05-04 10:45:00+05:30,315.6,325.2,303.1,309.25,14690
5m,2026-05-04 10:50:00+05:30,309.25,322.0,306.85,322.0,13325
5m,2026-05-04 10:55:00+05:30,322.0,345.0,320.4,345.0,16055
5m,2026-05-04 11:00:00+05:30,345.0,352.55,329.65,329.7,12025
5m,2026-05-04 11:05:00+05:30,329.7,335.55,321.65,323.4,6045
5m,2026-05-04 11:10:00+05:30,323.4,329.9,311.8,312.35,8060
5m,2026-05-04 11:15:00+05:30,312.35,312.95,305.05,312.95,14430
5m,2026-05-04 11:20:00+05:30,312.95,313.5,306.8,309.4,9620
5m,2026-05-04 11:25:00+05:30,309.4,312.55,304.5,306.8,3705
5m,2026-05-04 11:30:00+05:30,306.8,313.75,303.95,309.8,26065
5m,2026-05-04 11:35:00+05:30,309.8,317.95,301.95,307.05,9100
