time,nifty_close,atm_strike,ce_itm2,ce_itm1,ce_atm,ce_otm1,ce_otm2,pe_itm2,pe_itm1,pe_atm,pe_otm1,pe_otm2
2026-05-15 09:15:00+05:30,23719.1,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 09:20:00+05:30,23764.9,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 09:25:00+05:30,23787.9,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 09:30:00+05:30,23749.6,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 09:35:00+05:30,23770.8,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 09:40:00+05:30,23802.1,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 09:45:00+05:30,23795.6,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 09:50:00+05:30,23824.75,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 09:55:00+05:30,23817.95,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:00:00+05:30,23818.35,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:05:00+05:30,23787.6,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:10:00+05:30,23800.25,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:15:00+05:30,23796.4,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:20:00+05:30,23820.5,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:25:00+05:30,23828.15,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:30:00+05:30,23815.15,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:35:00+05:30,23805.75,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:40:00+05:30,23817.05,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:45:00+05:30,23827.0,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:50:00+05:30,23830.45,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 10:55:00+05:30,23829.55,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 11:00:00+05:30,23782.35,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 11:05:00+05:30,23742.8,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:10:00+05:30,23743.55,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:15:00+05:30,23742.65,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:20:00+05:30,23726.35,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:25:00+05:30,23712.7,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:30:00+05:30,23716.85,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:35:00+05:30,23727.0,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:40:00+05:30,23721.75,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:45:00+05:30,23726.2,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:50:00+05:30,23720.95,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 11:55:00+05:30,23725.55,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 12:00:00+05:30,23754.05,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 12:05:00+05:30,23755.25,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 12:10:00+05:30,23751.15,23800,23700,23750,23800,23850,23900,23900,23850,23800,23750,23700
2026-05-15 12:15:00+05:30,23740.05,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 12:20:00+05:30,23725.5,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 12:25:00+05:30,23720.5,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-15 12:30:00+05:30,23736.35,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
