tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,222.6,231.85,191.6,197.55,53365,207.0
5m,2026-06-04 09:20:00+05:30,197.55,207.25,192.55,199.05,18395,205.10735205314012
5m,2026-06-04 09:25:00+05:30,199.05,204.4,191.95,199.0,5135,204.66277824739365
5m,2026-06-04 09:30:00+05:30,199.0,210.5,198.5,204.35,19305,204.62007882882887
5m,2026-06-04 09:35:00+05:30,204.35,204.35,186.4,203.1,11115,203.92923480718758
5m,2026-06-04 09:40:00+05:30,203.1,209.65,189.15,189.15,5850,203.5184759716638
5m,2026-06-04 09:45:00+05:30,189.15,191.5,178.85,179.85,10270,201.84458486922944
5m,2026-06-04 09:50:00+05:30,179.85,187.45,179.5,179.5,3380,201.3196651289937
5m,2026-06-04 09:55:00+05:30,179.5,181.4,161.3,172.0,52000,192.66739367502726
5m,2026-06-04 10:00:00+05:30,172.0,177.2,166.95,170.6,3705,192.23940527065528
5m,2026-06-04 10:05:00+05:30,170.6,170.6,162.45,164.3,2730,191.84952631578946
5m,2026-06-04 10:10:00+05:30,164.3,167.3,162.75,166.2,8775,190.6540703517588
5m,2026-06-04 10:15:00+05:30,166.2,169.6,159.75,161.4,3705,190.14682774490467
5m,2026-06-04 10:20:00+05:30,161.4,166.6,160.4,162.0,19955,187.65830098536875
5m,2026-06-04 10:25:00+05:30,162.0,169.05,160.0,168.75,1755,187.48455272511848
5m,2026-06-04 10:30:00+05:30,168.75,178.5,168.4,178.5,28275,186.07474416163737
5m,2026-06-04 10:35:00+05:30,178.5,182.8,174.0,178.6,2210,186.00746857390553
5m,2026-06-04 10:40:00+05:30,178.6,179.7,170.0,170.65,2535,185.88137658771026
5m,2026-06-04 10:45:00+05:30,170.65,171.2,157.0,171.2,5980,185.43214285714285
5m,2026-06-04 10:50:00+05:30,171.2,172.4,167.6,169.9,7605,184.9900561935011
5m,2026-06-04 10:55:00+05:30,169.4,169.4,164.65,167.9,1040,184.92123793299263
5m,2026-06-04 11:00:00+05:30,167.9,182.6,166.8,175.75,31980,183.86567412881257
5m,2026-06-04 11:05:00+05:30,175.75,185.1,175.75,181.85,1235,183.85347763347764
5m,2026-06-04 11:10:00+05:30,181.85,182.2,172.8,172.8,1625,183.8108503767492
5m,2026-06-04 11:15:00+05:30,172.8,181.3,172.8,180.85,1885,183.77676151761517
5m,2026-06-04 11:20:00+05:30,180.85,182.65,178.5,178.65,4095,183.72564562662726
5m,2026-06-04 11:25:00+05:30,178.65,183.15,172.0,176.55,2990,183.66320649522612
5m,2026-06-04 11:30:00+05:30,176.55,189.0,171.0,171.0,4355,183.57115807560135
5m,2026-06-04 11:35:00+05:30,171.0,172.75,153.05,155.8,10335,182.83987156451718
5m,2026-06-04 11:40:00+05:30,155.8,156.05,148.6,155.0,12480,181.74630199320643
5m,2026-06-04 11:45:00+05:30,155.0,158.4,153.2,155.55,1820,181.6069197424619
5m,2026-06-04 11:50:00+05:30,155.55,170.45,155.55,168.75,4940,181.36781338360038
5m,2026-06-04 11:55:00+05:30,168.75,168.75,159.4,160.85,2080,181.2576822184748
5m,2026-06-04 12:00:00+05:30,160.85,163.55,155.0,156.2,1235,181.1760642270351
5m,2026-06-04 12:05:00+05:30,156.2,159.75,156.2,157.2,975,181.1105473840998
