tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,192.0,213.25,173.9,178.3,130780,188.48333333333335
5m,2026-06-04 09:20:00+05:30,178.8,189.3,174.7,178.8,27820,187.15898907103826
5m,2026-06-04 09:25:00+05:30,178.8,185.0,174.45,180.7,24765,186.19885974240816
5m,2026-06-04 09:30:00+05:30,180.7,191.05,180.0,182.7,21645,186.02829211583176
5m,2026-06-04 09:35:00+05:30,182.7,185.3,168.6,184.5,21450,185.40678339073864
5m,2026-06-04 09:40:00+05:30,184.5,191.8,171.85,171.85,18980,184.87267831920906
5m,2026-06-04 09:45:00+05:30,171.85,174.9,162.0,163.2,14365,183.86788424651823
5m,2026-06-04 09:50:00+05:30,163.2,170.7,162.0,162.0,15080,182.8273193032238
5m,2026-06-04 09:55:00+05:30,162.0,164.0,145.55,156.7,74945,176.95506317354145
5m,2026-06-04 10:00:00+05:30,157.55,160.15,151.0,154.15,23725,175.56701757438663
5m,2026-06-04 10:05:00+05:30,154.15,154.15,147.0,150.35,15860,174.54609414121182
5m,2026-06-04 10:10:00+05:30,150.35,152.1,147.0,150.25,8970,173.98853809756895
5m,2026-06-04 10:15:00+05:30,150.25,153.65,143.6,147.1,11245,173.27831376282663
5m,2026-06-04 10:20:00+05:30,147.1,150.4,144.75,145.65,6305,172.87896025420642
5m,2026-06-04 10:25:00+05:30,145.65,153.0,144.75,152.6,6695,172.51837639700605
5m,2026-06-04 10:30:00+05:30,152.6,161.0,152.3,161.0,31460,171.51945080637466
5m,2026-06-04 10:35:00+05:30,161.0,166.3,157.65,161.3,11635,171.2753849732496
5m,2026-06-04 10:40:00+05:30,161.3,162.05,153.0,154.1,32240,170.31122133751035
5m,2026-06-04 10:45:00+05:30,154.1,155.0,141.2,154.05,22490,169.43713001124019
5m,2026-06-04 10:50:00+05:30,154.05,156.25,149.65,152.8,15145,168.96951456310683
5m,2026-06-04 10:55:00+05:30,152.8,153.3,148.95,150.85,8775,168.68039402985076
5m,2026-06-04 11:00:00+05:30,150.85,165.05,150.6,161.3,21450,168.31278575531306
5m,2026-06-04 11:05:00+05:30,161.3,168.35,160.5,164.0,24570,168.1450952328526
5m,2026-06-04 11:10:00+05:30,164.0,165.25,156.1,156.5,5720,168.06006251590162
5m,2026-06-04 11:15:00+05:30,156.5,162.1,156.5,159.95,3900,168.0045318311487
5m,2026-06-04 11:20:00+05:30,159.95,165.0,159.95,162.45,27300,167.7635305495113
5m,2026-06-04 11:25:00+05:30,162.45,165.5,154.7,159.85,6760,167.6809396890484
5m,2026-06-04 11:30:00+05:30,159.85,171.0,153.2,153.4,25285,167.35571437960047
5m,2026-06-04 11:35:00+05:30,153.4,156.35,137.5,138.65,24375,166.52903000918977
