tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,225.25,255.85,211.25,216.7,216580,227.9333333333333
5m,2026-06-04 09:20:00+05:30,218.0,229.95,212.7,219.4,60060,226.35932017543857
5m,2026-06-04 09:25:00+05:30,219.4,224.85,211.85,220.65,39520,225.4539884868421
5m,2026-06-04 09:30:00+05:30,220.65,232.25,218.7,222.6,61880,225.30056166895918
5m,2026-06-04 09:35:00+05:30,222.6,226.55,205.95,224.75,68185,224.35054382131582
5m,2026-06-04 09:40:00+05:30,224.75,232.85,209.0,209.25,62400,223.45284132055377
5m,2026-06-04 09:45:00+05:30,209.25,213.0,197.15,199.7,34580,222.16886641936898
5m,2026-06-04 09:50:00+05:30,199.7,208.3,198.4,199.5,21645,221.3985519754507
5m,2026-06-04 09:55:00+05:30,199.5,201.75,178.8,191.4,97630,216.86712290685503
5m,2026-06-04 10:00:00+05:30,191.4,196.4,186.0,187.9,26390,215.84169811914194
5m,2026-06-04 10:05:00+05:30,187.9,187.9,179.65,184.65,29055,214.55573713595894
5m,2026-06-04 10:10:00+05:30,184.65,186.65,179.4,184.1,23465,213.56913028230753
5m,2026-06-04 10:15:00+05:30,184.1,187.7,176.7,178.55,31070,212.2584595534612
5m,2026-06-04 10:20:00+05:30,178.55,184.35,177.35,177.95,14885,211.6463978095159
5m,2026-06-04 10:25:00+05:30,177.95,187.15,177.1,185.8,11570,211.23660537520672
5m,2026-06-04 10:30:00+05:30,185.8,197.9,185.8,197.75,48035,210.248628805321
5m,2026-06-04 10:35:00+05:30,197.75,203.55,192.6,197.65,26845,209.87027449230078
5m,2026-06-04 10:40:00+05:30,197.65,198.75,187.75,189.15,22425,209.42020960255292
5m,2026-06-04 10:45:00+05:30,189.15,190.0,173.9,186.05,25415,208.70037849401695
5m,2026-06-04 10:50:00+05:30,186.05,191.3,184.2,187.25,11050,208.45019397402837
5m,2026-06-04 10:55:00+05:30,187.25,188.05,182.6,185.7,5135,208.32425723130947
5m,2026-06-04 11:00:00+05:30,185.7,202.35,184.8,197.9,48230,207.67335201054712
5m,2026-06-04 11:05:00+05:30,197.9,205.45,195.8,199.65,15015,207.56275891175898
5m,2026-06-04 11:10:00+05:30,199.65,201.4,191.0,191.8,11180,207.4210610244226
5m,2026-06-04 11:15:00+05:30,191.8,200.55,191.8,200.5,5005,207.37282215122468
5m,2026-06-04 11:20:00+05:30,200.5,202.0,196.9,199.5,13520,207.2691217892126
5m,2026-06-04 11:25:00+05:30,199.5,202.7,190.0,196.15,16315,207.097948351853
5m,2026-06-04 11:30:00+05:30,196.15,208.95,187.9,189.15,23660,206.83798842550436
5m,2026-06-04 11:35:00+05:30,189.15,192.05,170.0,171.0,36400,205.8794604591088
5m,2026-06-04 11:40:00+05:30,171.0,173.5,164.25,172.55,36855,204.72679261363638
5m,2026-06-04 11:45:00+05:30,172.55,176.75,169.8,174.4,18785,204.22474146123315
5m,2026-06-04 11:50:00+05:30,174.4,189.05,173.0,187.45,26910,203.74842375566848
5m,2026-06-04 11:55:00+05:30,187.45,189.65,178.45,178.75,17485,203.4375197429823
5m,2026-06-04 12:00:00+05:30,178.75,182.2,172.0,176.7,11180,203.19461605491537
5m,2026-06-04 12:05:00+05:30,176.7,177.3,172.2,172.2,3900,203.10114248741405
