tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,166.95,173.0,141.85,145.95,52845,153.6
5m,2026-06-04 09:20:00+05:30,145.95,155.3,142.5,147.65,46540,151.203967734903
5m,2026-06-04 09:25:00+05:30,147.65,151.8,142.1,147.35,7735,150.90642192556635
5m,2026-06-04 09:30:00+05:30,147.35,156.5,147.05,151.95,19305,151.04796058269068
5m,2026-06-04 09:35:00+05:30,151.95,152.3,137.3,150.6,14625,150.60059139784948
5m,2026-06-04 09:40:00+05:30,150.6,156.4,139.5,139.5,11440,150.1904305200341
5m,2026-06-04 09:45:00+05:30,139.5,142.5,131.05,132.45,33345,147.52457152850647
5m,2026-06-04 09:50:00+05:30,132.45,138.65,131.65,131.85,11960,146.7098093986198
5m,2026-06-04 09:55:00+05:30,131.85,133.85,117.5,127.1,52325,142.4087058212058
5m,2026-06-04 10:00:00+05:30,127.1,130.5,121.7,124.45,14690,141.47349042709868
5m,2026-06-04 10:05:00+05:30,124.45,124.45,119.0,121.95,6955,140.9700071753169
5m,2026-06-04 10:10:00+05:30,121.95,123.25,119.0,121.9,5980,140.54829549886887
5m,2026-06-04 10:15:00+05:30,121.9,124.0,116.6,117.6,7605,139.984662110858
5m,2026-06-04 10:20:00+05:30,117.6,121.25,117.15,118.0,4225,139.675570520015
5m,2026-06-04 10:25:00+05:30,118.0,123.8,117.1,123.5,2925,139.4934814814815
5m,2026-06-04 10:30:00+05:30,123.5,130.4,123.35,129.7,15145,138.9186456792732
5m,2026-06-04 10:35:00+05:30,129.7,134.0,127.75,130.3,9685,138.6673016523283
5m,2026-06-04 10:40:00+05:30,130.3,131.6,123.85,125.15,8060,138.3749966706619
5m,2026-06-04 10:45:00+05:30,125.15,125.75,114.5,123.55,13975,137.67047819702483
5m,2026-06-04 10:50:00+05:30,123.55,126.15,121.4,123.65,6110,137.42398871119474
5m,2026-06-04 10:55:00+05:30,123.65,124.5,120.4,122.75,4810,137.21974392280572
5m,2026-06-04 11:00:00+05:30,122.75,134.55,121.75,127.1,15990,136.80851818988464
5m,2026-06-04 11:05:00+05:30,127.1,136.6,127.1,132.9,6370,136.72974010116866
5m,2026-06-04 11:10:00+05:30,132.9,133.75,127.0,127.0,8645,136.56015172178655
5m,2026-06-04 11:15:00+05:30,127.0,132.8,127.0,132.8,780,136.54852841102417
5m,2026-06-04 11:20:00+05:30,132.8,132.9,131.15,131.8,15730,136.3666911764706
5m,2026-06-04 11:25:00+05:30,131.8,134.2,124.8,129.5,9425,136.2077653631285
5m,2026-06-04 11:30:00+05:30,129.5,138.85,125.0,125.0,7865,136.08287921494937
5m,2026-06-04 11:35:00+05:30,125.0,126.15,111.0,111.6,35035,134.53920818291215
5m,2026-06-04 11:40:00+05:30,111.6,113.0,107.1,111.95,22880,133.38526178370208
5m,2026-06-04 11:45:00+05:30,111.95,114.85,110.6,113.8,4940,133.1754227299515
5m,2026-06-04 11:50:00+05:30,113.8,124.4,113.0,124.0,7865,132.96967487289268
5m,2026-06-04 11:55:00+05:30,124.0,124.7,116.5,116.5,5070,132.8278005826271
5m,2026-06-04 12:00:00+05:30,116.5,119.1,111.3,114.75,5265,132.6391458142277
5m,2026-06-04 12:05:00+05:30,114.75,116.3,112.65,113.6,2080,132.56209610784953
5m,2026-06-04 12:10:00+05:30,113.6,115.0,112.3,112.9,2730,132.45767051598114
5m,2026-06-04 12:15:00+05:30,112.9,115.0,111.55,114.5,4160,132.30304980054046
5m,2026-06-04 12:20:00+05:30,114.5,116.85,112.9,115.15,3315,132.19001534134492
5m,2026-06-04 12:25:00+05:30,115.15,117.3,113.8,115.2,4875,132.0308724832215
5m,2026-06-04 12:30:00+05:30,115.2,125.2,115.2,125.2,6760,131.8987543223764
5m,2026-06-04 12:35:00+05:30,125.2,129.25,123.45,123.45,3640,131.85346903313888
5m,2026-06-04 12:40:00+05:30,123.45,128.6,121.95,128.35,4420,131.80699076923077
5m,2026-06-04 12:45:00+05:30,128.35,132.3,123.25,125.2,9620,131.71950521777669
5m,2026-06-04 12:50:00+05:30,125.2,128.25,123.0,123.25,1365,131.70206976931115
5m,2026-06-04 12:55:00+05:30,123.25,124.7,118.65,119.45,5070,131.60173992673992
5m,2026-06-04 13:00:00+05:30,119.45,123.35,117.25,119.95,8255,131.43111542534416
5m,2026-06-04 13:05:00+05:30,119.95,129.55,119.95,122.05,14170,131.24152231272225
5m,2026-06-04 13:10:00+05:30,122.15,146.15,121.0,146.15,27105,131.53941865557258
5m,2026-06-04 13:15:00+05:30,146.15,156.4,139.55,140.2,43290,132.48023979591838
5m,2026-06-04 13:20:00+05:30,140.2,144.65,134.6,136.35,20020,132.6646830893022
5m,2026-06-04 13:25:00+05:30,136.35,138.4,131.45,134.0,22490,132.72928862955166
5m,2026-06-04 13:30:00+05:30,134.4,139.05,132.9,134.1,4030,132.74473976163304
5m,2026-06-04 13:35:00+05:30,134.1,134.1,128.7,129.75,7150,132.72512547838633
5m,2026-06-04 13:40:00+05:30,129.75,138.1,129.75,133.7,6435,132.73550893550893
5m,2026-06-04 13:45:00+05:30,133.7,135.8,127.75,130.6,4355,132.7271142204102
5m,2026-06-04 13:50:00+05:30,130.6,137.3,129.9,132.0,10140,132.73195256363414
5m,2026-06-04 13:55:00+05:30,132.0,138.05,131.65,132.95,11180,132.75491756594724
5m,2026-06-04 14:00:00+05:30,132.95,132.95,113.05,117.0,33020,132.24137283568396
5m,2026-06-04 14:05:00+05:30,117.0,117.9,113.25,113.3,13650,131.9322675564566
5m,2026-06-04 14:10:00+05:30,113.3,115.2,109.5,114.35,25350,131.32897312179696
5m,2026-06-04 14:15:00+05:30,114.35,114.35,109.5,112.3,6890,131.16328711961515
5m,2026-06-04 14:20:00+05:30,112.3,117.4,112.3,114.1,11180,130.93548563356254
5m,2026-06-04 14:25:00+05:30,114.1,114.7,109.8,113.1,13000,130.6458248071777
5m,2026-06-04 14:30:00+05:30,112.35,113.1,104.6,109.35,21385,130.09991049737883
5m,2026-06-04 14:35:00+05:30,109.35,109.35,102.6,104.6,10140,129.8091830288328
5m,2026-06-04 14:40:00+05:30,104.6,107.75,103.35,107.55,6955,129.61935002757306
5m,2026-06-04 14:45:00+05:30,107.55,109.5,99.7,107.3,18395,129.11675257099378
5m,2026-06-04 14:50:00+05:30,107.3,114.65,106.25,114.2,20670,128.71826870038612
5m,2026-06-04 14:55:00+05:30,114.2,114.2,109.2,110.0,13000,128.4688193016053
5m,2026-06-04 15:00:00+05:30,110.1,117.0,107.2,109.25,30290,127.91471220963496
5m,2026-06-04 15:05:00+05:30,109.25,110.35,104.9,105.15,47060,126.91483964506071
5m,2026-06-04 15:10:00+05:30,105.15,105.7,99.7,100.55,33540,126.100878414004
5m,2026-06-04 15:15:00+05:30,100.55,102.95,97.45,98.3,40625,125.09151247717588
5m,2026-06-04 15:20:00+05:30,98.3,100.0,94.55,94.9,23985,124.46311685219358
5m,2026-06-04 15:25:00+05:30,94.9,96.4,92.35,93.65,42380,123.32994288770462
5m,2026-06-05 09:15:00+05:30,86.95,104.25,84.65,102.25,86580,97.05
5m,2026-06-05 09:20:00+05:30,102.0,106.0,98.2,103.55,27430,98.38128088179398
5m,2026-06-05 09:25:00+05:30,103.95,106.1,101.1,101.45,10205,98.75115122972264
5m,2026-06-05 09:30:00+05:30,101.45,102.45,95.25,100.3,27105,98.85543384879723
5m,2026-06-05 09:35:00+05:30,100.3,101.3,93.2,96.5,29770,98.5504127781766
5m,2026-06-05 09:40:00+05:30,96.5,100.4,92.15,93.45,10335,98.37672325976231
5m,2026-06-05 09:45:00+05:30,93.45,99.85,92.8,99.15,13130,98.3054708187692
5m,2026-06-05 09:50:00+05:30,99.15,101.05,95.45,96.85,10140,98.2808103744071
5m,2026-06-05 09:55:00+05:30,96.85,102.0,95.15,100.8,13520,98.34217696762555
5m,2026-06-05 10:00:00+05:30,100.8,105.0,85.5,94.05,69290,97.52883621003568
5m,2026-06-05 10:05:00+05:30,94.05,101.0,85.85,87.6,102310,95.98183222240286
5m,2026-06-05 10:10:00+05:30,87.6,91.15,82.4,89.45,58240,94.92458965990255
5m,2026-06-05 10:15:00+05:30,89.45,95.9,88.55,90.5,29640,94.72557421475854
5m,2026-06-05 10:20:00+05:30,90.5,95.5,86.3,87.7,34840,94.3993842517726
5m,2026-06-05 10:25:00+05:30,87.7,93.8,86.65,91.45,28210,94.2064813722019
5m,2026-06-05 10:30:00+05:30,91.45,101.0,91.1,100.9,34125,94.40837037860265
5m,2026-06-05 10:35:00+05:30,100.9,121.8,99.2,121.1,91260,97.05723098122157
5m,2026-06-05 10:40:00+05:30,121.1,130.75,118.45,123.65,55315,99.11618531354603
5m,2026-06-05 10:45:00+05:30,123.65,137.15,120.6,121.25,53495,100.97108037981673
5m,2026-06-05 10:50:00+05:30,121.25,121.6,113.3,114.85,21645,101.39004083057996
5m,2026-06-05 10:55:00+05:30,114.85,117.0,110.1,110.45,24180,101.7138891062254
5m,2026-06-05 11:00:00+05:30,110.45,110.8,92.75,92.75,63960,101.5032049884974
5m,2026-06-05 11:05:00+05:30,92.75,94.5,83.55,88.55,59800,100.71153898535923
5m,2026-06-05 11:10:00+05:30,88.55,94.15,85.9,93.6,24505,100.47388350374011
5m,2026-06-05 11:15:00+05:30,93.6,101.85,91.95,98.35,16575,100.42243150312291
5m,2026-06-05 11:20:00+05:30,98.35,111.2,98.35,105.15,30745,100.55656005910916
5m,2026-06-05 11:25:00+05:30,105.15,108.0,101.95,102.6,14625,100.60751378915602
5m,2026-06-05 11:30:00+05:30,102.6,103.45,96.25,99.85,14040,100.59743289589882
5m,2026-06-05 11:35:00+05:30,99.85,108.2,99.85,103.8,8905,100.62549384978823
5m,2026-06-05 11:40:00+05:30,103.8,105.3,95.9,102.6,13780,100.63369219943709
5m,2026-06-05 11:45:00+05:30,102.6,102.75,97.55,97.55,7150,100.62479229079291
5m,2026-06-05 11:50:00+05:30,97.55,107.0,97.55,107.0,5330,100.64056065665
5m,2026-06-05 11:55:00+05:30,107.0,110.85,105.2,110.1,10530,100.7178211487737
5m,2026-06-05 12:00:00+05:30,110.1,110.1,99.9,99.9,8190,100.73689234075813
5m,2026-06-05 12:05:00+05:30,99.9,102.0,96.4,98.35,9295,100.72176170822921
5m,2026-06-05 12:10:00+05:30,98.35,104.45,95.5,95.5,4615,100.7125612674154
5m,2026-06-05 12:15:00+05:30,95.5,99.7,94.2,98.1,6695,100.69253131534022
5m,2026-06-05 12:20:00+05:30,98.1,98.85,95.25,95.25,6305,100.66898058067225
5m,2026-06-05 12:25:00+05:30,95.25,97.7,92.0,97.15,4095,100.65083062477431
5m,2026-06-05 12:30:00+05:30,97.15,106.4,96.0,103.9,18720,100.67424497428708
5m,2026-06-05 12:35:00+05:30,103.9,115.1,102.0,108.2,19955,100.80561714096628
