tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,299.9,305.0,240.35,261.9,123110,269.0833333333333
5m,2026-06-04 09:20:00+05:30,261.9,275.0,254.95,261.8,43550,267.7332293291732
5m,2026-06-04 09:25:00+05:30,263.6,269.05,254.95,263.7,30160,266.941523557904
5m,2026-06-04 09:30:00+05:30,263.7,277.2,262.95,267.2,49140,267.3760923185342
5m,2026-06-04 09:35:00+05:30,267.2,269.95,248.65,269.25,37830,266.74164757978315
5m,2026-06-04 09:40:00+05:30,269.25,278.75,251.95,253.3,35750,266.13656767019256
5m,2026-06-04 09:45:00+05:30,253.3,256.7,238.5,241.5,94770,261.43137224139736
5m,2026-06-04 09:50:00+05:30,241.5,251.4,239.1,239.85,32890,260.1089050387597
5m,2026-06-04 09:55:00+05:30,239.85,242.55,217.8,231.75,101270,254.67881804535037
5m,2026-06-04 10:00:00+05:30,232.95,237.0,224.3,229.2,40885,252.9783500606595
5m,2026-06-04 10:05:00+05:30,229.2,229.2,218.3,223.75,30875,251.52336512261576
5m,2026-06-04 10:10:00+05:30,223.75,225.0,217.55,222.9,15925,250.7797111814992
5m,2026-06-04 10:15:00+05:30,222.9,227.95,214.1,217.4,24310,249.64004199061765
5m,2026-06-04 10:20:00+05:30,217.4,223.0,215.5,216.6,14950,248.94782022904428
5m,2026-06-04 10:25:00+05:30,216.6,227.05,215.4,226.5,15015,248.38316230465063
5m,2026-06-04 10:30:00+05:30,226.5,239.5,225.2,239.5,34645,247.7309562229194
5m,2026-06-04 10:35:00+05:30,239.6,245.9,233.7,239.4,28730,247.423599494122
5m,2026-06-04 10:40:00+05:30,239.4,241.65,227.6,229.45,28925,246.88689448042956
5m,2026-06-04 10:45:00+05:30,229.45,230.85,212.0,226.75,30290,246.00441184308704
5m,2026-06-04 10:50:00+05:30,226.75,232.0,223.2,226.5,15340,245.65679927809163
5m,2026-06-04 10:55:00+05:30,226.5,228.3,221.85,226.0,8385,245.45363940029515
5m,2026-06-04 11:00:00+05:30,226.0,244.25,223.95,238.55,50245,244.8945197615907
5m,2026-06-04 11:05:00+05:30,238.55,248.15,237.1,242.05,26715,244.8225593417277
5m,2026-06-04 11:10:00+05:30,242.05,244.2,231.95,231.95,10595,244.72181082981712
5m,2026-06-04 11:15:00+05:30,231.95,243.6,231.95,242.8,7345,244.68024837786922
5m,2026-06-04 11:20:00+05:30,242.8,244.4,237.4,238.8,10075,244.63231639977909
