tf,date,open,high,low,close,volume
5m,2026-04-29 09:15:00+05:30,243.55,253.95,204.1,215.8,1653015
5m,2026-04-29 09:20:00+05:30,215.8,233.55,197.15,223.25,1683045
5m,2026-04-29 09:25:00+05:30,223.45,232.9,196.5,196.5,1016795
5m,2026-04-29 09:30:00+05:30,198.15,209.95,188.25,206.25,1734460
5m,2026-04-29 09:35:00+05:30,206.25,214.7,198.3,202.8,1003015
5m,2026-04-29 09:40:00+05:30,202.8,203.6,180.7,180.7,1322230
5m,2026-04-29 09:45:00+05:30,180.7,180.7,166.6,168.3,2034370
5m,2026-04-29 09:50:00+05:30,168.3,169.8,162.45,164.2,1495130
5m,2026-04-29 09:55:00+05:30,164.4,166.5,158.2,160.1,1737645
5m,2026-04-29 10:00:00+05:30,159.55,159.55,145.6,148.4,2153125
5m,2026-04-29 10:05:00+05:30,148.4,150.35,143.0,144.2,1102075
5m,2026-04-29 10:10:00+05:30,144.2,146.0,138.3,139.35,1011530
5m,2026-04-29 10:15:00+05:30,138.9,140.2,134.65,137.2,941720
5m,2026-04-29 10:20:00+05:30,137.15,137.2,130.45,133.45,938015
5m,2026-04-29 10:25:00+05:30,133.0,134.3,125.55,128.2,810615
5m,2026-04-29 10:30:00+05:30,128.2,133.0,127.95,130.55,748280
5m,2026-04-29 10:35:00+05:30,130.55,135.35,129.65,134.7,452985
5m,2026-04-29 10:40:00+05:30,134.7,136.85,132.1,132.95,517985
5m,2026-04-29 10:45:00+05:30,132.95,135.55,129.3,129.3,478010
5m,2026-04-29 10:50:00+05:30,129.3,132.0,125.15,127.85,467545
5m,2026-04-29 10:55:00+05:30,128.15,129.7,123.0,125.45,315640
5m,2026-04-29 11:00:00+05:30,125.45,129.35,122.8,129.25,447850
5m,2026-04-29 11:05:00+05:30,129.5,130.5,120.55,122.95,496795
5m,2026-04-29 11:10:00+05:30,122.95,125.45,119.6,121.45,359060
5m,2026-04-29 11:15:00+05:30,121.4,126.8,119.4,123.85,382265
5m,2026-04-29 11:20:00+05:30,124.0,125.3,117.35,124.5,412750
5m,2026-04-29 11:25:00+05:30,124.7,126.9,120.25,125.6,352885
5m,2026-04-29 11:30:00+05:30,125.6,125.9,119.8,121.1,263705
5m,2026-04-29 11:35:00+05:30,121.1,124.35,120.25,122.1,124085
5m,2026-04-29 11:40:00+05:30,122.05,125.35,119.8,124.3,173875
5m,2026-04-29 11:45:00+05:30,123.9,126.7,123.3,126.2,267865
5m,2026-04-29 11:50:00+05:30,125.55,126.2,122.45,125.15,182455
5m,2026-04-29 11:55:00+05:30,125.15,125.9,121.2,121.75,151125
5m,2026-04-29 12:00:00+05:30,121.75,124.45,119.55,124.2,239785
5m,2026-04-29 12:05:00+05:30,124.2,126.05,116.0,117.5,374075
5m,2026-04-29 12:10:00+05:30,117.45,117.45,108.75,114.85,971230
5m,2026-04-29 12:15:00+05:30,114.0,114.95,110.4,111.3,261040
5m,2026-04-29 12:20:00+05:30,111.3,114.25,108.65,109.1,279110
5m,2026-04-29 12:25:00+05:30,109.1,112.0,107.75,110.2,313040
5m,2026-04-29 12:30:00+05:30,110.2,111.0,104.0,104.2,507845
5m,2026-04-29 12:35:00+05:30,104.05,106.0,102.25,105.6,357825
5m,2026-04-29 12:40:00+05:30,105.45,108.05,104.65,105.5,195260
5m,2026-04-29 12:45:00+05:30,105.5,109.15,105.05,107.7,176930
5m,2026-04-29 12:50:00+05:30,107.7,110.3,104.9,107.85,330005
5m,2026-04-29 12:55:00+05:30,107.85,108.5,106.0,107.25,131820
5m,2026-04-29 13:00:00+05:30,107.2,109.15,105.85,107.15,160355
5m,2026-04-29 13:05:00+05:30,107.1,109.0,102.05,108.7,310830
5m,2026-04-29 13:10:00+05:30,108.7,110.35,104.55,109.3,258310
5m,2026-04-29 13:15:00+05:30,109.3,111.8,107.75,107.75,239915
5m,2026-04-29 13:20:00+05:30,107.75,114.35,106.85,112.95,307775
5m,2026-04-29 13:25:00+05:30,112.95,115.35,110.35,115.0,269490
5m,2026-04-29 13:30:00+05:30,114.8,114.85,110.1,112.8,192205
5m,2026-04-29 13:35:00+05:30,112.8,125.5,112.0,122.7,768885
5m,2026-04-29 13:40:00+05:30,122.7,131.55,122.7,128.2,1004120
5m,2026-04-29 13:45:00+05:30,128.2,134.3,127.0,129.25,844025
5m,2026-04-29 13:50:00+05:30,128.45,131.3,122.85,128.35,642265
5m,2026-04-29 13:55:00+05:30,128.3,133.3,123.75,133.3,431730
5m,2026-04-29 14:00:00+05:30,133.3,160.0,130.1,158.9,2190890
5m,2026-04-29 14:05:00+05:30,158.9,161.3,150.3,155.6,1407965
5m,2026-04-29 14:10:00+05:30,155.9,158.0,147.0,148.0,1289730
5m,2026-04-29 14:15:00+05:30,148.0,159.7,146.95,159.1,1235585
5m,2026-04-29 14:20:00+05:30,159.1,163.45,149.0,151.5,1792700
5m,2026-04-29 14:25:00+05:30,150.55,162.75,150.25,162.1,1089725
