tf,date,open,high,low,close,volume
5m,2026-04-29 09:15:00+05:30,193.3,201.8,157.65,168.55,2109055
5m,2026-04-29 09:20:00+05:30,168.55,182.75,151.35,173.55,2786225
5m,2026-04-29 09:25:00+05:30,173.55,182.95,151.5,151.5,1993160
5m,2026-04-29 09:30:00+05:30,151.5,162.5,145.45,159.85,1720875
5m,2026-04-29 09:35:00+05:30,159.85,167.05,153.0,156.4,1376440
5m,2026-04-29 09:40:00+05:30,156.4,157.65,138.65,139.75,1110070
5m,2026-04-29 09:45:00+05:30,139.75,139.75,127.05,128.55,983580
5m,2026-04-29 09:50:00+05:30,128.55,129.75,123.05,125.3,597350
5m,2026-04-29 09:55:00+05:30,125.45,127.05,120.2,120.85,645840
5m,2026-04-29 10:00:00+05:30,120.85,120.85,110.55,112.7,955955
5m,2026-04-29 10:05:00+05:30,112.15,113.9,108.45,109.55,527865
5m,2026-04-29 10:10:00+05:30,110.0,110.85,105.5,106.25,626470
5m,2026-04-29 10:15:00+05:30,106.25,107.15,102.85,104.85,547820
5m,2026-04-29 10:20:00+05:30,104.75,105.1,100.15,102.55,772200
5m,2026-04-29 10:25:00+05:30,102.55,103.3,97.0,98.85,621920
5m,2026-04-29 10:30:00+05:30,98.75,101.9,98.5,100.25,471705
5m,2026-04-29 10:35:00+05:30,100.45,103.95,100.05,103.65,332735
5m,2026-04-29 10:40:00+05:30,103.65,105.25,101.55,101.95,396890
5m,2026-04-29 10:45:00+05:30,101.95,104.1,98.6,98.6,365365
5m,2026-04-29 10:50:00+05:30,98.8,101.0,95.65,98.05,383045
5m,2026-04-29 10:55:00+05:30,98.05,99.3,95.0,96.05,241280
5m,2026-04-29 11:00:00+05:30,96.2,99.4,94.1,99.1,286195
5m,2026-04-29 11:05:00+05:30,99.4,99.9,92.35,93.9,348140
5m,2026-04-29 11:10:00+05:30,93.9,96.0,91.55,92.9,274040
5m,2026-04-29 11:15:00+05:30,92.65,96.85,91.15,94.5,334555
5m,2026-04-29 11:20:00+05:30,94.5,95.7,89.4,95.1,378560
5m,2026-04-29 11:25:00+05:30,95.25,96.55,91.75,95.45,262535
5m,2026-04-29 11:30:00+05:30,95.65,95.65,91.2,92.35,237185
5m,2026-04-29 11:35:00+05:30,92.35,94.75,91.65,93.25,119730
5m,2026-04-29 11:40:00+05:30,93.25,95.5,91.3,94.7,146185
5m,2026-04-29 11:45:00+05:30,94.7,96.8,93.85,95.95,223275
5m,2026-04-29 11:50:00+05:30,95.45,95.95,93.0,95.1,192205
5m,2026-04-29 11:55:00+05:30,94.9,95.8,92.2,92.75,140595
5m,2026-04-29 12:00:00+05:30,92.4,94.7,90.85,94.15,210730
5m,2026-04-29 12:05:00+05:30,94.15,96.0,88.05,89.05,293670
5m,2026-04-29 12:10:00+05:30,89.05,89.15,82.75,87.1,639925
5m,2026-04-29 12:15:00+05:30,87.1,87.65,83.7,84.25,208780
5m,2026-04-29 12:20:00+05:30,84.25,86.45,82.3,82.4,250510
5m,2026-04-29 12:25:00+05:30,82.35,84.75,81.5,83.25,205790
5m,2026-04-29 12:30:00+05:30,83.25,83.9,78.75,78.85,238095
5m,2026-04-29 12:35:00+05:30,78.85,80.25,77.4,80.0,225810
5m,2026-04-29 12:40:00+05:30,80.0,81.6,79.1,80.0,152685
5m,2026-04-29 12:45:00+05:30,80.05,82.5,79.5,81.6,108030
5m,2026-04-29 12:50:00+05:30,81.6,83.35,79.45,81.7,136825
5m,2026-04-29 12:55:00+05:30,81.65,82.0,80.25,81.25,108810
5m,2026-04-29 13:00:00+05:30,81.25,82.5,80.1,80.85,91325
5m,2026-04-29 13:05:00+05:30,81.0,82.3,77.3,82.15,193960
5m,2026-04-29 13:10:00+05:30,82.15,83.4,79.1,82.6,205660
5m,2026-04-29 13:15:00+05:30,82.45,84.7,81.6,81.6,218595
5m,2026-04-29 13:20:00+05:30,81.35,86.7,80.9,85.5,242450
5m,2026-04-29 13:25:00+05:30,85.5,87.65,83.75,87.15,174785
5m,2026-04-29 13:30:00+05:30,86.55,87.35,83.7,85.9,188240
5m,2026-04-29 13:35:00+05:30,85.9,95.4,85.05,93.15,561990
5m,2026-04-29 13:40:00+05:30,93.3,100.0,93.3,97.05,789425
5m,2026-04-29 13:45:00+05:30,97.0,101.8,96.3,97.45,730535
5m,2026-04-29 13:50:00+05:30,97.2,99.55,93.1,97.4,498290
5m,2026-04-29 13:55:00+05:30,97.4,102.0,93.7,102.0,404885
5m,2026-04-29 14:00:00+05:30,101.65,122.05,98.85,120.7,1744925
5m,2026-04-29 14:05:00+05:30,119.8,123.55,114.55,118.45,1125475
5m,2026-04-29 14:10:00+05:30,119.55,120.75,111.3,112.2,775125
5m,2026-04-29 14:15:00+05:30,112.65,121.8,111.25,121.45,733915
5m,2026-04-29 14:20:00+05:30,121.2,124.45,112.95,115.0,967915
5m,2026-04-29 14:25:00+05:30,115.0,124.6,114.45,123.6,526565
5m,2026-04-29 14:30:00+05:30,123.6,124.25,115.0,116.75,624910
5m,2026-04-29 14:35:00+05:30,117.4,122.7,116.6,116.9,377780
5m,2026-04-29 14:40:00+05:30,117.2,117.35,112.1,115.05,523640
5m,2026-04-29 14:45:00+05:30,114.6,122.0,113.7,117.2,456820
5m,2026-04-29 14:50:00+05:30,117.25,122.85,117.15,118.6,280215
5m,2026-04-29 14:55:00+05:30,118.9,130.7,118.35,127.85,601185
5m,2026-04-29 15:00:00+05:30,127.85,128.95,116.3,122.8,593645
5m,2026-04-29 15:05:00+05:30,122.85,124.15,119.15,123.2,365235
5m,2026-04-29 15:10:00+05:30,123.15,129.45,122.85,127.5,764010
5m,2026-04-29 15:15:00+05:30,128.0,130.95,123.25,129.25,805220
5m,2026-04-29 15:20:00+05:30,129.5,131.5,127.75,130.6,490815
5m,2026-04-29 15:25:00+05:30,130.6,140.75,129.35,136.8,666315
5m,2026-04-30 09:15:00+05:30,200.0,244.8,187.05,242.05,1581515
5m,2026-04-30 09:20:00+05:30,242.05,289.15,239.85,268.8,887250
5m,2026-04-30 09:25:00+05:30,268.8,287.4,265.7,284.85,330460
5m,2026-04-30 09:30:00+05:30,284.85,290.65,260.5,260.5,396305
5m,2026-04-30 09:35:00+05:30,260.5,278.45,255.75,268.0,276120
5m,2026-04-30 09:40:00+05:30,268.0,279.4,249.25,251.3,269880
5m,2026-04-30 09:45:00+05:30,249.75,268.05,242.9,264.5,378950
5m,2026-04-30 09:50:00+05:30,264.35,277.0,260.75,276.0,280865
5m,2026-04-30 09:55:00+05:30,277.05,292.1,270.1,288.7,294060
5m,2026-04-30 10:00:00+05:30,288.7,318.0,288.7,315.15,335725
5m,2026-04-30 10:05:00+05:30,315.15,325.15,302.7,318.1,237900
5m,2026-04-30 10:10:00+05:30,318.0,330.65,315.1,326.95,104780
5m,2026-04-30 10:15:00+05:30,326.95,351.6,320.1,328.1,171470
5m,2026-04-30 10:20:00+05:30,328.1,343.7,322.6,336.1,74100
5m,2026-04-30 10:25:00+05:30,336.35,341.0,327.2,332.45,43095
5m,2026-04-30 10:30:00+05:30,332.45,334.1,321.4,324.35,37960
5m,2026-04-30 10:35:00+05:30,325.15,327.1,307.95,309.5,76050
5m,2026-04-30 10:40:00+05:30,309.5,327.05,307.5,315.5,91650
5m,2026-04-30 10:45:00+05:30,315.5,337.0,315.4,336.1,63180
5m,2026-04-30 10:50:00+05:30,336.1,346.05,330.85,344.15,64805
5m,2026-04-30 10:55:00+05:30,344.15,359.95,340.9,343.8,71825
5m,2026-04-30 11:00:00+05:30,343.8,343.8,329.55,339.05,31785
5m,2026-04-30 11:05:00+05:30,339.05,339.05,324.15,326.1,40885
5m,2026-04-30 11:10:00+05:30,325.55,346.05,324.6,345.95,63180
5m,2026-04-30 11:15:00+05:30,345.65,350.7,330.0,342.0,63245
5m,2026-04-30 11:20:00+05:30,342.0,348.05,338.4,340.0,25285
5m,2026-04-30 11:25:00+05:30,340.0,341.4,322.2,325.0,46670
5m,2026-04-30 11:30:00+05:30,325.0,332.0,318.45,320.7,47515
5m,2026-04-30 11:35:00+05:30,320.7,323.35,306.9,315.1,60840
5m,2026-04-30 11:40:00+05:30,315.1,326.25,312.0,322.65,65390
5m,2026-04-30 11:45:00+05:30,322.65,325.0,312.0,312.0,31005
5m,2026-04-30 11:50:00+05:30,313.45,328.8,309.05,320.15,49205
5m,2026-04-30 11:55:00+05:30,320.15,322.35,309.45,313.9,45175
5m,2026-04-30 12:00:00+05:30,313.9,319.35,296.15,300.6,79885
5m,2026-04-30 12:05:00+05:30,301.0,301.0,279.0,285.15,88205
5m,2026-04-30 12:10:00+05:30,284.5,289.0,262.0,262.65,105105
5m,2026-04-30 12:15:00+05:30,262.65,278.0,256.05,277.65,119600
5m,2026-04-30 12:20:00+05:30,277.65,282.4,253.25,256.4,114920
5m,2026-04-30 12:25:00+05:30,256.4,258.7,248.85,253.6,104000
5m,2026-04-30 12:30:00+05:30,253.6,270.75,250.75,256.95,93145
5m,2026-04-30 12:35:00+05:30,256.95,267.0,253.4,258.4,70005
5m,2026-04-30 12:40:00+05:30,258.4,261.25,251.3,254.05,63700
5m,2026-04-30 12:45:00+05:30,254.05,256.6,237.75,245.55,167245
5m,2026-04-30 12:50:00+05:30,244.7,250.25,241.0,241.55,58370
5m,2026-04-30 12:55:00+05:30,241.55,246.4,234.2,238.8,126620
5m,2026-04-30 13:00:00+05:30,238.6,248.8,235.7,247.85,92820
5m,2026-04-30 13:05:00+05:30,247.55,259.6,237.0,237.0,139035
5m,2026-04-30 13:10:00+05:30,237.0,241.65,222.05,226.85,178815
5m,2026-04-30 13:15:00+05:30,226.85,235.65,223.0,234.85,111475
5m,2026-04-30 13:20:00+05:30,234.85,236.25,209.85,217.2,247715
5m,2026-04-30 13:25:00+05:30,217.3,223.4,207.35,215.45,239655
5m,2026-04-30 13:30:00+05:30,215.15,220.0,206.55,209.0,184730
5m,2026-04-30 13:35:00+05:30,209.0,210.25,196.5,208.55,300950
5m,2026-04-30 13:40:00+05:30,208.55,209.0,182.7,183.35,572325
5m,2026-04-30 13:45:00+05:30,183.35,188.5,177.9,179.95,970190
5m,2026-04-30 13:50:00+05:30,179.95,192.7,178.8,185.05,915590
5m,2026-04-30 13:55:00+05:30,185.0,185.0,168.3,170.3,1146340
5m,2026-04-30 14:00:00+05:30,170.95,182.45,169.2,181.05,899990
5m,2026-04-30 14:05:00+05:30,181.05,194.0,180.6,182.9,1217255
5m,2026-04-30 14:10:00+05:30,182.9,192.45,180.55,189.4,769015
5m,2026-04-30 14:15:00+05:30,189.4,201.0,184.2,200.45,1107795
5m,2026-04-30 14:20:00+05:30,200.2,207.05,192.5,196.35,1038570
5m,2026-04-30 14:25:00+05:30,196.25,208.3,194.3,198.4,809510
5m,2026-04-30 14:30:00+05:30,198.1,199.3,180.45,182.85,1139060
5m,2026-04-30 14:35:00+05:30,182.65,182.65,167.7,168.0,1120730
5m,2026-04-30 14:40:00+05:30,167.95,172.8,158.1,161.75,1319435
5m,2026-04-30 14:45:00+05:30,161.25,181.65,158.0,181.65,1484275
5m,2026-04-30 14:50:00+05:30,181.85,189.95,178.75,186.45,1532895
5m,2026-04-30 14:55:00+05:30,186.7,187.8,170.35,172.1,1000935
5m,2026-04-30 15:00:00+05:30,172.1,185.8,170.7,182.25,1597635
5m,2026-04-30 15:05:00+05:30,182.25,203.4,182.25,199.75,1229280
5m,2026-04-30 15:10:00+05:30,199.75,202.45,187.0,188.45,698880
5m,2026-04-30 15:15:00+05:30,188.65,193.35,171.8,178.7,698880
