tf,date,open,high,low,close,volume
5m,2026-05-14 09:15:00+05:30,370.0,400.65,367.05,388.9,21450
5m,2026-05-14 09:20:00+05:30,385.2,398.0,385.2,396.35,8385
5m,2026-05-14 09:25:00+05:30,396.35,409.3,392.55,409.3,10400
5m,2026-05-14 09:30:00+05:30,409.3,411.3,393.9,393.9,10205
5m,2026-05-14 09:35:00+05:30,393.9,397.0,374.15,374.15,8580
5m,2026-05-14 09:40:00+05:30,374.15,374.15,360.0,362.9,5590
5m,2026-05-14 09:45:00+05:30,362.9,378.05,355.0,359.6,8970
5m,2026-05-14 09:50:00+05:30,359.6,362.65,347.9,349.65,6565
5m,2026-05-14 09:55:00+05:30,349.65,352.85,336.0,343.55,24700
5m,2026-05-14 10:00:00+05:30,344.1,357.25,339.95,353.65,10010
5m,2026-05-14 10:05:00+05:30,353.65,356.4,344.45,354.5,7020
5m,2026-05-14 10:10:00+05:30,354.5,358.25,349.55,358.25,8255
5m,2026-05-14 10:15:00+05:30,358.25,365.65,350.0,364.0,8580
5m,2026-05-14 10:20:00+05:30,364.0,364.25,342.6,357.15,17095
5m,2026-05-14 10:25:00+05:30,357.15,363.55,352.9,357.3,3315
5m,2026-05-14 10:30:00+05:30,357.3,366.9,357.3,366.9,13715
5m,2026-05-14 10:35:00+05:30,366.9,375.75,366.9,369.75,5915
5m,2026-05-14 10:40:00+05:30,369.75,371.7,350.0,350.0,4680
5m,2026-05-14 10:45:00+05:30,348.3,348.3,322.6,322.8,24180
5m,2026-05-14 10:50:00+05:30,322.8,338.4,315.8,335.95,47125
5m,2026-05-14 10:55:00+05:30,335.95,335.95,320.1,320.35,12025
5m,2026-05-14 11:00:00+05:30,320.35,326.2,319.55,319.75,13325
5m,2026-05-14 11:05:00+05:30,319.75,326.4,316.85,322.2,8060
5m,2026-05-14 11:10:00+05:30,322.2,332.75,319.2,332.75,14365
5m,2026-05-14 11:15:00+05:30,332.75,352.0,332.75,352.0,29705
5m,2026-05-14 11:20:00+05:30,352.0,382.4,351.3,380.4,41925
5m,2026-05-14 11:25:00+05:30,380.4,401.45,364.65,394.55,20475
5m,2026-05-14 11:30:00+05:30,394.55,420.3,394.55,414.8,15210
5m,2026-05-14 11:35:00+05:30,414.8,433.5,414.25,428.75,27040
5m,2026-05-14 11:40:00+05:30,428.75,462.0,422.8,462.0,9165
5m,2026-05-14 11:45:00+05:30,462.0,470.2,447.15,468.95,9425
5m,2026-05-14 11:50:00+05:30,468.95,480.4,456.85,459.05,10010
5m,2026-05-14 11:55:00+05:30,459.05,470.85,453.75,468.95,5525
5m,2026-05-14 12:00:00+05:30,468.95,468.95,438.5,438.55,7735
5m,2026-05-14 12:05:00+05:30,438.55,455.75,438.55,453.35,1170
5m,2026-05-14 12:10:00+05:30,453.35,453.35,436.55,448.05,1235
5m,2026-05-14 12:15:00+05:30,448.05,480.35,448.05,463.45,1950
5m,2026-05-14 12:20:00+05:30,463.45,477.9,463.45,477.9,1560
5m,2026-05-14 12:25:00+05:30,477.9,480.0,472.0,472.0,845
5m,2026-05-14 12:30:00+05:30,472.0,475.35,465.15,466.75,1105
5m,2026-05-14 12:35:00+05:30,466.75,467.2,460.65,463.65,845
5m,2026-05-14 12:40:00+05:30,463.65,476.0,461.75,476.0,455
5m,2026-05-14 12:45:00+05:30,476.0,487.25,468.5,484.7,1365
5m,2026-05-14 12:50:00+05:30,484.7,484.7,455.9,464.5,1300
5m,2026-05-14 12:55:00+05:30,464.5,473.4,458.7,473.4,455
5m,2026-05-14 13:00:00+05:30,473.4,508.1,473.4,508.1,2210
5m,2026-05-14 13:05:00+05:30,511.4,513.95,500.6,500.6,2080
5m,2026-05-14 13:10:00+05:30,500.6,501.75,477.45,485.95,1885
5m,2026-05-14 13:15:00+05:30,485.95,493.95,485.0,485.7,585
5m,2026-05-14 13:20:00+05:30,485.7,494.6,481.55,481.55,650
5m,2026-05-14 13:25:00+05:30,479.95,487.1,478.3,478.3,390
5m,2026-05-14 13:30:00+05:30,478.3,500.0,478.3,495.2,1300
5m,2026-05-14 13:35:00+05:30,495.2,515.0,495.2,512.5,1495
5m,2026-05-14 13:40:00+05:30,512.5,512.5,499.6,507.0,585
5m,2026-05-14 13:45:00+05:30,507.0,515.0,497.7,500.0,1430
5m,2026-05-14 13:50:00+05:30,500.0,500.0,494.05,494.05,130
5m,2026-05-14 13:55:00+05:30,494.05,512.3,494.05,504.75,1040
5m,2026-05-14 14:00:00+05:30,504.75,504.75,500.7,500.7,260
5m,2026-05-14 14:05:00+05:30,500.7,522.9,500.7,514.25,2210
5m,2026-05-14 14:10:00+05:30,514.25,514.25,497.0,497.0,2275
5m,2026-05-14 14:15:00+05:30,497.0,508.5,494.0,494.0,1755
5m,2026-05-14 14:20:00+05:30,494.0,494.0,491.95,491.95,130
5m,2026-05-14 14:25:00+05:30,491.95,507.45,491.95,504.25,715
5m,2026-05-14 14:30:00+05:30,504.25,519.95,504.25,505.95,1495
5m,2026-05-14 14:35:00+05:30,505.95,505.95,488.0,489.5,585
