tf,date,open,high,low,close,volume
5m,2026-05-15 09:15:00+05:30,363.55,378.0,330.6,351.1,21060
5m,2026-05-15 09:20:00+05:30,351.1,358.9,330.0,330.0,3380
5m,2026-05-15 09:25:00+05:30,330.1,339.3,319.15,323.75,7150
5m,2026-05-15 09:30:00+05:30,323.75,340.45,323.4,339.15,6305
5m,2026-05-15 09:35:00+05:30,339.15,350.0,328.0,328.0,27820
5m,2026-05-15 09:40:00+05:30,328.0,328.75,309.35,309.35,9230
5m,2026-05-15 09:45:00+05:30,309.35,316.1,303.85,313.85,21450
5m,2026-05-15 09:50:00+05:30,313.85,317.95,301.45,302.2,7085
5m,2026-05-15 09:55:00+05:30,301.0,304.15,293.9,302.4,21125
5m,2026-05-15 10:00:00+05:30,302.55,320.0,301.6,303.8,21840
5m,2026-05-15 10:05:00+05:30,303.8,320.5,303.8,319.2,6045
5m,2026-05-15 10:10:00+05:30,319.2,323.0,311.9,313.0,5460
5m,2026-05-15 10:15:00+05:30,313.0,321.75,308.15,318.15,7605
5m,2026-05-15 10:20:00+05:30,318.15,321.75,303.45,303.45,7865
5m,2026-05-15 10:25:00+05:30,303.45,306.35,299.0,301.9,14755
5m,2026-05-15 10:30:00+05:30,302.0,311.85,301.9,305.0,13910
5m,2026-05-15 10:35:00+05:30,305.0,315.3,301.65,312.05,8970
5m,2026-05-15 10:40:00+05:30,312.05,314.5,300.6,304.4,10855
5m,2026-05-15 10:45:00+05:30,304.4,305.95,292.55,296.4,14365
5m,2026-05-15 10:50:00+05:30,296.4,300.05,288.6,295.7,16640
5m,2026-05-15 10:55:00+05:30,295.7,299.75,292.0,292.8,8710
5m,2026-05-15 11:00:00+05:30,293.4,320.3,293.1,320.0,13910
5m,2026-05-15 11:05:00+05:30,320.0,344.15,319.0,344.15,44395
5m,2026-05-15 11:10:00+05:30,343.6,350.15,333.9,342.9,25220
5m,2026-05-15 11:15:00+05:30,342.9,369.0,341.65,348.3,28080
5m,2026-05-15 11:20:00+05:30,348.3,357.85,346.85,357.2,2535
5m,2026-05-15 11:25:00+05:30,357.2,365.1,353.55,365.0,12350
5m,2026-05-15 11:30:00+05:30,370.2,390.9,360.15,363.85,31330
5m,2026-05-15 11:35:00+05:30,363.85,368.75,352.4,354.3,8645
5m,2026-05-15 11:40:00+05:30,354.3,362.8,352.05,362.8,3965
5m,2026-05-15 11:45:00+05:30,362.8,362.8,350.0,350.0,1300
5m,2026-05-15 11:50:00+05:30,350.0,359.0,350.0,359.0,455
5m,2026-05-15 11:55:00+05:30,359.0,363.0,359.0,359.1,1235
5m,2026-05-15 12:00:00+05:30,359.1,359.1,333.8,333.8,2145
5m,2026-05-15 12:05:00+05:30,333.8,336.0,322.8,334.15,3835
5m,2026-05-15 12:10:00+05:30,334.15,336.75,324.95,335.7,910
5m,2026-05-15 12:15:00+05:30,335.7,345.0,333.2,340.55,1755
5m,2026-05-15 12:20:00+05:30,340.55,355.1,338.8,352.5,2080
5m,2026-05-15 12:25:00+05:30,352.5,357.6,342.65,355.65,2275
5m,2026-05-15 12:30:00+05:30,355.65,355.65,347.75,350.3,780
5m,2026-05-15 12:35:00+05:30,350.3,350.3,337.9,342.85,1690
5m,2026-05-15 12:40:00+05:30,342.85,342.85,322.25,324.1,1885
5m,2026-05-15 12:45:00+05:30,324.1,325.15,313.7,317.3,1950
5m,2026-05-15 12:50:00+05:30,317.3,317.3,308.15,312.15,8515
5m,2026-05-15 12:55:00+05:30,312.15,315.75,310.0,310.0,2990
5m,2026-05-15 13:00:00+05:30,310.0,316.0,308.15,315.0,2145
5m,2026-05-15 13:05:00+05:30,315.0,319.7,311.0,313.3,1365
5m,2026-05-15 13:10:00+05:30,313.3,314.2,308.4,310.05,2535
5m,2026-05-15 13:15:00+05:30,310.05,315.35,309.4,309.4,1300
5m,2026-05-15 13:20:00+05:30,309.4,313.1,306.0,309.4,2665
5m,2026-05-15 13:25:00+05:30,309.4,316.25,305.0,310.3,1625
5m,2026-05-15 13:30:00+05:30,310.3,322.0,308.75,320.1,7085
5m,2026-05-15 13:35:00+05:30,320.1,335.0,314.4,332.25,6760
5m,2026-05-15 13:40:00+05:30,332.25,338.5,329.8,334.8,9165
5m,2026-05-15 13:45:00+05:30,334.8,363.2,327.0,358.8,9425
5m,2026-05-15 13:50:00+05:30,358.8,365.0,342.9,346.2,4615
5m,2026-05-15 13:55:00+05:30,346.2,359.4,343.4,358.9,1040
5m,2026-05-15 14:00:00+05:30,358.9,366.3,358.0,366.3,1430
5m,2026-05-15 14:05:00+05:30,366.3,367.45,355.0,355.05,5200
5m,2026-05-15 14:10:00+05:30,355.05,365.25,347.95,347.95,5135
5m,2026-05-15 14:15:00+05:30,347.95,361.85,343.35,353.0,2990
5m,2026-05-15 14:20:00+05:30,353.0,361.0,352.55,357.3,1170
5m,2026-05-15 14:25:00+05:30,357.3,371.05,357.3,363.75,5525
5m,2026-05-15 14:30:00+05:30,361.0,378.0,361.0,365.8,2730
5m,2026-05-15 14:35:00+05:30,365.8,372.0,362.35,372.0,5915
5m,2026-05-15 14:40:00+05:30,368.0,373.7,362.85,373.7,780
5m,2026-05-15 14:45:00+05:30,373.7,421.6,373.7,421.6,16380
5m,2026-05-15 14:50:00+05:30,422.0,434.45,414.9,422.85,14105
