tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,237.7,288.4,227.65,278.95,107510,265.0
5m,2026-06-04 09:20:00+05:30,278.95,287.05,265.0,276.25,48490,268.45025
5m,2026-06-04 09:25:00+05:30,276.25,286.8,270.55,276.05,27105,269.834291799787
5m,2026-06-04 09:30:00+05:30,276.05,276.85,260.4,271.9,56550,269.80653647952266
5m,2026-06-04 09:35:00+05:30,271.9,288.45,264.8,265.4,42185,270.2670625768758
5m,2026-06-04 09:40:00+05:30,265.4,283.25,256.9,281.3,42250,270.72980679235195
5m,2026-06-04 09:45:00+05:30,281.3,296.8,278.1,293.95,53105,273.3888735711414
5m,2026-06-04 09:50:00+05:30,293.95,298.65,283.9,296.5,36335,275.11347846589126
5m,2026-06-04 09:55:00+05:30,296.5,333.0,292.9,307.5,145275,284.4777189717343
5m,2026-06-04 10:00:00+05:30,307.5,318.4,300.05,315.0,36725,286.1225387469985
5m,2026-06-04 10:05:00+05:30,315.0,326.9,315.0,321.6,31850,287.9016127918221
5m,2026-06-04 10:10:00+05:30,321.6,329.65,317.4,320.9,21385,289.047010987543
5m,2026-06-04 10:15:00+05:30,320.9,330.6,311.7,328.25,20345,290.0950974677806
5m,2026-06-04 10:20:00+05:30,328.25,329.7,320.0,328.3,12610,290.75924230867025
5m,2026-06-04 10:25:00+05:30,328.3,330.65,313.3,315.8,14430,291.3636258948024
5m,2026-06-04 10:30:00+05:30,315.8,316.35,295.05,295.4,42900,291.9965200820874
5m,2026-06-04 10:35:00+05:30,295.4,304.85,286.35,295.05,34840,292.1504927487541
5m,2026-06-04 10:40:00+05:30,295.05,311.35,295.0,309.7,90545,293.53307140887784
5m,2026-06-04 10:45:00+05:30,309.7,331.9,305.2,311.05,54730,294.8738007684511
5m,2026-06-04 10:50:00+05:30,311.05,315.5,302.9,310.8,22945,295.2357032795179
5m,2026-06-04 10:55:00+05:30,310.8,319.3,310.8,313.0,17355,295.58174807488194
5m,2026-06-04 11:00:00+05:30,313.0,316.4,291.0,298.15,27885,295.7587777046302
5m,2026-06-04 11:05:00+05:30,298.15,300.35,285.0,293.5,33930,295.6654616429056
5m,2026-06-04 11:10:00+05:30,293.5,301.9,289.7,300.4,24635,295.7047459242226
5m,2026-06-04 11:15:00+05:30,300.4,300.4,290.0,290.9,17810,295.67229656787856
5m,2026-06-04 11:20:00+05:30,290.9,294.55,288.3,288.3,8125,295.63220436628256
