tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,242.2,242.2,184.25,231.9,164515,219.45
5m,2026-06-04 09:20:00+05:30,231.9,236.8,217.3,227.0,46540,221.1222102453547
5m,2026-06-04 09:25:00+05:30,227.0,236.9,222.7,226.35,42965,222.39546229955647
5m,2026-06-04 09:30:00+05:30,226.35,228.7,213.85,223.0,44590,222.31401102887827
5m,2026-06-04 09:35:00+05:30,223.0,238.0,216.85,217.65,46410,222.56321904044214
5m,2026-06-04 09:40:00+05:30,217.65,233.9,209.85,232.25,34385,222.81427102963855
5m,2026-06-04 09:45:00+05:30,231.35,244.95,229.0,242.95,43875,224.48854422604427
5m,2026-06-04 09:50:00+05:30,242.95,247.05,234.4,245.65,42770,226.12924221292425
5m,2026-06-04 09:55:00+05:30,245.65,278.65,242.4,254.65,111345,232.3844834702991
5m,2026-06-04 10:00:00+05:30,254.85,264.9,248.8,261.9,44265,234.2463996932943
5m,2026-06-04 10:05:00+05:30,261.9,272.0,261.9,266.5,38935,236.16508576863788
5m,2026-06-04 10:10:00+05:30,266.5,274.35,264.0,267.1,30940,237.61103800482505
5m,2026-06-04 10:15:00+05:30,267.1,275.2,259.4,272.1,24895,238.69828827194098
5m,2026-06-04 10:20:00+05:30,272.1,274.7,265.2,271.9,17680,239.46659583259552
5m,2026-06-04 10:25:00+05:30,271.9,275.7,260.5,260.8,15990,240.02510687463896
5m,2026-06-04 10:30:00+05:30,260.8,263.2,244.0,244.2,34060,240.4786361626879
5m,2026-06-04 10:35:00+05:30,244.2,252.3,236.9,244.8,29965,240.63278243512974
5m,2026-06-04 10:40:00+05:30,244.8,258.2,244.4,256.9,47385,241.32217443790555
5m,2026-06-04 10:45:00+05:30,256.9,277.05,253.05,256.75,65260,242.79818815168093
5m,2026-06-04 10:50:00+05:30,256.75,261.8,252.0,257.0,15275,243.02738563444422
5m,2026-06-04 10:55:00+05:30,257.0,264.95,257.0,259.0,20930,243.40316346045677
5m,2026-06-04 11:00:00+05:30,259.0,261.1,240.2,246.7,45630,243.6714485188288
5m,2026-06-04 11:05:00+05:30,246.7,247.8,235.65,242.0,39780,243.6010705354744
5m,2026-06-04 11:10:00+05:30,242.0,248.3,239.0,248.3,24570,243.6376850225157
5m,2026-06-04 11:15:00+05:30,248.3,248.3,239.4,240.2,13780,243.62494965807366
5m,2026-06-04 11:20:00+05:30,240.2,242.85,237.3,240.35,12090,243.58689933944595
5m,2026-06-04 11:25:00+05:30,240.35,247.4,233.0,240.2,25415,243.51033379586804
5m,2026-06-04 11:30:00+05:30,240.2,247.1,222.9,246.0,37245,243.3550133378104
5m,2026-06-04 11:35:00+05:30,246.0,268.2,243.75,267.85,55835,244.11541364089425
5m,2026-06-04 11:40:00+05:30,267.85,276.45,262.1,263.3,77415,245.50067356125646
5m,2026-06-04 11:45:00+05:30,263.3,270.7,257.0,262.05,48750,246.14472962730017
5m,2026-06-04 11:50:00+05:30,262.05,264.9,241.2,244.4,33345,246.24213561829228
5m,2026-06-04 11:55:00+05:30,244.4,255.65,241.6,251.85,25090,246.30402061696344
5m,2026-06-04 12:00:00+05:30,251.85,262.95,248.0,254.6,23595,246.45099022692386
5m,2026-06-04 12:05:00+05:30,254.6,262.1,253.5,261.55,14300,246.57612146930916
5m,2026-06-04 12:10:00+05:30,261.55,266.0,257.3,262.85,19890,246.78696917071147
5m,2026-06-04 12:15:00+05:30,263.3,265.0,254.0,255.4,16315,246.91238476895074
5m,2026-06-04 12:20:00+05:30,255.4,261.0,250.6,255.45,9945,246.97108540017206
5m,2026-06-04 12:25:00+05:30,255.45,257.3,249.05,255.05,7930,247.00733513176408
5m,2026-06-04 12:30:00+05:30,254.3,254.3,237.55,239.55,35230,246.93344031172512
5m,2026-06-04 12:35:00+05:30,239.55,241.05,229.8,241.05,38415,246.69735790899543
5m,2026-06-04 12:40:00+05:30,242.4,243.45,232.1,233.65,24570,246.53844546963884
5m,2026-06-04 12:45:00+05:30,233.65,241.3,228.5,237.6,20930,246.39910877390932
5m,2026-06-04 12:50:00+05:30,237.6,240.6,232.9,240.6,11115,246.34185709902485
5m,2026-06-04 12:55:00+05:30,240.6,244.65,236.0,243.95,17290,246.29120698530866
5m,2026-06-04 13:00:00+05:30,243.6,246.45,235.95,242.0,14300,246.2495393815674
5m,2026-06-04 13:05:00+05:30,242.0,242.5,228.55,239.1,24180,246.11232798091183
5m,2026-06-04 13:10:00+05:30,239.1,241.0,204.5,204.5,71825,244.90500123685837
5m,2026-06-04 13:15:00+05:30,204.5,212.2,196.9,209.65,88400,243.0480319086306
5m,2026-06-04 13:20:00+05:30,209.65,219.1,206.4,217.0,31460,242.56256338125996
5m,2026-06-04 13:25:00+05:30,217.0,221.0,214.0,216.0,33280,242.11596430765027
5m,2026-06-04 13:30:00+05:30,216.0,219.2,210.4,218.7,23400,241.80025787096335
5m,2026-06-04 13:35:00+05:30,218.7,223.0,217.05,220.45,28860,241.48125041514444
5m,2026-06-04 13:40:00+05:30,220.45,220.5,209.3,215.2,24115,241.15893343394242
5m,2026-06-04 13:45:00+05:30,215.2,221.5,213.8,218.05,11310,241.02625183493717
5m,2026-06-04 13:50:00+05:30,218.05,220.0,210.3,217.1,15275,240.83433959210097
5m,2026-06-04 13:55:00+05:30,217.1,223.3,210.3,219.5,32045,240.47091896886846
5m,2026-06-04 14:00:00+05:30,219.5,243.75,219.5,239.35,56940,240.30063083170586
5m,2026-06-04 14:05:00+05:30,239.35,242.6,232.0,242.1,38740,240.27522294932277
5m,2026-06-04 14:10:00+05:30,242.0,249.0,237.2,240.2,68770,240.33319130323667
5m,2026-06-04 14:15:00+05:30,240.2,248.9,240.1,241.9,28080,240.37470131508707
5m,2026-06-04 14:20:00+05:30,241.9,242.7,233.2,239.7,15275,240.36218768074025
5m,2026-06-04 14:25:00+05:30,239.7,249.95,239.45,243.5,27365,240.40955258421184
5m,2026-06-04 14:30:00+05:30,243.5,259.0,240.0,248.4,54665,240.61424818183502
5m,2026-06-04 14:35:00+05:30,248.4,266.55,247.95,262.5,59085,241.0690017505192
