tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,229.25,263.7,205.6,254.1,30420,241.13333333333333
5m,2026-06-04 09:20:00+05:30,254.1,262.15,243.0,250.2,12610,244.25433031218526
5m,2026-06-04 09:25:00+05:30,250.2,261.1,246.65,250.3,11570,246.04047619047617
5m,2026-06-04 09:30:00+05:30,250.3,250.3,237.2,246.0,8580,245.83127572016457
5m,2026-06-04 09:35:00+05:30,246.0,263.1,240.05,240.7,19305,246.32714736012608
5m,2026-06-04 09:40:00+05:30,240.7,258.1,232.55,258.05,15990,246.85316831683167
5m,2026-06-04 09:45:00+05:30,258.05,269.85,254.6,267.0,9685,248.37213541666668
5m,2026-06-04 09:50:00+05:30,267.0,271.55,259.7,271.35,10855,250.1197706171491
5m,2026-06-04 09:55:00+05:30,271.35,304.75,267.0,280.05,35100,257.82087726697597
5m,2026-06-04 10:00:00+05:30,280.05,291.05,275.05,286.55,7800,259.0924528301887
5m,2026-06-04 10:05:00+05:30,286.55,298.8,286.55,295.0,10075,261.10508314436885
5m,2026-06-04 10:10:00+05:30,295.0,300.65,289.7,292.0,9815,262.8872601596949
5m,2026-06-04 10:15:00+05:30,292.0,302.05,285.35,299.95,17875,265.83205837673614
5m,2026-06-04 10:20:00+05:30,299.95,302.0,294.7,299.65,8905,267.2388282954192
5m,2026-06-04 10:25:00+05:30,299.65,303.1,287.0,288.25,8710,268.262748030711
5m,2026-06-04 10:30:00+05:30,288.25,288.85,270.0,270.0,11895,268.6790177727359
5m,2026-06-04 10:35:00+05:30,270.0,277.9,261.35,270.0,7345,268.71227443436845
5m,2026-06-04 10:40:00+05:30,270.0,283.55,270.0,282.25,6435,268.9741483859462
5m,2026-06-04 10:45:00+05:30,282.25,304.15,280.0,285.65,17030,270.34697500000004
5m,2026-06-04 10:50:00+05:30,285.65,287.65,277.05,283.95,2600,270.47109735973606
5m,2026-06-04 10:55:00+05:30,283.95,291.5,283.95,285.15,4355,270.7385682980278
5m,2026-06-04 11:00:00+05:30,285.15,287.9,265.2,275.7,10140,270.9408632418485
5m,2026-06-04 11:05:00+05:30,275.7,275.7,260.0,268.4,6890,270.870321202411
5m,2026-06-04 11:10:00+05:30,268.4,274.4,264.45,274.4,3510,270.87292184791625
5m,2026-06-04 11:15:00+05:30,274.4,274.4,265.2,265.35,3315,270.8437825957384
5m,2026-06-04 11:20:00+05:30,265.35,267.4,263.0,264.8,4875,270.74853447644176
5m,2026-06-04 11:25:00+05:30,264.8,273.0,258.2,269.85,4940,270.6872108108109
5m,2026-06-04 11:30:00+05:30,269.85,269.85,246.7,269.35,7020,270.488221001479
5m,2026-06-04 11:35:00+05:30,269.35,296.45,268.85,294.1,17875,271.3656316560171
5m,2026-06-04 11:40:00+05:30,295.1,304.2,289.45,289.45,20800,272.7470752002003
5m,2026-06-04 11:45:00+05:30,289.45,296.05,284.25,286.7,4550,272.9578393232062
5m,2026-06-04 11:50:00+05:30,286.7,290.6,268.0,268.15,5460,272.99806943937745
5m,2026-06-04 11:55:00+05:30,268.15,282.0,267.65,278.3,4485,273.035176845013
5m,2026-06-04 12:00:00+05:30,278.3,288.2,275.0,281.5,5655,273.1668262977416
5m,2026-06-04 12:05:00+05:30,281.5,288.35,280.75,288.35,3900,273.3000292500293
5m,2026-06-04 12:10:00+05:30,288.35,292.7,284.2,290.35,3510,273.4482035234122
5m,2026-06-04 12:15:00+05:30,290.35,291.85,282.3,282.3,6435,273.65184014128647
5m,2026-06-04 12:20:00+05:30,282.3,286.85,276.8,281.0,2080,273.69480140517885
5m,2026-06-04 12:25:00+05:30,281.0,285.8,277.4,280.75,2990,273.75393545848095
5m,2026-06-04 12:30:00+05:30,280.75,280.75,263.5,264.75,16770,273.58349496255596
5m,2026-06-04 12:35:00+05:30,264.75,267.25,254.9,267.25,11245,273.2992374213837
5m,2026-06-04 12:40:00+05:30,267.25,268.2,257.35,257.35,6240,273.1158534696407
5m,2026-06-04 12:45:00+05:30,257.35,266.35,252.2,260.1,7930,272.86425205229557
5m,2026-06-04 12:50:00+05:30,260.1,266.0,256.9,266.0,3380,272.786623931624
5m,2026-06-04 12:55:00+05:30,266.0,269.15,260.5,267.8,6565,272.68203833011444
5m,2026-06-04 13:00:00+05:30,267.8,271.55,260.9,268.8,4615,272.6235984514359
5m,2026-06-04 13:05:00+05:30,266.4,267.0,254.0,265.9,6565,272.4725505818726
5m,2026-06-04 13:10:00+05:30,265.9,265.9,227.15,227.15,44265,269.56268679676515
5m,2026-06-04 13:15:00+05:30,227.15,235.35,218.4,232.7,35555,266.8215635633174
5m,2026-06-04 13:20:00+05:30,232.7,242.0,229.9,240.3,11895,266.1739635955417
5m,2026-06-04 13:25:00+05:30,240.3,245.0,237.35,239.15,8125,265.79367618596206
5m,2026-06-04 13:30:00+05:30,239.15,243.5,233.45,243.4,5070,265.5585221713436
5m,2026-06-04 13:35:00+05:30,243.4,246.0,241.65,246.0,3250,265.435909108595
5m,2026-06-04 13:40:00+05:30,246.0,246.0,232.7,239.4,9555,264.99613648534927
5m,2026-06-04 13:45:00+05:30,239.3,244.6,237.0,243.65,1755,264.9243316935515
5m,2026-06-04 13:50:00+05:30,243.65,244.0,233.0,241.75,4875,264.70874924379916
5m,2026-06-04 13:55:00+05:30,241.75,247.1,233.9,245.55,8905,264.36406232547756
5m,2026-06-04 14:00:00+05:30,245.55,269.9,245.55,264.0,43875,264.04525342750316
5m,2026-06-04 14:05:00+05:30,264.0,268.7,256.55,268.6,8905,264.05327018262506
5m,2026-06-04 14:10:00+05:30,268.6,275.0,264.4,265.9,9295,264.1164866774324
5m,2026-06-04 14:15:00+05:30,265.9,274.65,265.2,265.6,13065,264.203313878722
5m,2026-06-04 14:20:00+05:30,265.6,266.8,258.0,263.6,4940,264.1928424153167
5m,2026-06-04 14:25:00+05:30,263.6,275.0,263.6,269.4,6435,264.2423278879814
5m,2026-06-04 14:30:00+05:30,269.4,285.25,266.35,275.55,20215,264.57913953122545
5m,2026-06-04 14:35:00+05:30,275.55,293.0,275.5,290.35,50635,266.0656497274486
5m,2026-06-04 14:40:00+05:30,290.35,291.7,275.8,277.7,16250,266.40261814636386
5m,2026-06-04 14:45:00+05:30,277.7,298.45,276.0,279.15,26845,267.02469884522725
5m,2026-06-04 14:50:00+05:30,279.15,285.3,262.0,263.2,13000,267.0760507749721
5m,2026-06-04 14:55:00+05:30,263.2,271.85,262.85,271.0,6695,267.08849270664507
5m,2026-06-04 15:00:00+05:30,271.65,273.25,255.55,263.8,19370,267.02038297198925
5m,2026-06-04 15:05:00+05:30,263.8,268.05,260.5,267.0,11440,266.9951511367775
5m,2026-06-04 15:10:00+05:30,267.0,280.3,267.0,279.2,13455,267.1303560914421
5m,2026-06-04 15:15:00+05:30,279.2,284.9,273.9,283.95,22165,267.48218455321063
5m,2026-06-04 15:20:00+05:30,283.95,288.35,278.05,288.35,15665,267.79106569629255
5m,2026-06-04 15:25:00+05:30,288.35,296.0,287.05,296.0,29185,268.59709294050674
5m,2026-06-05 09:15:00+05:30,293.5,311.15,287.95,289.8,93535,296.29999999999995
5m,2026-06-05 09:20:00+05:30,289.8,297.05,283.05,287.3,27365,294.67786738351253
5m,2026-06-05 09:25:00+05:30,287.3,290.55,283.7,290.55,15210,293.961429481057
5m,2026-06-05 09:30:00+05:30,290.55,302.15,288.0,292.0,27105,293.9761383247046
5m,2026-06-05 09:35:00+05:30,292.0,305.0,287.1,293.8,23400,294.1421397886915
5m,2026-06-05 09:40:00+05:30,293.8,303.0,286.25,300.8,16510,294.348688
5m,2026-06-05 09:45:00+05:30,300.8,301.25,283.5,284.4,25935,293.82423382519863
5m,2026-06-05 09:50:00+05:30,284.4,292.55,282.0,288.8,13065,293.49826845637585
5m,2026-06-05 09:55:00+05:30,288.8,291.3,280.2,281.4,13065,293.0273433520122
5m,2026-06-05 10:00:00+05:30,281.4,302.75,272.2,291.9,71825,292.1318028225005
5m,2026-06-05 10:05:00+05:30,291.9,302.8,274.35,301.0,44850,292.2023422478588
5m,2026-06-05 10:10:00+05:30,301.0,317.9,292.85,294.9,60255,293.5522638387485
5m,2026-06-05 10:15:00+05:30,294.9,303.1,283.8,298.6,20085,293.6239686646543
5m,2026-06-05 10:20:00+05:30,298.6,305.5,287.5,303.3,17940,293.8202060002765
5m,2026-06-05 10:25:00+05:30,303.3,306.0,285.0,291.05,27950,293.8312301535517
5m,2026-06-05 10:30:00+05:30,291.05,294.4,265.6,269.6,33215,292.7498470760949
5m,2026-06-05 10:35:00+05:30,269.6,273.15,242.0,243.1,62985,288.5105545225856
