tf,date,open,high,low,close,volume,vwap
5m,2026-06-04 09:15:00+05:30,345.0,375.0,302.85,365.0,36205,347.6166666666666
5m,2026-06-04 09:20:00+05:30,365.0,374.05,348.1,360.3,7215,349.8100798403193
5m,2026-06-04 09:25:00+05:30,360.3,373.7,356.7,361.15,3380,350.824074074074
5m,2026-06-04 09:30:00+05:30,361.15,361.15,343.8,355.55,4160,351.04251700680265
5m,2026-06-04 09:35:00+05:30,355.55,376.0,348.65,350.5,6565,351.8802824858756
5m,2026-06-04 09:40:00+05:30,350.5,369.95,340.2,369.95,3185,352.3080121341898
5m,2026-06-04 09:45:00+05:30,369.95,385.0,363.75,384.0,8970,355.56173818407956
5m,2026-06-04 09:50:00+05:30,384.0,385.0,373.75,385.0,2145,356.32889894419304
5m,2026-06-04 09:55:00+05:30,385.0,427.65,385.0,401.35,14365,364.3851935646053
5m,2026-06-04 10:00:00+05:30,401.35,410.6,391.0,404.25,6435,366.9949590643274
5m,2026-06-04 10:05:00+05:30,404.25,421.3,404.25,415.3,3770,368.8183299617891
5m,2026-06-04 10:10:00+05:30,415.3,423.6,414.0,414.0,1365,369.4938718971631
5m,2026-06-04 10:15:00+05:30,414.0,424.35,405.55,422.55,1495,370.216699410609
5m,2026-06-04 10:20:00+05:30,422.55,422.55,413.1,418.05,1885,371.10539845758353
5m,2026-06-04 10:25:00+05:30,420.95,420.95,420.95,420.95,130,371.1693838254172
5m,2026-06-04 10:30:00+05:30,420.95,420.95,386.2,386.7,715,371.35713830465266
5m,2026-06-04 10:35:00+05:30,386.7,387.9,381.45,387.9,1560,371.57397991211553
5m,2026-06-04 10:40:00+05:30,387.9,402.0,386.35,399.05,2665,372.1818543451652
5m,2026-06-04 10:45:00+05:30,399.05,426.3,399.05,401.9,3965,373.509872173058
5m,2026-06-04 10:50:00+05:30,401.9,406.05,398.0,402.0,520,373.6437854766099
5m,2026-06-04 10:55:00+05:30,402.0,404.75,402.0,404.75,65,373.66150234741775
5m,2026-06-04 11:00:00+05:30,404.75,404.75,378.45,387.75,1625,373.90232311548095
5m,2026-06-04 11:05:00+05:30,387.75,387.75,374.45,380.95,780,373.9515891250239
5m,2026-06-04 11:10:00+05:30,380.95,389.85,379.0,387.0,715,374.0227359208523
5m,2026-06-04 11:15:00+05:30,387.0,387.0,378.0,378.0,195,374.0346628679962
5m,2026-06-04 11:20:00+05:30,378.0,380.7,378.0,380.7,325,374.05104166666666
5m,2026-06-04 11:25:00+05:30,380.7,387.2,372.0,381.1,715,374.0886128364389
5m,2026-06-04 11:30:00+05:30,381.1,389.85,356.85,389.85,1625,374.1548904974016
5m,2026-06-04 11:35:00+05:30,389.85,415.45,389.85,415.0,2340,374.7957332605531
5m,2026-06-04 11:40:00+05:30,415.0,426.85,412.7,416.35,2275,375.61754151044454
5m,2026-06-04 11:45:00+05:30,416.35,416.35,408.4,408.4,260,375.6932923570283
5m,2026-06-04 11:50:00+05:30,408.4,408.4,384.15,385.0,650,375.78273081694135
