tf,date,open,high,low,close,volume
5m,2026-05-19 09:15:00+05:30,460.0,460.95,390.0,397.2,151775
5m,2026-05-19 09:20:00+05:30,397.2,402.25,377.4,381.0,125645
5m,2026-05-19 09:25:00+05:30,381.0,385.8,372.8,374.05,122395
5m,2026-05-19 09:30:00+05:30,373.9,428.35,370.05,427.55,136500
5m,2026-05-19 09:35:00+05:30,427.55,455.95,410.8,411.2,127010
5m,2026-05-19 09:40:00+05:30,411.2,412.3,371.0,379.25,76895
5m,2026-05-19 09:45:00+05:30,379.25,415.0,377.25,407.25,66430
5m,2026-05-19 09:50:00+05:30,407.25,422.85,397.55,414.75,53820
5m,2026-05-19 09:55:00+05:30,413.45,431.15,406.05,431.15,62335
5m,2026-05-19 10:00:00+05:30,431.3,431.3,393.5,411.3,46930
5m,2026-05-19 10:05:00+05:30,411.3,411.3,385.75,391.75,41860
5m,2026-05-19 10:10:00+05:30,391.75,394.35,364.1,376.0,66885
5m,2026-05-19 10:15:00+05:30,375.0,394.2,365.05,393.85,58955
5m,2026-05-19 10:20:00+05:30,393.85,393.85,373.95,380.75,33020
5m,2026-05-19 10:25:00+05:30,380.75,383.95,368.0,370.35,37895
5m,2026-05-19 10:30:00+05:30,370.35,385.35,367.6,380.95,33410
5m,2026-05-19 10:35:00+05:30,380.95,384.85,370.0,370.4,38675
5m,2026-05-19 10:40:00+05:30,370.4,377.5,361.5,366.8,53560
5m,2026-05-19 10:45:00+05:30,366.4,375.2,356.6,369.45,70395
5m,2026-05-19 10:50:00+05:30,369.45,395.0,360.0,381.7,80340
5m,2026-05-19 10:55:00+05:30,382.5,382.5,348.05,357.75,74360
5m,2026-05-19 11:00:00+05:30,358.7,377.6,354.4,371.3,45630
5m,2026-05-19 11:05:00+05:30,371.3,382.0,369.8,378.9,36270
5m,2026-05-19 11:10:00+05:30,378.9,398.65,370.3,396.0,53300
5m,2026-05-19 11:15:00+05:30,395.7,414.0,393.6,400.4,110890
5m,2026-05-19 11:20:00+05:30,401.65,409.4,387.6,398.35,34385
5m,2026-05-19 11:25:00+05:30,396.75,403.15,386.2,386.2,27040
5m,2026-05-19 11:30:00+05:30,385.0,403.0,384.8,392.85,34710
5m,2026-05-19 11:35:00+05:30,391.4,402.75,386.5,387.3,26585
5m,2026-05-19 11:40:00+05:30,387.3,391.2,365.25,367.15,38350
5m,2026-05-19 11:45:00+05:30,367.15,373.0,359.15,363.85,42055
5m,2026-05-19 11:50:00+05:30,362.15,366.25,358.0,360.4,25545
5m,2026-05-19 11:55:00+05:30,360.4,364.6,348.25,364.55,94705
5m,2026-05-19 12:00:00+05:30,363.8,373.95,361.1,369.6,42120
5m,2026-05-19 12:05:00+05:30,369.6,372.55,365.05,367.15,19825
5m,2026-05-19 12:10:00+05:30,367.15,367.8,362.9,365.3,21255
5m,2026-05-19 12:15:00+05:30,365.3,377.55,362.5,366.05,35035
5m,2026-05-19 12:20:00+05:30,366.05,377.0,357.3,376.1,30485
5m,2026-05-19 12:25:00+05:30,376.1,382.1,362.65,364.8,28015
5m,2026-05-19 12:30:00+05:30,364.8,378.0,364.8,372.0,10790
5m,2026-05-19 12:35:00+05:30,372.0,382.05,366.0,370.45,21190
5m,2026-05-19 12:40:00+05:30,370.45,376.2,368.4,372.45,16510
5m,2026-05-19 12:45:00+05:30,372.45,383.65,369.65,375.95,23465
5m,2026-05-19 12:50:00+05:30,375.95,384.05,374.85,375.25,22685
5m,2026-05-19 12:55:00+05:30,375.25,383.35,375.25,382.2,35750
5m,2026-05-19 13:00:00+05:30,382.2,387.6,372.35,387.0,21970
5m,2026-05-19 13:05:00+05:30,387.0,391.1,371.5,375.0,33475
5m,2026-05-19 13:10:00+05:30,374.4,389.0,374.4,386.9,15080
5m,2026-05-19 13:15:00+05:30,386.9,388.95,359.0,369.75,47125
5m,2026-05-19 13:20:00+05:30,369.75,374.6,365.9,367.35,29185
5m,2026-05-19 13:25:00+05:30,367.35,373.95,365.25,370.8,18070
5m,2026-05-19 13:30:00+05:30,370.8,371.55,362.95,368.75,18850
5m,2026-05-19 13:35:00+05:30,368.75,407.15,368.75,389.0,67990
5m,2026-05-19 13:40:00+05:30,387.4,398.25,387.15,396.65,39910
5m,2026-05-19 13:45:00+05:30,396.65,398.25,375.45,386.65,45305
5m,2026-05-19 13:50:00+05:30,386.65,397.0,382.6,396.7,17940
5m,2026-05-19 13:55:00+05:30,396.7,415.6,396.0,404.65,73840
5m,2026-05-19 14:00:00+05:30,404.65,406.1,373.0,377.25,57070
5m,2026-05-19 14:05:00+05:30,377.25,381.15,371.05,380.9,33930
5m,2026-05-19 14:10:00+05:30,380.9,385.15,369.75,373.55,36075
5m,2026-05-19 14:15:00+05:30,373.55,374.4,359.0,371.8,93340
5m,2026-05-19 14:20:00+05:30,371.8,382.55,368.65,379.4,43615
5m,2026-05-19 14:25:00+05:30,379.05,384.95,373.15,381.5,33540
5m,2026-05-19 14:30:00+05:30,381.5,391.05,379.35,386.9,61815
5m,2026-05-19 14:35:00+05:30,386.9,405.0,386.9,397.0,68575
5m,2026-05-19 14:40:00+05:30,397.0,427.65,393.2,422.4,123630
5m,2026-05-19 14:45:00+05:30,422.0,446.8,422.0,433.05,112970
5m,2026-05-19 14:50:00+05:30,433.05,433.1,417.95,423.85,50830
5m,2026-05-19 14:55:00+05:30,425.0,429.0,415.2,423.75,29120
5m,2026-05-19 15:00:00+05:30,420.8,446.0,419.5,442.0,109720
5m,2026-05-19 15:05:00+05:30,442.0,448.3,430.0,448.2,101660
5m,2026-05-19 15:10:00+05:30,448.2,464.85,448.0,454.45,144430
5m,2026-05-19 15:15:00+05:30,456.0,482.8,454.65,468.8,136955
5m,2026-05-19 15:20:00+05:30,470.05,475.45,458.6,469.4,138450
5m,2026-05-19 15:25:00+05:30,470.4,470.4,454.9,466.6,135200
5m,2026-05-20 09:15:00+05:30,579.95,650.6,579.95,598.0,240955
5m,2026-05-20 09:20:00+05:30,598.0,613.9,593.0,601.7,107770
5m,2026-05-20 09:25:00+05:30,601.7,607.15,584.0,590.65,91845
5m,2026-05-20 09:30:00+05:30,590.65,590.65,547.35,554.45,89895
5m,2026-05-20 09:35:00+05:30,554.45,560.95,531.55,535.95,79170
5m,2026-05-20 09:40:00+05:30,535.95,564.85,534.65,544.5,70590
5m,2026-05-20 09:45:00+05:30,544.5,559.0,531.45,546.9,33345
5m,2026-05-20 09:50:00+05:30,546.9,551.2,532.2,543.25,29900
5m,2026-05-20 09:55:00+05:30,543.65,554.0,523.9,532.45,48425
5m,2026-05-20 10:00:00+05:30,532.45,568.0,530.5,560.4,78325
5m,2026-05-20 10:05:00+05:30,560.4,577.0,558.75,563.95,55380
5m,2026-05-20 10:10:00+05:30,565.25,571.4,548.45,565.35,25870
5m,2026-05-20 10:15:00+05:30,565.35,567.0,547.0,558.55,21905
5m,2026-05-20 10:20:00+05:30,558.55,586.5,554.0,586.5,134355
5m,2026-05-20 10:25:00+05:30,586.5,586.5,537.2,538.75,82875
5m,2026-05-20 10:30:00+05:30,538.75,538.75,496.0,500.0,172835
5m,2026-05-20 10:35:00+05:30,500.0,504.75,489.2,503.25,54990
5m,2026-05-20 10:40:00+05:30,504.65,526.9,502.2,524.0,62530
5m,2026-05-20 10:45:00+05:30,524.95,555.0,524.4,548.05,66300
5m,2026-05-20 10:50:00+05:30,548.05,549.5,516.3,516.45,33020
5m,2026-05-20 10:55:00+05:30,516.45,526.75,512.7,514.9,26975
5m,2026-05-20 11:00:00+05:30,514.9,514.9,487.0,499.05,53040
5m,2026-05-20 11:05:00+05:30,497.9,500.95,488.0,490.0,41925
5m,2026-05-20 11:10:00+05:30,490.0,505.0,485.55,505.0,55510
5m,2026-05-20 11:15:00+05:30,505.0,512.5,496.4,508.3,38220
5m,2026-05-20 11:20:00+05:30,508.85,509.1,468.5,492.0,66300
5m,2026-05-20 11:25:00+05:30,492.0,492.0,471.75,475.4,39715
5m,2026-05-20 11:30:00+05:30,475.4,486.0,465.0,480.85,75855
5m,2026-05-20 11:35:00+05:30,480.85,484.5,461.0,471.3,66430
5m,2026-05-20 11:40:00+05:30,471.3,481.9,465.45,471.55,36790
5m,2026-05-20 11:45:00+05:30,471.55,471.55,437.0,442.6,107380
5m,2026-05-20 11:50:00+05:30,442.6,461.6,437.4,452.9,78195
5m,2026-05-20 11:55:00+05:30,452.9,466.95,449.65,464.45,37245
5m,2026-05-20 12:00:00+05:30,464.45,479.25,458.45,478.3,78390
5m,2026-05-20 12:05:00+05:30,478.3,492.35,476.5,489.9,84045
5m,2026-05-20 12:10:00+05:30,491.35,496.05,484.35,490.0,31720
5m,2026-05-20 12:15:00+05:30,490.0,490.05,470.0,484.15,30550
5m,2026-05-20 12:20:00+05:30,484.15,484.15,458.15,465.0,41210
5m,2026-05-20 12:25:00+05:30,465.0,486.25,465.0,476.0,65130
