time,nifty_close,atm_strike,ce_itm2,ce_itm1,ce_atm,ce_otm1,ce_otm2,pe_itm2,pe_itm1,pe_atm,pe_otm1,pe_otm2
2026-05-13 09:15:00+05:30,23405.4,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 09:20:00+05:30,23437.9,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 09:25:00+05:30,23367.05,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 09:30:00+05:30,23337.95,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-05-13 09:35:00+05:30,23276.5,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-05-13 09:40:00+05:30,23308.5,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-05-13 09:45:00+05:30,23298.75,23300,23200,23250,23300,23350,23400,23400,23350,23300,23250,23200
2026-05-13 09:50:00+05:30,23367.6,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 09:55:00+05:30,23372.45,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:00:00+05:30,23392.45,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:05:00+05:30,23407.4,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:10:00+05:30,23403.05,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:15:00+05:30,23436.05,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:20:00+05:30,23460.85,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 10:25:00+05:30,23452.45,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 10:30:00+05:30,23475.9,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 10:35:00+05:30,23429.1,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:40:00+05:30,23464.0,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 10:45:00+05:30,23445.6,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:50:00+05:30,23440.75,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 10:55:00+05:30,23374.8,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:00:00+05:30,23402.05,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:05:00+05:30,23400.45,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:10:00+05:30,23403.95,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:15:00+05:30,23409.4,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:20:00+05:30,23409.6,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:25:00+05:30,23399.0,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:30:00+05:30,23406.95,23400,23300,23350,23400,23450,23500,23500,23450,23400,23350,23300
2026-05-13 11:35:00+05:30,23468.5,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 11:40:00+05:30,23498.6,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 11:45:00+05:30,23482.55,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 11:50:00+05:30,23474.5,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 11:55:00+05:30,23466.1,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:00:00+05:30,23486.65,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:05:00+05:30,23497.7,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:10:00+05:30,23512.75,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:15:00+05:30,23497.95,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:20:00+05:30,23488.5,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:25:00+05:30,23491.0,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:30:00+05:30,23478.95,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:35:00+05:30,23465.25,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:40:00+05:30,23453.9,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:45:00+05:30,23468.45,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:50:00+05:30,23526.85,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 12:55:00+05:30,23577.95,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-13 13:00:00+05:30,23559.35,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-13 13:05:00+05:30,23532.45,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:10:00+05:30,23538.5,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:15:00+05:30,23505.1,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:20:00+05:30,23508.3,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:25:00+05:30,23496.75,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:30:00+05:30,23533.55,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:35:00+05:30,23535.55,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:40:00+05:30,23523.35,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-13 13:45:00+05:30,23511.75,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
