date,open,high,low,close,volume,symbol
2026-05-18 13:45:00,23696.6,23745.0,23690.0,23717.4,12610,NIFTY26JUNFUT
2026-05-18 14:00:00,23717.4,23740.0,23695.0,23695.0,8645,NIFTY26JUNFUT
2026-05-18 14:15:00,23695.0,23706.3,23673.0,23703.0,6630,NIFTY26JUNFUT
2026-05-18 14:30:00,23703.0,23707.0,23670.0,23698.7,11505,NIFTY26JUNFUT
2026-05-18 14:45:00,23698.7,23698.7,23663.1,23665.2,11830,NIFTY26JUNFUT
2026-05-18 15:00:00,23665.2,23787.9,23665.2,23726.5,38805,NIFTY26JUNFUT
2026-05-18 15:15:00,23725.0,23748.3,23707.0,23731.3,37765,NIFTY26JUNFUT
2026-05-19 09:15:00,23790.0,23830.0,23741.1,23828.0,58110,NIFTY26JUNFUT
2026-05-19 09:30:00,23828.0,23832.5,23728.0,23830.0,64415,NIFTY26JUNFUT
2026-05-19 09:45:00,23830.0,23832.0,23760.0,23765.0,22425,NIFTY26JUNFUT
2026-05-19 10:00:00,23765.0,23835.0,23760.1,23830.3,45890,NIFTY26JUNFUT
2026-05-19 10:15:00,23830.3,23835.7,23792.3,23826.3,21060,NIFTY26JUNFUT
2026-05-19 10:30:00,23826.3,23840.9,23804.7,23835.0,23075,NIFTY26JUNFUT
