tf,date,open,high,low,close,volume,vwap
5m,2026-06-03 09:15:00+05:30,487.0,487.0,368.4,378.6,61360,411.3333333333333
5m,2026-06-03 09:20:00+05:30,378.6,381.0,366.6,378.8,18265,403.10595918367346
5m,2026-06-03 09:25:00+05:30,378.8,378.8,353.6,367.6,43355,390.25976039464416
5m,2026-06-03 09:30:00+05:30,367.6,374.05,346.0,346.0,49335,380.26484974223564
5m,2026-06-03 09:35:00+05:30,346.0,362.65,344.0,356.45,22425,377.2825823319982
5m,2026-06-03 09:40:00+05:30,356.45,360.05,348.0,358.0,14105,375.8012968150223
5m,2026-06-03 09:45:00+05:30,358.0,361.55,348.05,356.4,24895,373.6213107156099
5m,2026-06-03 09:50:00+05:30,356.4,372.0,336.55,336.55,39000,370.0100651414045
5m,2026-06-03 09:55:00+05:30,337.2,353.75,327.75,344.35,59540,364.98208789775686
5m,2026-06-03 10:00:00+05:30,344.35,363.9,340.75,363.3,23075,364.39775318578137
5m,2026-06-03 10:05:00+05:30,363.3,368.75,348.05,348.05,15275,364.00837717759845
5m,2026-06-03 10:10:00+05:30,348.05,348.05,330.6,334.1,22360,362.5048682324402
5m,2026-06-03 10:15:00+05:30,334.1,351.1,327.9,349.4,34905,360.89746822623925
5m,2026-06-03 10:20:00+05:30,349.4,361.5,345.4,346.5,25935,360.33947770457365
5m,2026-06-03 10:25:00+05:30,346.5,354.6,334.4,337.95,14755,359.7719679104822
5m,2026-06-03 10:30:00+05:30,337.95,344.7,317.0,321.3,32435,357.693537017817
5m,2026-06-03 10:35:00+05:30,321.3,334.45,316.4,329.9,57785,354.5109573106898
5m,2026-06-03 10:40:00+05:30,329.9,338.85,325.55,325.85,17615,353.764465869794
5m,2026-06-03 10:45:00+05:30,325.85,336.0,321.5,335.45,12285,353.28907290861576
5m,2026-06-03 10:50:00+05:30,335.45,337.8,325.4,337.3,13260,352.85316200554297
5m,2026-06-03 10:55:00+05:30,337.3,337.85,321.0,325.4,31915,351.606034659557
5m,2026-06-03 11:00:00+05:30,325.4,331.7,317.0,322.0,25350,350.5278100966279
5m,2026-06-03 11:05:00+05:30,322.0,322.05,306.75,309.45,53755,347.6795788130185
5m,2026-06-03 11:10:00+05:30,309.45,317.05,308.0,311.05,28600,346.3048441289041
5m,2026-06-03 11:15:00+05:30,311.05,327.15,310.55,321.75,41145,344.9124660909041
5m,2026-06-03 11:20:00+05:30,321.75,334.5,316.5,324.05,27300,344.24192879687587
5m,2026-06-03 11:25:00+05:30,324.05,329.65,312.0,318.5,22100,343.5994310784774
5m,2026-06-03 11:30:00+05:30,318.5,330.35,316.0,322.25,37635,342.7023179632813
5m,2026-06-03 11:35:00+05:30,322.25,324.1,308.65,313.6,23075,341.99799553484763
5m,2026-06-03 11:40:00+05:30,313.6,320.9,304.55,316.2,33475,340.9819930765093
5m,2026-06-03 11:45:00+05:30,316.2,320.65,314.0,317.5,17940,340.53363965948466
5m,2026-06-03 11:50:00+05:30,317.5,322.55,312.2,317.8,17355,340.1182326168267
5m,2026-06-03 11:55:00+05:30,317.8,317.8,301.5,304.4,27820,339.2123461656375
5m,2026-06-03 12:00:00+05:30,304.4,308.85,278.85,289.9,98475,334.98705462946367
5m,2026-06-03 12:05:00+05:30,289.9,298.3,287.5,295.8,69160,332.5292099694774
5m,2026-06-03 12:10:00+05:30,295.8,297.7,288.25,296.9,40105,331.2479793318131
5m,2026-06-03 12:15:00+05:30,296.9,302.05,292.8,298.35,36985,330.24361668510033
5m,2026-06-03 12:20:00+05:30,298.35,309.0,298.05,303.65,56290,329.07995181248845
5m,2026-06-03 12:25:00+05:30,303.65,344.7,303.5,339.45,97500,329.0895557220687
5m,2026-06-03 12:30:00+05:30,339.45,383.4,339.45,380.6,147420,332.80798794857685
5m,2026-06-03 12:35:00+05:30,380.6,426.0,378.65,416.2,94965,337.1266818169737
5m,2026-06-03 12:40:00+05:30,416.2,436.0,412.6,413.35,42965,339.27130028875166
