tf,date,open,high,low,close,volume,vwap
5m,2026-06-08 09:15:00+05:30,580.0,610.45,544.4,576.5,24245,577.1166666666667
5m,2026-06-08 09:20:00+05:30,576.5,597.95,568.3,575.4,3965,577.5992319508449
5m,2026-06-08 09:25:00+05:30,575.4,575.65,562.85,565.0,4810,576.1766404199475
5m,2026-06-08 09:30:00+05:30,565.0,565.0,536.95,545.05,2340,574.3781862745099
5m,2026-06-08 09:35:00+05:30,545.05,569.7,543.75,555.0,8515,570.8405679012346
5m,2026-06-08 09:40:00+05:30,555.0,564.5,542.95,560.55,12025,567.6481201550388
5m,2026-06-08 09:45:00+05:30,560.55,562.6,539.65,562.6,2665,567.0702922678505
5m,2026-06-08 09:50:00+05:30,571.25,576.85,546.0,546.0,2015,566.7114985693848
5m,2026-06-08 09:55:00+05:30,546.0,546.0,520.0,526.4,3445,564.7792047377327
5m,2026-06-08 10:00:00+05:30,526.4,550.0,522.3,550.0,13780,560.526357560568
5m,2026-06-08 10:05:00+05:30,550.0,553.5,535.0,535.0,4030,559.5729812020121
5m,2026-06-08 10:10:00+05:30,535.0,537.15,531.15,537.15,2730,558.7845375352293
5m,2026-06-08 10:15:00+05:30,537.15,545.0,537.15,545.0,910,558.6099239543727
5m,2026-06-08 10:20:00+05:30,545.0,545.0,538.7,538.7,2275,558.1481851851852
5m,2026-06-08 10:25:00+05:30,538.7,552.0,538.7,543.0,3965,557.5610323647531
5m,2026-06-08 10:30:00+05:30,543.0,543.4,518.85,523.15,5070,556.0369487351691
5m,2026-06-08 10:35:00+05:30,523.15,525.0,513.75,525.0,4225,554.5818961818962
5m,2026-06-08 10:40:00+05:30,525.0,535.3,506.35,535.3,8580,552.3167655199684
5m,2026-06-08 10:45:00+05:30,535.3,537.45,523.1,523.1,3250,551.6130376344087
5m,2026-06-08 10:50:00+05:30,523.1,526.0,521.0,524.5,7020,549.9860267534347
5m,2026-06-08 10:55:00+05:30,524.5,532.05,507.0,508.95,1495,549.5673451169434
5m,2026-06-08 11:00:00+05:30,508.95,523.7,508.95,520.5,3250,548.7366023300297
5m,2026-06-08 11:05:00+05:30,520.5,535.0,520.5,527.85,1495,548.4881872852234
5m,2026-06-08 11:10:00+05:30,527.85,533.25,523.1,529.0,2275,548.1330801687764
5m,2026-06-08 11:15:00+05:30,529.0,541.7,529.0,537.9,975,548.0431323283083
5m,2026-06-08 11:20:00+05:30,537.9,540.05,536.0,540.05,10595,547.3357795324354
5m,2026-06-08 11:25:00+05:30,540.05,545.45,534.95,538.0,1950,547.2276378072988
5m,2026-06-08 11:30:00+05:30,538.0,540.0,533.6,533.6,845,547.1595931997572
5m,2026-06-08 11:35:00+05:30,533.6,533.6,525.0,531.15,1170,547.0194068051792
5m,2026-06-08 11:40:00+05:30,531.15,531.15,518.0,522.0,975,546.8625915956334
5m,2026-06-08 11:45:00+05:30,522.0,526.65,516.0,516.7,2015,546.491150442478
5m,2026-06-08 11:50:00+05:30,516.7,528.0,516.7,528.0,195,546.4616438356165
5m,2026-06-08 11:55:00+05:30,528.0,528.0,520.0,520.0,1430,546.2325455871627
5m,2026-06-08 12:00:00+05:30,520.0,527.0,514.8,514.8,910,546.065898216616
5m,2026-06-08 12:05:00+05:30,514.8,529.0,514.8,518.3,1690,545.7822365591398
5m,2026-06-08 12:10:00+05:30,518.3,518.3,496.75,508.5,3770,544.8590012589174
5m,2026-06-08 12:15:00+05:30,508.5,511.2,506.35,511.2,650,544.7115893578494
5m,2026-06-08 12:20:00+05:30,511.2,511.2,496.55,497.85,1690,544.2510817142071
