tf,date,open,high,low,close,volume,vwap
5m,2026-06-08 09:15:00+05:30,301.05,362.1,301.05,333.2,73125,332.11666666666673
5m,2026-06-08 09:20:00+05:30,333.2,347.85,325.1,330.6,18330,332.5976901208245
5m,2026-06-08 09:25:00+05:30,330.6,334.8,317.7,317.7,11180,331.5957884737176
5m,2026-06-08 09:30:00+05:30,317.7,321.9,303.0,304.9,12610,329.2255029140817
5m,2026-06-08 09:35:00+05:30,304.9,327.2,304.05,318.7,5395,328.6631285919541
5m,2026-06-08 09:40:00+05:30,318.7,320.1,309.2,311.95,6305,327.9224355692098
5m,2026-06-08 09:45:00+05:30,311.95,325.8,302.0,325.8,5720,327.48886983504826
5m,2026-06-08 09:50:00+05:30,325.8,332.3,308.95,308.95,6890,326.9578559229934
5m,2026-06-08 09:55:00+05:30,308.95,308.95,291.9,295.25,6760,325.6522952761736
5m,2026-06-08 10:00:00+05:30,295.25,310.2,293.45,310.2,3510,325.15948662328276
5m,2026-06-08 10:05:00+05:30,310.2,316.6,299.0,300.0,1430,324.9707849878242
5m,2026-06-08 10:10:00+05:30,300.0,311.05,300.0,311.05,2535,324.6806072132996
5m,2026-06-08 10:15:00+05:30,311.05,313.0,307.5,307.95,12415,323.5454178073264
5m,2026-06-08 10:20:00+05:30,307.95,310.1,304.3,308.4,1365,323.4155288337213
5m,2026-06-08 10:25:00+05:30,308.4,315.15,305.9,307.85,1820,323.26744691737025
5m,2026-06-08 10:30:00+05:30,307.85,307.85,287.55,287.55,4355,322.541782017708
5m,2026-06-08 10:35:00+05:30,287.55,296.5,287.55,292.55,2340,322.13856896763883
5m,2026-06-08 10:40:00+05:30,292.55,304.65,283.0,304.65,7020,321.19140338421494
5m,2026-06-08 10:45:00+05:30,304.65,305.25,293.05,294.25,2860,320.8273039729699
5m,2026-06-08 10:50:00+05:30,294.25,295.85,292.1,294.95,4225,320.2380097972204
5m,2026-06-08 10:55:00+05:30,294.95,299.9,281.0,285.0,2210,319.87498310810815
5m,2026-06-08 11:00:00+05:30,285.0,293.0,282.75,291.75,4355,319.19528135667883
5m,2026-06-08 11:05:00+05:30,291.75,300.0,288.65,297.5,3120,318.8235826558266
5m,2026-06-08 11:10:00+05:30,297.5,301.75,294.3,298.0,5330,318.2831432794848
5m,2026-06-08 11:15:00+05:30,298.0,306.3,298.0,306.3,11700,317.48752871840975
5m,2026-06-08 11:20:00+05:30,306.3,308.2,299.35,304.0,3510,317.27035780988894
5m,2026-06-08 11:25:00+05:30,304.0,306.8,301.75,303.35,2275,317.1344473633003
5m,2026-06-08 11:30:00+05:30,303.35,303.35,293.75,295.25,7085,316.5274870344178
5m,2026-06-08 11:35:00+05:30,295.25,297.95,289.15,290.4,1300,316.39231129864044
5m,2026-06-08 11:40:00+05:30,290.4,294.8,289.45,294.4,1950,316.1955834495584
