tf,date,open,high,low,close,volume,vwap
5m,2026-06-08 09:15:00+05:30,476.35,493.0,458.2,466.1,47255,472.43333333333334
5m,2026-06-08 09:20:00+05:30,466.1,481.3,456.5,458.85,5915,471.66758353708235
5m,2026-06-08 09:25:00+05:30,458.85,458.85,452.85,452.85,325,471.56541109761037
5m,2026-06-08 09:30:00+05:30,452.85,452.85,427.4,430.55,2470,470.0369337979094
5m,2026-06-08 09:35:00+05:30,430.55,456.45,430.55,456.45,1820,469.3370828646419
5m,2026-06-08 09:40:00+05:30,456.45,456.45,440.45,440.45,975,468.9462573746313
5m,2026-06-08 09:45:00+05:30,440.45,455.0,430.25,455.0,1560,468.37221623563215
5m,2026-06-08 09:50:00+05:30,455.0,462.3,440.35,440.35,390,468.23920413990004
5m,2026-06-08 09:55:00+05:30,431.4,431.4,411.7,416.3,1625,466.97645116440737
5m,2026-06-08 10:00:00+05:30,416.3,436.0,416.05,436.0,455,466.703795721187
5m,2026-06-08 10:05:00+05:30,436.0,444.05,426.8,426.8,650,466.35385928961745
5m,2026-06-08 10:10:00+05:30,426.8,435.8,423.0,435.8,520,466.0707655826558
5m,2026-06-08 10:15:00+05:30,435.8,439.0,429.0,429.0,845,465.63085924439986
5m,2026-06-08 10:20:00+05:30,429.0,436.6,428.4,430.1,325,465.46154357950763
5m,2026-06-08 10:25:00+05:30,430.1,439.0,430.1,434.3,325,465.30764647467726
5m,2026-06-08 10:30:00+05:30,434.3,434.3,407.5,407.5,910,464.63747959516814
5m,2026-06-08 10:35:00+05:30,407.5,417.2,407.5,417.2,780,464.0488544691836
5m,2026-06-08 10:40:00+05:30,417.2,424.2,411.05,424.2,130,463.9633816425121
5m,2026-06-08 10:45:00+05:30,429.95,431.0,420.0,420.0,715,463.5396112173359
5m,2026-06-08 10:50:00+05:30,420.0,420.0,417.7,419.0,390,463.28501267427123
5m,2026-06-08 10:55:00+05:30,419.0,421.45,403.0,405.0,325,463.0320876695049
5m,2026-06-08 11:00:00+05:30,405.0,415.6,405.0,412.75,260,462.8363650644047
5m,2026-06-08 11:05:00+05:30,412.75,420.0,412.75,420.0,130,462.75122295390406
5m,2026-06-08 11:10:00+05:30,420.0,421.8,420.0,421.8,390,462.51800748362956
5m,2026-06-08 11:15:00+05:30,421.8,431.7,421.8,428.85,195,462.41986940298506
5m,2026-06-08 11:20:00+05:30,428.85,434.0,428.85,434.0,325,462.2799597647787
5m,2026-06-08 11:25:00+05:30,434.0,434.0,431.05,431.05,130,462.2238955823293
5m,2026-06-08 11:30:00+05:30,431.05,431.05,419.6,419.6,520,461.93828580190126
5m,2026-06-08 11:35:00+05:30,419.6,421.45,411.5,411.5,195,461.8085932721712
5m,2026-06-08 11:40:00+05:30,411.5,418.25,411.5,418.25,195,461.6828606282403
5m,2026-06-08 11:45:00+05:30,418.25,418.6,416.95,416.95,390,461.44164391871396
5m,2026-06-08 11:50:00+05:30,416.95,416.95,413.45,413.45,65,461.3990757575757
5m,2026-06-08 11:55:00+05:30,413.45,413.45,410.0,410.0,520,461.03626654632967
5m,2026-06-08 12:00:00+05:30,410.0,417.0,410.0,415.55,2600,459.40376016260154
5m,2026-06-08 12:05:00+05:30,415.55,418.25,409.0,418.25,1300,458.6462756849314
5m,2026-06-08 12:10:00+05:30,418.25,418.25,389.9,400.0,845,458.0306237651707
5m,2026-06-08 12:15:00+05:30,400.0,400.05,400.0,400.05,130,457.9325725556495
5m,2026-06-08 12:20:00+05:30,400.05,400.05,400.05,400.05,0,457.9325725556495
5m,2026-06-08 12:25:00+05:30,400.05,400.05,395.5,395.5,1040,457.1196830692244
5m,2026-06-08 12:30:00+05:30,395.5,399.0,390.0,390.0,845,456.4319306930693
5m,2026-06-08 12:35:00+05:30,390.0,394.75,390.0,394.75,65,456.37977466336906
5m,2026-06-08 12:40:00+05:30,394.75,394.75,371.3,380.65,3705,453.0519422572179
5m,2026-06-08 12:45:00+05:30,380.65,382.85,376.75,379.8,910,452.25324506749746
5m,2026-06-08 12:50:00+05:30,379.8,379.8,364.0,374.45,2405,450.0264319959627
5m,2026-06-08 12:55:00+05:30,374.45,376.0,373.35,376.0,845,449.29642678660673
5m,2026-06-08 13:00:00+05:30,376.0,387.3,376.0,387.3,195,449.1488656195463
5m,2026-06-08 13:05:00+05:30,387.3,392.9,387.3,391.05,780,448.6264146281197
5m,2026-06-08 13:10:00+05:30,391.05,393.05,391.05,393.0,390,448.3772939729398
5m,2026-06-08 13:15:00+05:30,393.0,393.0,383.1,383.1,390,448.1040656380113
5m,2026-06-08 13:20:00+05:30,383.1,398.7,383.1,398.7,715,447.6662779397474
5m,2026-06-08 13:25:00+05:30,398.7,404.45,398.7,400.0,1885,446.7013442778968
5m,2026-06-08 13:30:00+05:30,400.0,408.35,393.6,408.35,2535,445.52950231481486
5m,2026-06-08 13:35:00+05:30,408.35,412.85,408.35,412.85,585,445.31720726938124
5m,2026-06-08 13:40:00+05:30,412.85,428.7,412.85,428.35,1950,444.8706107730449
5m,2026-06-08 13:45:00+05:30,428.35,445.95,428.35,429.95,4160,444.450831713113
