tf,date,open,high,low,close,volume,vwap
5m,2026-06-08 09:15:00+05:30,550.0,561.35,518.2,536.05,12805,538.5333333333334
5m,2026-06-08 09:20:00+05:30,536.05,558.0,523.95,531.35,3510,538.3683930942896
5m,2026-06-08 09:25:00+05:30,531.35,532.9,521.05,521.05,780,537.7584283903676
5m,2026-06-08 09:30:00+05:30,521.05,525.95,506.05,506.9,390,537.2054522924411
5m,2026-06-08 09:35:00+05:30,506.9,521.75,506.9,520.05,130,537.0506765067652
5m,2026-06-08 09:40:00+05:30,520.05,520.05,508.65,508.65,130,536.8704517704518
5m,2026-06-08 09:45:00+05:30,508.65,523.4,503.95,523.4,1105,535.7007471264368
5m,2026-06-08 09:50:00+05:30,523.4,523.4,514.75,514.75,195,535.5157565415245
5m,2026-06-08 09:55:00+05:30,514.75,514.75,514.75,514.75,0,535.5157565415245
5m,2026-06-08 10:00:00+05:30,514.75,514.75,493.0,500.95,260,535.0764870931538
5m,2026-06-08 10:05:00+05:30,500.95,500.95,494.4,494.4,130,534.8190078037904
5m,2026-06-08 10:10:00+05:30,494.4,498.05,494.4,498.05,130,534.5666112956811
5m,2026-06-08 10:15:00+05:30,498.05,512.65,498.05,512.65,65,534.4779249448125
5m,2026-06-08 10:20:00+05:30,512.65,512.65,512.65,512.65,0,534.4779249448125
5m,2026-06-08 10:25:00+05:30,512.65,512.65,503.4,504.65,260,534.1174291938999
5m,2026-06-08 10:30:00+05:30,504.65,504.65,488.35,488.35,65,533.9860477741586
5m,2026-06-08 10:35:00+05:30,488.35,488.35,482.95,488.35,195,533.5269892473118
5m,2026-06-08 10:40:00+05:30,488.35,488.35,481.15,481.15,65,533.3662915326903
5m,2026-06-08 10:45:00+05:30,481.15,500.0,481.15,500.0,65,533.2392094017094
5m,2026-06-08 10:50:00+05:30,500.0,500.0,487.45,487.45,130,532.9742038216561
5m,2026-06-08 10:55:00+05:30,487.45,490.7,482.05,482.05,910,530.9236788617887
5m,2026-06-08 11:00:00+05:30,482.05,486.15,482.05,486.15,65,530.783434650456
5m,2026-06-08 11:05:00+05:30,486.15,486.15,484.15,484.15,130,530.5056898288017
5m,2026-06-08 11:10:00+05:30,484.15,484.15,484.15,484.15,0,530.5056898288017
5m,2026-06-08 11:15:00+05:30,484.15,495.0,484.15,495.0,65,530.3878514056225
5m,2026-06-08 11:20:00+05:30,495.0,495.0,495.0,495.0,0,530.3878514056225
5m,2026-06-08 11:25:00+05:30,495.0,501.0,495.0,501.0,130,530.1999001996008
5m,2026-06-08 11:30:00+05:30,501.0,501.0,492.0,494.0,2015,527.2669406392695
5m,2026-06-08 11:35:00+05:30,494.0,494.0,493.9,493.9,65,527.1758652094718
5m,2026-06-08 11:40:00+05:30,493.9,493.9,493.9,493.9,0,527.1758652094718
5m,2026-06-08 11:45:00+05:30,493.9,493.9,485.0,485.0,260,526.751981981982
5m,2026-06-08 11:50:00+05:30,485.0,485.0,483.0,485.0,455,525.964367816092
5m,2026-06-08 11:55:00+05:30,485.0,487.2,476.6,487.2,325,525.4107329842932
5m,2026-06-08 12:00:00+05:30,487.2,487.2,485.75,486.5,195,525.1074025974026
5m,2026-06-08 12:05:00+05:30,486.5,486.5,486.5,486.5,0,525.1074025974026
5m,2026-06-08 12:10:00+05:30,486.5,486.5,465.0,469.1,1495,522.2000408496732
5m,2026-06-08 12:15:00+05:30,469.1,475.0,468.0,475.0,130,521.9584146341464
5m,2026-06-08 12:20:00+05:30,475.0,475.0,462.0,464.25,195,521.5598062953995
5m,2026-06-08 12:25:00+05:30,464.25,469.0,464.25,469.0,65,521.4290257648953
5m,2026-06-08 12:30:00+05:30,469.0,469.5,469.0,469.5,65,521.3034939759036
5m,2026-06-08 12:35:00+05:30,469.5,469.5,463.25,465.8,130,521.0391286970424
5m,2026-06-08 12:40:00+05:30,465.8,465.8,437.6,448.0,715,519.2253504672897
5m,2026-06-08 12:45:00+05:30,448.0,451.0,448.0,451.0,195,518.7435034802784
5m,2026-06-08 12:50:00+05:30,451.0,451.0,425.0,442.6,1235,515.3990740740741
5m,2026-06-08 12:55:00+05:30,442.6,444.6,436.1,444.6,195,514.9114422369389
5m,2026-06-08 13:00:00+05:30,444.6,448.0,439.85,448.0,455,513.851884057971
5m,2026-06-08 13:05:00+05:30,448.0,448.0,448.0,448.0,0,513.851884057971
5m,2026-06-08 13:10:00+05:30,448.0,448.0,448.0,448.0,0,513.851884057971
5m,2026-06-08 13:15:00+05:30,448.0,448.0,448.0,448.0,0,513.851884057971
5m,2026-06-08 13:20:00+05:30,448.0,465.9,448.0,465.9,1170,511.8214783821478
5m,2026-06-08 13:25:00+05:30,465.9,471.45,465.9,469.6,585,511.02980835044485
5m,2026-06-08 13:30:00+05:30,469.6,469.6,467.15,467.15,65,510.94156420765023
5m,2026-06-08 13:35:00+05:30,467.15,480.9,467.15,480.9,520,510.3830981182795
5m,2026-06-08 13:40:00+05:30,480.9,491.0,480.9,491.0,195,510.2463259853039
5m,2026-06-08 13:45:00+05:30,491.0,513.85,491.0,513.85,325,510.20651455026456
5m,2026-06-08 13:50:00+05:30,513.85,513.85,502.95,502.95,260,510.17798556430444
5m,2026-06-08 13:55:00+05:30,502.95,518.95,502.95,508.2,390,510.17629701686116
5m,2026-06-08 14:00:00+05:30,508.2,508.2,494.0,504.15,585,510.0376035691523
5m,2026-06-08 14:05:00+05:30,504.15,517.3,504.15,517.3,2665,510.2468971631206
5m,2026-06-08 14:10:00+05:30,517.3,521.0,511.55,521.0,910,510.4310553633218
5m,2026-06-08 14:15:00+05:30,521.0,531.45,519.1,528.85,1820,511.1719746974697
5m,2026-06-08 14:20:00+05:30,528.85,528.85,526.15,526.15,130,511.2242050438596
5m,2026-06-08 14:25:00+05:30,526.15,528.2,519.35,528.2,1560,511.75683016877633
5m,2026-06-08 14:30:00+05:30,528.2,528.2,514.9,522.6,2405,512.317812655705
