tf,date,open,high,low,close,volume,vwap
5m,2026-06-02 09:15:00+05:30,95.95,108.0,80.85,81.85,1027780,90.23333333333333
5m,2026-06-02 09:20:00+05:30,81.85,87.85,80.5,82.65,419315,88.33055443261614
5m,2026-06-02 09:25:00+05:30,82.65,85.65,78.45,82.6,309400,87.25655182622211
5m,2026-06-02 09:30:00+05:30,82.6,86.35,78.1,78.6,304200,86.33541936094376
5m,2026-06-02 09:35:00+05:30,78.6,79.6,73.1,75.45,358475,84.81131576119083
5m,2026-06-02 09:40:00+05:30,75.45,82.55,73.25,74.25,413595,83.62459787522086
5m,2026-06-02 09:45:00+05:30,74.25,80.7,73.55,77.0,298090,83.0018013716168
5m,2026-06-02 09:50:00+05:30,77.0,78.0,69.05,69.85,353145,81.91704601990051
5m,2026-06-02 09:55:00+05:30,69.85,71.35,66.1,67.8,253630,81.0009304024208
5m,2026-06-02 10:00:00+05:30,67.8,69.9,66.55,67.2,187980,80.37278703182437
5m,2026-06-02 10:05:00+05:30,67.2,72.75,65.7,72.0,256425,79.74596823077762
5m,2026-06-02 10:10:00+05:30,72.0,75.0,71.0,74.8,176995,79.49641600310161
5m,2026-06-02 10:15:00+05:30,74.8,79.2,66.35,67.65,358605,78.85563937227023
5m,2026-06-02 10:20:00+05:30,67.65,68.3,55.75,57.6,368420,77.52962861195958
5m,2026-06-02 10:25:00+05:30,57.6,59.15,53.3,56.3,310245,76.30621657431945
5m,2026-06-02 10:30:00+05:30,56.3,61.8,55.45,59.95,423865,75.05071233662048
5m,2026-06-02 10:35:00+05:30,59.95,62.95,59.0,59.15,221065,74.51338325694162
5m,2026-06-02 10:40:00+05:30,59.15,60.4,56.6,59.2,105105,74.24353754446079
5m,2026-06-02 10:45:00+05:30,59.2,63.5,58.5,62.95,147485,73.94842934550614
5m,2026-06-02 10:50:00+05:30,62.75,71.0,62.0,69.25,306605,73.64501386905643
5m,2026-06-02 10:55:00+05:30,69.25,74.4,66.85,69.65,322790,73.48905496458896
5m,2026-06-02 11:00:00+05:30,69.0,71.2,65.35,69.25,153465,73.38303083743602
5m,2026-06-02 11:05:00+05:30,69.25,71.9,67.0,71.4,174915,73.30384117792937
5m,2026-06-02 11:10:00+05:30,71.4,71.6,64.25,66.55,214110,73.13643603205146
5m,2026-06-02 11:15:00+05:30,66.55,71.0,65.45,66.4,126685,73.04433433784794
5m,2026-06-02 11:20:00+05:30,66.4,66.4,55.55,55.8,254280,72.59731371184634
5m,2026-06-02 11:25:00+05:30,55.8,62.9,55.4,60.05,176540,72.30802466635342
5m,2026-06-02 11:30:00+05:30,60.05,62.2,59.4,61.7,94250,72.1778908160106
5m,2026-06-02 11:35:00+05:30,61.7,70.65,60.7,70.35,207025,72.05492260682394
5m,2026-06-02 11:40:00+05:30,70.1,70.65,65.65,69.15,394810,71.89320091245911
5m,2026-06-02 11:45:00+05:30,69.05,71.4,66.15,68.05,241865,71.80251685235692
5m,2026-06-02 11:50:00+05:30,68.05,69.7,66.0,69.65,174200,71.73858850846237
5m,2026-06-02 11:55:00+05:30,69.65,72.0,66.85,71.45,278135,71.69017409757659
5m,2026-06-02 12:00:00+05:30,71.45,73.6,67.0,70.35,239655,71.65607456288018
5m,2026-06-02 12:05:00+05:30,70.35,72.55,66.1,66.5,270530,71.56685617969679
5m,2026-06-02 12:10:00+05:30,66.5,72.6,66.5,70.9,171795,71.54019294122698
5m,2026-06-02 12:15:00+05:30,71.0,72.4,68.45,70.0,289445,71.50516217265034
