tf,date,open,high,low,close,volume,vwap
5m,2026-06-02 09:15:00+05:30,102.7,123.1,93.85,95.15,161915,104.03333333333335
5m,2026-06-02 09:20:00+05:30,95.15,100.85,93.0,95.55,73775,101.66483728626586
5m,2026-06-02 09:25:00+05:30,95.55,98.6,90.6,95.7,41535,100.66128956623682
5m,2026-06-02 09:30:00+05:30,95.7,99.5,90.65,91.45,59670,99.45784294809955
5m,2026-06-02 09:35:00+05:30,91.45,92.4,84.85,87.2,50115,97.99355895196507
5m,2026-06-02 09:40:00+05:30,87.2,95.65,85.05,86.7,45305,97.0650403448103
5m,2026-06-02 09:45:00+05:30,86.7,93.65,86.0,89.85,39845,96.45476551027899
5m,2026-06-02 09:50:00+05:30,89.85,90.8,80.45,81.55,40365,95.49486577890508
5m,2026-06-02 09:55:00+05:30,81.55,82.9,77.3,79.05,63245,93.76538345751486
5m,2026-06-02 10:00:00+05:30,79.05,80.8,77.5,77.75,57395,92.39822913458576
5m,2026-06-02 10:05:00+05:30,77.75,84.25,76.75,82.6,46410,91.63347202295552
5m,2026-06-02 10:10:00+05:30,82.6,87.25,82.55,86.85,19175,91.46653023255813
5m,2026-06-02 10:15:00+05:30,86.85,92.1,77.65,79.0,50700,90.88813529921943
5m,2026-06-02 10:20:00+05:30,79.0,79.7,65.4,67.5,83005,88.8917727284558
5m,2026-06-02 10:25:00+05:30,67.6,69.25,62.7,65.95,62140,87.29935818256679
5m,2026-06-02 10:30:00+05:30,65.95,72.2,64.95,70.45,45890,86.41621858225633
5m,2026-06-02 10:35:00+05:30,70.45,73.1,69.1,69.1,36985,85.81146650707097
5m,2026-06-02 10:40:00+05:30,69.1,70.55,66.25,68.6,23725,85.4004522928434
5m,2026-06-02 10:45:00+05:30,68.6,74.35,68.6,73.3,26715,85.05434530584715
5m,2026-06-02 10:50:00+05:30,73.3,82.5,72.3,80.7,73905,84.61470808015261
5m,2026-06-02 10:55:00+05:30,80.7,86.55,78.2,81.15,56160,84.48628215922912
5m,2026-06-02 11:00:00+05:30,81.15,83.0,76.65,80.85,31980,84.37019264033795
5m,2026-06-02 11:05:00+05:30,80.85,84.0,78.25,82.7,53755,84.25262185986551
5m,2026-06-02 11:10:00+05:30,82.7,83.8,75.3,77.45,52195,84.0350211499557
5m,2026-06-02 11:15:00+05:30,77.45,83.0,76.9,78.0,27950,83.93505261779677
5m,2026-06-02 11:20:00+05:30,78.0,78.0,65.3,65.65,67925,83.23787907092597
5m,2026-06-02 11:25:00+05:30,65.65,73.6,65.05,69.9,39910,82.8553845455371
5m,2026-06-02 11:30:00+05:30,69.9,72.95,69.55,72.15,19045,82.70696939827054
5m,2026-06-02 11:35:00+05:30,72.15,82.5,71.65,82.35,59215,82.55505883197016
5m,2026-06-02 11:40:00+05:30,82.35,82.4,76.75,80.75,37505,82.49232508645916
5m,2026-06-02 11:45:00+05:30,80.75,83.15,77.3,79.25,37375,82.43119035900801
5m,2026-06-02 11:50:00+05:30,79.25,80.9,77.25,80.9,56355,82.33683446209092
5m,2026-06-02 11:55:00+05:30,80.9,84.2,78.1,83.2,29445,82.32796021061915
5m,2026-06-02 12:00:00+05:30,83.2,86.0,78.4,82.0,41925,82.3231955567364
5m,2026-06-02 12:05:00+05:30,82.0,84.95,77.65,78.15,65650,82.24665472578621
5m,2026-06-02 12:10:00+05:30,78.15,85.0,78.15,83.0,40625,82.24226228766112
5m,2026-06-02 12:15:00+05:30,83.0,84.05,80.4,82.25,18395,82.24217288755234
5m,2026-06-02 12:20:00+05:30,82.25,83.45,80.7,82.9,32370,82.24403979649782
5m,2026-06-02 12:25:00+05:30,82.9,85.25,80.65,84.0,23465,82.2571287140045
5m,2026-06-02 12:30:00+05:30,84.0,85.15,62.75,68.8,144105,81.54806536698467
5m,2026-06-02 12:35:00+05:30,68.8,71.15,66.0,66.8,83330,81.01500628391013
5m,2026-06-02 12:40:00+05:30,66.8,67.9,58.55,59.25,112125,80.05502649353674
5m,2026-06-02 12:45:00+05:30,59.35,59.35,48.15,49.45,163605,78.16115828021158
5m,2026-06-02 12:50:00+05:30,49.45,51.35,46.05,49.35,99450,76.99579632764683
5m,2026-06-02 12:55:00+05:30,49.05,50.15,44.5,46.2,65845,76.22345589727973
5m,2026-06-02 13:00:00+05:30,46.2,49.5,45.95,47.55,31785,75.87344787828658
5m,2026-06-02 13:05:00+05:30,47.55,48.45,45.15,47.85,28275,75.56365169096499
5m,2026-06-02 13:10:00+05:30,47.85,48.15,40.65,43.95,63765,74.8200917386779
5m,2026-06-02 13:15:00+05:30,43.95,44.8,42.5,44.0,58045,74.1630593596487
5m,2026-06-02 13:20:00+05:30,44.0,44.9,41.0,41.0,76765,73.2957425803428
5m,2026-06-02 13:25:00+05:30,41.0,42.4,38.3,38.45,59410,72.6029529055025
5m,2026-06-02 13:30:00+05:30,38.45,38.45,35.8,36.6,112515,71.2622494496582
5m,2026-06-02 13:35:00+05:30,36.6,38.0,35.65,36.5,65260,70.52486180797686
5m,2026-06-02 13:40:00+05:30,36.55,38.65,36.55,38.65,42185,70.08151305441962
5m,2026-06-02 13:45:00+05:30,38.65,38.65,34.6,35.3,35685,69.69568354272918
5m,2026-06-02 13:50:00+05:30,35.3,37.0,34.35,35.9,31915,69.35361416110825
5m,2026-06-02 13:55:00+05:30,35.9,37.15,35.35,36.0,32110,69.02052425553816
5m,2026-06-02 14:00:00+05:30,36.0,36.1,34.0,34.7,48165,68.51494762476646
5m,2026-06-02 14:05:00+05:30,34.7,35.5,32.25,32.9,49595,67.98898790160938
5m,2026-06-02 14:10:00+05:30,32.9,33.9,32.75,33.55,54470,67.42682712385975
5m,2026-06-02 14:15:00+05:30,33.3,36.1,32.8,35.6,50440,66.94356382673824
5m,2026-06-02 14:20:00+05:30,35.6,35.7,30.3,32.1,67080,66.28139369296782
5m,2026-06-02 14:25:00+05:30,32.1,34.5,31.9,33.85,69940,65.63188600116324
5m,2026-06-02 14:30:00+05:30,33.65,35.05,33.35,34.25,70200,65.0208380609335
5m,2026-06-02 14:35:00+05:30,34.3,38.05,34.2,38.0,83720,64.37991363479014
5m,2026-06-02 14:40:00+05:30,38.0,44.7,37.9,43.2,147615,63.517138875724946
5m,2026-06-02 14:45:00+05:30,43.2,47.9,41.1,41.1,96590,63.02277530130427
5m,2026-06-02 14:50:00+05:30,40.5,41.35,38.15,40.1,46215,62.75411138852172
5m,2026-06-02 14:55:00+05:30,40.1,43.65,40.0,43.3,41730,62.542221791579856
5m,2026-06-02 15:00:00+05:30,43.3,45.15,35.55,37.0,91715,62.02292975863411
5m,2026-06-02 15:05:00+05:30,37.0,37.0,32.2,32.6,128310,61.173893448480015
5m,2026-06-02 15:10:00+05:30,32.6,34.45,31.6,34.25,128700,60.35760660642808
5m,2026-06-02 15:15:00+05:30,34.3,35.15,30.4,31.45,268710,58.73552453492387
5m,2026-06-02 15:20:00+05:30,31.45,32.1,30.75,31.95,104910,58.13586496157146
5m,2026-06-02 15:25:00+05:30,31.95,33.0,31.5,32.15,188175,57.14765093747393
5m,2026-06-03 09:15:00+05:30,37.9,89.9,37.9,88.05,2077660,71.95
5m,2026-06-03 09:20:00+05:30,88.05,97.3,87.35,91.75,1243840,79.50828310502283
5m,2026-06-03 09:25:00+05:30,91.75,104.7,90.05,96.1,1252550,84.28449291838378
5m,2026-06-03 09:30:00+05:30,96.1,109.35,92.85,109.0,1243905,88.44274265327479
5m,2026-06-03 09:35:00+05:30,109.0,111.0,98.85,101.4,954135,90.5994165882812
5m,2026-06-03 09:40:00+05:30,101.4,108.1,100.3,102.75,569140,91.61635131306332
5m,2026-06-03 09:45:00+05:30,102.75,108.6,98.2,100.95,603980,92.45004076879863
5m,2026-06-03 09:50:00+05:30,100.95,110.7,91.35,110.4,1152125,93.93177311450732
5m,2026-06-03 09:55:00+05:30,110.4,116.9,99.85,105.8,1475890,95.82805438580311
5m,2026-06-03 10:00:00+05:30,105.8,109.45,95.2,95.2,734760,96.09588643187385
5m,2026-06-03 10:05:00+05:30,95.2,104.5,94.2,104.4,663390,96.3694935070811
5m,2026-06-03 10:10:00+05:30,104.4,115.5,104.4,113.25,877110,97.37166761943786
5m,2026-06-03 10:15:00+05:30,113.25,119.35,101.6,103.15,871845,98.04915277790936
5m,2026-06-03 10:20:00+05:30,103.15,105.3,96.95,104.4,631345,98.23248601644057
5m,2026-06-03 10:25:00+05:30,104.4,107.9,99.95,105.9,645710,98.50592072662444
5m,2026-06-03 10:30:00+05:30,105.85,122.25,102.75,116.85,922870,99.40118763277765
5m,2026-06-03 10:35:00+05:30,116.85,119.15,105.8,110.95,652080,99.89560785590362
5m,2026-06-03 10:40:00+05:30,110.95,113.8,105.0,113.5,443040,100.17866443828987
5m,2026-06-03 10:45:00+05:30,113.5,116.25,107.65,108.35,450450,100.45130303988884
5m,2026-06-03 10:50:00+05:30,108.15,114.85,107.3,107.75,371150,100.64929777891149
5m,2026-06-03 10:55:00+05:30,107.75,117.45,107.5,114.5,473200,100.97236035428388
5m,2026-06-03 11:00:00+05:30,114.5,119.9,109.35,115.7,524355,101.3624270953403
5m,2026-06-03 11:05:00+05:30,115.7,125.65,115.3,122.0,775255,102.13812176336116
5m,2026-06-03 11:10:00+05:30,122.0,124.35,117.6,122.0,466050,102.58334164348994
5m,2026-06-03 11:15:00+05:30,122.0,122.7,111.1,114.0,580905,102.9587676266116
5m,2026-06-03 11:20:00+05:30,114.0,117.85,106.7,112.6,494585,103.17914383614263
5m,2026-06-03 11:25:00+05:30,112.6,120.5,110.65,116.35,430690,103.43167043639498
5m,2026-06-03 11:30:00+05:30,116.35,117.0,108.55,113.0,374335,103.59224404709039
5m,2026-06-03 11:35:00+05:30,113.0,121.75,112.55,118.9,417495,103.85611617419057
5m,2026-06-03 11:40:00+05:30,118.9,123.0,113.2,116.75,406965,104.1025353283458
5m,2026-06-03 11:45:00+05:30,116.75,116.8,112.45,114.95,199355,104.1947584580006
5m,2026-06-03 11:50:00+05:30,114.95,118.45,111.7,115.7,275600,104.32616721774863
5m,2026-06-03 11:55:00+05:30,115.7,126.3,115.25,124.7,557700,104.74203158451179
5m,2026-06-03 12:00:00+05:30,124.7,149.0,120.8,139.95,1415635,106.52868513938267
5m,2026-06-03 12:05:00+05:30,139.95,141.8,129.45,132.3,622310,107.20242791721353
5m,2026-06-03 12:10:00+05:30,132.3,138.5,129.9,133.5,408200,107.61847226278938
5m,2026-06-03 12:15:00+05:30,133.65,136.9,129.6,132.65,300820,107.90650646155451
5m,2026-06-03 12:20:00+05:30,132.65,133.3,124.2,128.4,509600,108.29669409614002
5m,2026-06-03 12:25:00+05:30,128.4,129.1,103.75,107.45,852735,108.45356223079386
5m,2026-06-03 12:30:00+05:30,107.45,107.45,82.35,83.2,1090830,107.79735712114727
5m,2026-06-03 12:35:00+05:30,83.1,85.25,72.05,73.5,1249105,106.52343224222116
5m,2026-06-03 12:40:00+05:30,73.5,76.2,69.1,75.35,601575,105.88074769832328
