tf,date,open,high,low,close,volume
5m,2026-05-06 09:15:00+05:30,33.05,36.85,24.3,36.15,839280
5m,2026-05-06 09:20:00+05:30,36.15,39.95,32.0,35.25,556270
5m,2026-05-06 09:25:00+05:30,35.25,40.5,34.25,39.0,353470
5m,2026-05-06 09:30:00+05:30,39.0,41.05,36.35,40.55,345670
5m,2026-05-06 09:35:00+05:30,40.55,44.4,39.45,43.6,389025
5m,2026-05-06 09:40:00+05:30,43.6,47.95,42.7,43.95,427765
5m,2026-05-06 09:45:00+05:30,43.95,46.25,42.15,44.35,326755
5m,2026-05-06 09:50:00+05:30,44.35,49.2,40.65,40.7,527605
5m,2026-05-06 09:55:00+05:30,40.7,42.6,37.6,42.6,326040
5m,2026-05-06 10:00:00+05:30,42.6,48.0,42.1,47.4,495885
5m,2026-05-06 10:05:00+05:30,47.4,49.6,46.6,47.1,408785
5m,2026-05-06 10:10:00+05:30,47.1,48.25,39.3,40.45,263120
5m,2026-05-06 10:15:00+05:30,40.45,44.85,39.25,40.15,293150
5m,2026-05-06 10:20:00+05:30,40.15,40.7,37.4,40.65,229515
5m,2026-05-06 10:25:00+05:30,40.65,43.0,39.0,43.0,195065
5m,2026-05-06 10:30:00+05:30,43.0,44.6,40.2,43.8,231725
5m,2026-05-06 10:35:00+05:30,43.8,45.9,42.2,43.5,264095
5m,2026-05-06 10:40:00+05:30,43.5,43.6,37.8,39.3,297505
5m,2026-05-06 10:45:00+05:30,39.3,42.75,39.1,41.1,171340
5m,2026-05-06 10:50:00+05:30,41.1,49.9,40.7,48.75,408915
5m,2026-05-06 10:55:00+05:30,48.75,49.7,46.25,47.8,256945
5m,2026-05-06 11:00:00+05:30,47.8,55.55,45.2,55.55,397345
5m,2026-05-06 11:05:00+05:30,54.9,54.9,47.2,47.65,393575
5m,2026-05-06 11:10:00+05:30,47.65,51.0,47.55,48.8,198835
5m,2026-05-06 11:15:00+05:30,48.8,50.15,44.2,49.75,258765
5m,2026-05-06 11:20:00+05:30,49.75,50.5,45.0,48.2,171145
5m,2026-05-06 11:25:00+05:30,48.2,48.6,43.3,43.5,150670
5m,2026-05-06 11:30:00+05:30,43.5,43.9,41.4,42.0,187655
5m,2026-05-06 11:35:00+05:30,42.0,53.0,42.0,50.25,492310
5m,2026-05-06 11:40:00+05:30,50.25,51.05,43.55,44.25,344305
5m,2026-05-06 11:45:00+05:30,44.25,45.65,42.55,43.15,187980
5m,2026-05-06 11:50:00+05:30,42.95,45.2,41.8,41.8,175370
5m,2026-05-06 11:55:00+05:30,41.8,44.35,40.55,44.0,210405
5m,2026-05-06 12:00:00+05:30,44.0,46.7,42.45,44.5,186550
5m,2026-05-06 12:05:00+05:30,44.5,48.8,44.5,46.7,318760
5m,2026-05-06 12:10:00+05:30,46.7,51.25,46.3,50.3,223405
5m,2026-05-06 12:15:00+05:30,50.3,53.25,49.2,51.0,343395
5m,2026-05-06 12:20:00+05:30,51.05,67.75,51.05,63.7,851240
5m,2026-05-06 12:25:00+05:30,63.7,66.0,58.5,59.65,563355
5m,2026-05-06 12:30:00+05:30,59.65,63.85,59.5,61.1,325065
5m,2026-05-06 12:35:00+05:30,61.1,65.95,60.35,63.95,236990
5m,2026-05-06 12:40:00+05:30,63.95,70.85,61.9,69.05,532545
5m,2026-05-06 12:45:00+05:30,69.05,74.0,66.8,69.8,450450
5m,2026-05-06 12:50:00+05:30,69.75,76.8,68.5,72.65,500825
5m,2026-05-06 12:55:00+05:30,72.65,73.8,68.55,68.55,228735
5m,2026-05-06 13:00:00+05:30,68.75,78.5,68.5,77.3,391105
5m,2026-05-06 13:05:00+05:30,77.3,77.55,65.35,66.0,420615
5m,2026-05-06 13:10:00+05:30,65.9,67.7,63.15,64.1,279565
5m,2026-05-06 13:15:00+05:30,64.1,66.0,54.75,56.65,289185
5m,2026-05-06 13:20:00+05:30,56.6,56.6,51.9,53.2,224250
5m,2026-05-06 13:25:00+05:30,53.2,53.7,50.75,51.0,157235
5m,2026-05-06 13:30:00+05:30,51.0,51.85,46.7,49.25,261430
5m,2026-05-06 13:35:00+05:30,49.25,49.25,43.65,45.6,191620
5m,2026-05-06 13:40:00+05:30,45.6,47.25,44.85,45.8,146380
5m,2026-05-06 13:45:00+05:30,46.05,47.0,44.2,45.65,141180
5m,2026-05-06 13:50:00+05:30,45.65,46.25,43.1,43.2,147940
5m,2026-05-06 13:55:00+05:30,43.2,45.55,42.0,44.2,148330
5m,2026-05-06 14:00:00+05:30,44.2,45.35,41.9,42.75,151060
5m,2026-05-06 14:05:00+05:30,42.75,45.45,42.0,44.5,125450
5m,2026-05-06 14:10:00+05:30,44.5,44.65,36.95,37.0,369330
5m,2026-05-06 14:15:00+05:30,37.0,37.0,34.4,36.5,480285
