tf,date,open,high,low,close,volume
5m,2026-05-06 09:15:00+05:30,17.9,19.6,11.25,17.35,2074215
5m,2026-05-06 09:20:00+05:30,17.35,19.0,15.45,16.65,961610
5m,2026-05-06 09:25:00+05:30,16.65,19.0,16.15,18.15,618995
5m,2026-05-06 09:30:00+05:30,18.15,19.1,17.15,18.9,487890
5m,2026-05-06 09:35:00+05:30,18.9,20.75,18.5,20.55,484120
5m,2026-05-06 09:40:00+05:30,20.55,21.9,20.0,20.4,455845
5m,2026-05-06 09:45:00+05:30,20.4,21.4,19.55,20.45,387270
5m,2026-05-06 09:50:00+05:30,20.45,22.85,18.75,18.75,526825
5m,2026-05-06 09:55:00+05:30,18.75,19.55,17.25,19.55,494975
5m,2026-05-06 10:00:00+05:30,19.55,21.8,19.25,21.35,591630
5m,2026-05-06 10:05:00+05:30,21.35,22.4,20.95,21.25,423085
5m,2026-05-06 10:10:00+05:30,21.3,21.8,18.0,18.25,361270
5m,2026-05-06 10:15:00+05:30,18.25,20.4,17.9,18.15,355290
5m,2026-05-06 10:20:00+05:30,18.15,18.65,17.25,18.6,208780
5m,2026-05-06 10:25:00+05:30,18.6,19.7,17.95,19.55,245440
5m,2026-05-06 10:30:00+05:30,19.55,20.3,18.3,19.8,340405
5m,2026-05-06 10:35:00+05:30,19.8,20.65,19.0,19.4,233610
5m,2026-05-06 10:40:00+05:30,19.4,19.5,17.1,17.8,397020
5m,2026-05-06 10:45:00+05:30,17.8,19.15,17.65,18.4,222755
5m,2026-05-06 10:50:00+05:30,18.4,22.15,18.1,21.8,494000
5m,2026-05-06 10:55:00+05:30,21.8,22.1,20.4,21.1,361465
5m,2026-05-06 11:00:00+05:30,21.0,24.4,19.8,24.4,553280
5m,2026-05-06 11:05:00+05:30,24.4,24.75,21.1,21.3,566410
5m,2026-05-06 11:10:00+05:30,21.35,22.6,21.1,21.55,249795
5m,2026-05-06 11:15:00+05:30,21.55,22.2,19.7,22.15,290940
5m,2026-05-06 11:20:00+05:30,22.15,22.5,19.95,21.3,188305
5m,2026-05-06 11:25:00+05:30,21.3,21.45,19.3,19.5,134875
5m,2026-05-06 11:30:00+05:30,19.5,19.55,18.25,18.45,249405
5m,2026-05-06 11:35:00+05:30,18.45,23.1,18.45,22.1,590265
5m,2026-05-06 11:40:00+05:30,22.1,22.55,19.15,19.5,386165
5m,2026-05-06 11:45:00+05:30,19.5,20.1,18.65,19.0,178945
5m,2026-05-06 11:50:00+05:30,19.0,19.65,18.3,18.35,239655
5m,2026-05-06 11:55:00+05:30,18.35,19.3,17.85,19.3,241800
5m,2026-05-06 12:00:00+05:30,19.25,20.3,18.6,19.5,164515
5m,2026-05-06 12:05:00+05:30,19.5,21.25,19.5,20.4,325715
5m,2026-05-06 12:10:00+05:30,20.4,22.35,20.2,21.95,328055
5m,2026-05-06 12:15:00+05:30,21.95,23.15,21.35,22.15,395785
5m,2026-05-06 12:20:00+05:30,22.3,30.85,22.25,28.55,1082445
5m,2026-05-06 12:25:00+05:30,28.55,30.2,26.0,26.6,716365
5m,2026-05-06 12:30:00+05:30,26.6,28.65,26.5,27.35,472160
5m,2026-05-06 12:35:00+05:30,27.35,30.0,27.0,28.95,538525
5m,2026-05-06 12:40:00+05:30,28.95,32.0,27.6,30.85,729560
5m,2026-05-06 12:45:00+05:30,30.8,33.85,29.7,31.5,705965
5m,2026-05-06 12:50:00+05:30,31.5,35.5,30.9,33.25,948545
5m,2026-05-06 12:55:00+05:30,33.25,33.9,31.3,31.3,365430
5m,2026-05-06 13:00:00+05:30,31.45,36.95,31.35,36.1,508885
5m,2026-05-06 13:05:00+05:30,36.1,36.4,30.2,30.35,658450
5m,2026-05-06 13:10:00+05:30,30.35,31.1,29.1,29.45,424905
5m,2026-05-06 13:15:00+05:30,29.35,30.3,25.0,25.9,499460
5m,2026-05-06 13:20:00+05:30,25.9,25.95,23.5,24.3,265850
5m,2026-05-06 13:25:00+05:30,24.3,24.5,23.05,23.2,300690
5m,2026-05-06 13:30:00+05:30,23.3,23.35,21.0,21.85,332215
5m,2026-05-06 13:35:00+05:30,21.85,22.05,19.85,20.7,292760
5m,2026-05-06 13:40:00+05:30,20.7,21.4,20.35,20.6,205660
5m,2026-05-06 13:45:00+05:30,20.7,21.15,19.9,20.35,214955
5m,2026-05-06 13:50:00+05:30,20.35,20.75,19.5,19.5,216255
5m,2026-05-06 13:55:00+05:30,19.5,20.55,19.05,19.9,276900
5m,2026-05-06 14:00:00+05:30,19.9,20.3,19.1,19.5,303160
5m,2026-05-06 14:05:00+05:30,19.7,20.75,19.25,20.1,224835
5m,2026-05-06 14:10:00+05:30,20.25,20.25,16.55,16.6,636935
5m,2026-05-06 14:15:00+05:30,16.65,16.65,15.5,16.35,544700
5m,2026-05-06 14:20:00+05:30,16.35,16.35,11.75,11.75,1830725
5m,2026-05-06 14:25:00+05:30,11.75,12.15,10.95,11.2,1861925
5m,2026-05-06 14:30:00+05:30,11.2,11.6,10.25,11.0,1153035
5m,2026-05-06 14:35:00+05:30,11.0,11.35,10.7,11.1,600600
5m,2026-05-06 14:40:00+05:30,11.1,11.2,10.55,10.75,563160
5m,2026-05-06 14:45:00+05:30,10.7,10.75,10.05,10.5,825760
5m,2026-05-06 14:50:00+05:30,10.5,11.15,10.2,11.0,1141790
5m,2026-05-06 14:55:00+05:30,11.0,11.05,10.15,10.35,350870
5m,2026-05-06 15:00:00+05:30,10.35,10.5,9.25,9.6,849225
5m,2026-05-06 15:05:00+05:30,9.6,10.0,9.0,9.0,429845
5m,2026-05-06 15:10:00+05:30,9.0,9.2,8.7,8.8,775775
5m,2026-05-06 15:15:00+05:30,8.8,9.05,8.2,8.7,1051700
5m,2026-05-06 15:20:00+05:30,8.7,9.85,8.55,9.0,966290
5m,2026-05-06 15:25:00+05:30,9.0,9.0,6.85,7.05,825565
5m,2026-05-07 09:15:00+05:30,6.0,8.9,5.1,8.9,2128490
5m,2026-05-07 09:20:00+05:30,8.9,9.45,8.2,8.65,1153880
5m,2026-05-07 09:25:00+05:30,8.65,9.4,8.05,8.5,823550
5m,2026-05-07 09:30:00+05:30,8.5,8.5,7.4,7.85,767000
5m,2026-05-07 09:35:00+05:30,7.85,7.95,7.55,7.85,1147770
5m,2026-05-07 09:40:00+05:30,7.85,7.85,7.1,7.15,411840
5m,2026-05-07 09:45:00+05:30,7.15,7.8,7.0,7.8,425620
5m,2026-05-07 09:50:00+05:30,7.8,8.7,7.45,8.7,448370
5m,2026-05-07 09:55:00+05:30,8.7,8.85,7.9,8.05,176150
5m,2026-05-07 10:00:00+05:30,8.05,8.15,7.3,7.45,216125
5m,2026-05-07 10:05:00+05:30,7.5,8.55,7.4,8.15,254865
5m,2026-05-07 10:10:00+05:30,8.15,8.55,7.8,8.25,178880
5m,2026-05-07 10:15:00+05:30,8.25,8.35,7.65,7.7,186160
5m,2026-05-07 10:20:00+05:30,7.7,7.85,7.55,7.7,102960
5m,2026-05-07 10:25:00+05:30,7.7,7.8,7.4,7.55,93470
5m,2026-05-07 10:30:00+05:30,7.55,7.6,7.25,7.4,114465
5m,2026-05-07 10:35:00+05:30,7.4,7.5,7.2,7.25,87815
5m,2026-05-07 10:40:00+05:30,7.25,7.45,7.15,7.2,81250
5m,2026-05-07 10:45:00+05:30,7.2,7.4,7.15,7.35,100230
5m,2026-05-07 10:50:00+05:30,7.35,8.05,7.3,7.65,127920
5m,2026-05-07 10:55:00+05:30,7.65,7.85,7.55,7.65,70070
5m,2026-05-07 11:00:00+05:30,7.65,7.75,7.45,7.65,60970
5m,2026-05-07 11:05:00+05:30,7.65,8.4,7.6,8.3,104910
5m,2026-05-07 11:10:00+05:30,8.3,8.55,8.15,8.3,108745
5m,2026-05-07 11:15:00+05:30,8.3,8.8,7.95,8.65,131040
5m,2026-05-07 11:20:00+05:30,8.65,9.45,8.6,8.95,474045
5m,2026-05-07 11:25:00+05:30,8.95,9.65,8.85,8.85,369395
5m,2026-05-07 11:30:00+05:30,8.85,8.95,8.05,8.55,186290
5m,2026-05-07 11:35:00+05:30,8.6,8.9,8.4,8.6,104520
5m,2026-05-07 11:40:00+05:30,8.6,9.6,8.5,9.6,220090
5m,2026-05-07 11:45:00+05:30,9.6,9.9,8.8,8.85,171210
5m,2026-05-07 11:50:00+05:30,8.85,8.85,8.3,8.35,82875
5m,2026-05-07 11:55:00+05:30,8.35,8.35,8.0,8.25,187525
5m,2026-05-07 12:00:00+05:30,8.25,8.25,7.6,7.7,141245
5m,2026-05-07 12:05:00+05:30,7.7,7.85,7.45,7.6,132080
5m,2026-05-07 12:10:00+05:30,7.65,7.8,7.45,7.5,102115
5m,2026-05-07 12:15:00+05:30,7.5,7.7,7.45,7.65,350675
5m,2026-05-07 12:20:00+05:30,7.65,7.65,7.15,7.15,341575
5m,2026-05-07 12:25:00+05:30,7.15,7.6,7.05,7.6,84825
5m,2026-05-07 12:30:00+05:30,7.6,7.9,7.5,7.55,111085
5m,2026-05-07 12:35:00+05:30,7.55,7.65,6.4,6.55,416000
5m,2026-05-07 12:40:00+05:30,6.55,6.75,6.35,6.45,583895
5m,2026-05-07 12:45:00+05:30,6.45,6.7,5.8,6.2,654485
5m,2026-05-07 12:50:00+05:30,6.2,7.1,6.2,6.9,522925
5m,2026-05-07 12:55:00+05:30,6.9,7.25,6.7,6.85,274625
5m,2026-05-07 13:00:00+05:30,6.85,7.0,6.55,6.6,153010
5m,2026-05-07 13:05:00+05:30,6.6,6.75,6.35,6.65,106145
5m,2026-05-07 13:10:00+05:30,6.65,6.9,6.5,6.55,167440
5m,2026-05-07 13:15:00+05:30,6.55,7.75,6.45,7.15,441805
5m,2026-05-07 13:20:00+05:30,7.15,7.2,6.7,7.0,185640
5m,2026-05-07 13:25:00+05:30,7.0,7.1,6.7,6.8,138710
5m,2026-05-07 13:30:00+05:30,6.8,7.15,6.75,6.85,108615
5m,2026-05-07 13:35:00+05:30,6.85,7.35,6.75,7.35,156390
5m,2026-05-07 13:40:00+05:30,7.35,7.45,6.65,6.85,182715
5m,2026-05-07 13:45:00+05:30,6.85,7.05,6.7,6.8,255450
5m,2026-05-07 13:50:00+05:30,6.8,6.9,6.65,6.7,67340
5m,2026-05-07 13:55:00+05:30,6.65,6.85,6.5,6.6,89700
5m,2026-05-07 14:00:00+05:30,6.6,6.8,6.4,6.6,88985
5m,2026-05-07 14:05:00+05:30,6.6,6.8,6.35,6.35,119210
5m,2026-05-07 14:10:00+05:30,6.35,6.45,6.2,6.35,73515
5m,2026-05-07 14:15:00+05:30,6.35,7.15,6.35,6.85,155220
5m,2026-05-07 14:20:00+05:30,6.85,6.95,6.15,6.15,174460
5m,2026-05-07 14:25:00+05:30,6.15,6.3,5.9,6.05,204945
5m,2026-05-07 14:30:00+05:30,6.1,6.15,5.75,5.9,231790
5m,2026-05-07 14:35:00+05:30,5.85,6.25,5.65,6.25,213785
5m,2026-05-07 14:40:00+05:30,6.25,6.6,6.05,6.5,295425
5m,2026-05-07 14:45:00+05:30,6.5,6.55,6.05,6.15,373165
5m,2026-05-07 14:50:00+05:30,6.15,6.15,5.85,5.85,154180
5m,2026-05-07 14:55:00+05:30,5.85,5.9,5.35,5.35,219765
5m,2026-05-07 15:00:00+05:30,5.35,5.65,5.05,5.35,613990
5m,2026-05-07 15:05:00+05:30,5.4,5.9,5.05,5.75,481325
5m,2026-05-07 15:10:00+05:30,5.75,5.9,5.45,5.6,574080
5m,2026-05-07 15:15:00+05:30,5.6,5.6,4.4,4.9,766610
5m,2026-05-07 15:20:00+05:30,4.9,4.9,4.2,4.7,842790
5m,2026-05-07 15:25:00+05:30,4.75,4.75,3.9,4.0,995215
5m,2026-05-08 09:15:00+05:30,4.5,7.8,4.5,6.9,3676595
5m,2026-05-08 09:20:00+05:30,6.9,7.2,6.7,6.75,1145560
5m,2026-05-08 09:25:00+05:30,6.75,6.8,6.4,6.55,631670
5m,2026-05-08 09:30:00+05:30,6.55,7.05,6.5,6.95,609960
5m,2026-05-08 09:35:00+05:30,6.95,7.05,6.65,6.9,304460
5m,2026-05-08 09:40:00+05:30,6.9,7.7,6.7,7.7,1046955
5m,2026-05-08 09:45:00+05:30,7.7,8.9,7.3,7.3,1496755
5m,2026-05-08 09:50:00+05:30,7.3,7.45,6.9,7.0,566150
5m,2026-05-08 09:55:00+05:30,7.0,7.05,6.4,6.4,320515
5m,2026-05-08 10:00:00+05:30,6.4,6.65,6.3,6.55,212290
5m,2026-05-08 10:05:00+05:30,6.55,6.65,6.35,6.55,255320
5m,2026-05-08 10:10:00+05:30,6.55,7.05,6.15,6.3,868790
5m,2026-05-08 10:15:00+05:30,6.3,6.9,6.15,6.4,672295
5m,2026-05-08 10:20:00+05:30,6.4,6.4,5.7,5.75,548860
5m,2026-05-08 10:25:00+05:30,5.75,5.95,5.7,5.95,296790
5m,2026-05-08 10:30:00+05:30,5.95,5.95,5.8,5.85,247975
5m,2026-05-08 10:35:00+05:30,5.9,6.0,5.8,6.0,215280
5m,2026-05-08 10:40:00+05:30,6.0,6.2,5.8,6.1,221195
5m,2026-05-08 10:45:00+05:30,6.1,6.3,5.95,6.25,167700
5m,2026-05-08 10:50:00+05:30,6.25,6.65,6.25,6.55,208650
5m,2026-05-08 10:55:00+05:30,6.55,6.7,6.35,6.6,255515
5m,2026-05-08 11:00:00+05:30,6.6,6.7,5.9,6.05,518505
5m,2026-05-08 11:05:00+05:30,6.05,6.05,5.7,5.9,216190
5m,2026-05-08 11:10:00+05:30,5.9,6.0,5.65,5.7,132600
5m,2026-05-08 11:15:00+05:30,5.65,6.05,5.55,6.0,212810
5m,2026-05-08 11:20:00+05:30,6.0,6.35,5.8,6.15,261560
5m,2026-05-08 11:25:00+05:30,6.15,6.3,6.0,6.15,168220
5m,2026-05-08 11:30:00+05:30,6.15,6.4,5.75,5.85,304265
5m,2026-05-08 11:35:00+05:30,5.85,6.1,5.7,5.95,183040
5m,2026-05-08 11:40:00+05:30,5.9,6.0,5.6,5.9,121095
5m,2026-05-08 11:45:00+05:30,5.9,6.0,5.75,5.9,104260
5m,2026-05-08 11:50:00+05:30,5.9,5.95,5.65,5.8,87100
5m,2026-05-08 11:55:00+05:30,5.8,6.2,5.75,5.85,200070
5m,2026-05-08 12:00:00+05:30,5.8,6.35,5.7,5.95,157690
5m,2026-05-08 12:05:00+05:30,5.95,6.45,5.85,6.4,241930
5m,2026-05-08 12:10:00+05:30,6.4,6.5,6.1,6.3,351780
5m,2026-05-08 12:15:00+05:30,6.3,6.65,6.25,6.25,415870
5m,2026-05-08 12:20:00+05:30,6.25,6.5,6.0,6.25,432900
5m,2026-05-08 12:25:00+05:30,6.25,6.25,5.9,6.05,295295
5m,2026-05-08 12:30:00+05:30,6.05,6.65,6.0,6.35,462085
5m,2026-05-08 12:35:00+05:30,6.35,6.75,6.3,6.6,344435
5m,2026-05-08 12:40:00+05:30,6.55,7.15,6.35,6.95,342615
5m,2026-05-08 12:45:00+05:30,6.9,7.4,6.75,6.75,1066455
5m,2026-05-08 12:50:00+05:30,6.75,7.15,6.6,6.75,239525
5m,2026-05-08 12:55:00+05:30,6.75,7.15,6.65,7.05,139750
5m,2026-05-08 13:00:00+05:30,7.05,7.2,6.9,7.0,134550
5m,2026-05-08 13:05:00+05:30,7.0,7.0,6.5,6.55,225875
5m,2026-05-08 13:10:00+05:30,6.55,6.8,6.4,6.6,187590
5m,2026-05-08 13:15:00+05:30,6.6,7.0,6.55,6.85,245570
5m,2026-05-08 13:20:00+05:30,6.85,7.0,6.6,6.6,381420
5m,2026-05-08 13:25:00+05:30,6.6,6.65,5.9,5.95,498810
5m,2026-05-08 13:30:00+05:30,5.95,6.6,5.9,6.45,281385
5m,2026-05-08 13:35:00+05:30,6.5,6.9,6.35,6.7,154830
5m,2026-05-08 13:40:00+05:30,6.7,6.75,6.3,6.65,116090
5m,2026-05-08 13:45:00+05:30,6.65,6.85,6.45,6.65,155675
5m,2026-05-08 13:50:00+05:30,6.6,7.05,6.5,6.55,296335
5m,2026-05-08 13:55:00+05:30,6.55,7.5,6.45,7.2,508365
5m,2026-05-08 14:00:00+05:30,7.2,7.55,6.7,6.8,1594515
5m,2026-05-08 14:05:00+05:30,6.8,6.85,6.25,6.25,385060
5m,2026-05-08 14:10:00+05:30,6.25,6.7,6.2,6.65,204295
