tf,date,open,high,low,close,volume
5m,2026-05-06 09:15:00+05:30,49.9,50.0,34.55,48.8,1184040
5m,2026-05-06 09:20:00+05:30,48.8,53.9,43.4,47.65,581685
5m,2026-05-06 09:25:00+05:30,47.65,54.85,46.45,52.6,435110
5m,2026-05-06 09:30:00+05:30,52.6,55.5,49.35,54.85,472940
5m,2026-05-06 09:35:00+05:30,54.85,60.0,53.5,59.35,475930
5m,2026-05-06 09:40:00+05:30,59.35,63.3,57.65,59.1,507000
5m,2026-05-06 09:45:00+05:30,59.1,62.3,57.15,60.7,308685
5m,2026-05-06 09:50:00+05:30,60.7,66.75,55.35,55.7,505765
5m,2026-05-06 09:55:00+05:30,55.7,58.0,51.4,58.0,340145
5m,2026-05-06 10:00:00+05:30,58.0,65.4,57.2,64.45,641485
5m,2026-05-06 10:05:00+05:30,64.45,67.95,63.75,64.65,461500
5m,2026-05-06 10:10:00+05:30,64.65,66.0,53.7,55.4,410540
5m,2026-05-06 10:15:00+05:30,55.4,61.25,53.75,54.8,446615
5m,2026-05-06 10:20:00+05:30,54.8,55.7,51.35,55.7,217880
5m,2026-05-06 10:25:00+05:30,55.7,59.2,53.05,58.75,225225
5m,2026-05-06 10:30:00+05:30,58.75,60.8,54.95,60.25,316875
5m,2026-05-06 10:35:00+05:30,60.25,62.5,57.65,59.5,239980
5m,2026-05-06 10:40:00+05:30,59.5,59.9,52.0,54.15,291330
5m,2026-05-06 10:45:00+05:30,54.15,58.55,53.8,57.15,200005
5m,2026-05-06 10:50:00+05:30,57.15,68.0,56.05,66.6,450255
5m,2026-05-06 10:55:00+05:30,66.6,67.85,63.45,65.5,476385
5m,2026-05-06 11:00:00+05:30,65.5,73.9,62.1,73.9,589485
5m,2026-05-06 11:05:00+05:30,73.9,75.35,64.5,65.4,587925
5m,2026-05-06 11:10:00+05:30,65.4,70.0,65.15,66.95,314275
5m,2026-05-06 11:15:00+05:30,66.95,68.75,61.0,68.25,286585
5m,2026-05-06 11:20:00+05:30,68.25,69.15,61.95,66.15,259675
