tf,date,open,high,low,close,volume
5m,2026-05-08 09:15:00+05:30,648.95,648.95,648.95,648.95,0
5m,2026-05-08 09:20:00+05:30,648.95,694.85,648.95,694.85,1235
5m,2026-05-08 09:25:00+05:30,694.85,694.85,694.85,694.85,0
5m,2026-05-08 09:30:00+05:30,694.85,694.85,670.0,670.0,65
5m,2026-05-08 09:35:00+05:30,670.0,670.0,670.0,670.0,0
5m,2026-05-08 09:40:00+05:30,670.0,670.0,638.6,638.6,130
5m,2026-05-08 09:45:00+05:30,638.6,647.15,638.0,638.0,520
5m,2026-05-08 09:50:00+05:30,638.0,657.0,638.0,657.0,65
5m,2026-05-08 09:55:00+05:30,657.0,658.0,657.0,658.0,130
5m,2026-05-08 10:00:00+05:30,658.0,664.0,658.0,664.0,65
5m,2026-05-08 10:05:00+05:30,664.0,664.0,664.0,664.0,0
5m,2026-05-08 10:10:00+05:30,664.0,664.0,658.0,658.0,65
5m,2026-05-08 10:15:00+05:30,658.0,658.0,658.0,658.0,0
5m,2026-05-08 10:20:00+05:30,658.0,658.0,658.0,658.0,0
5m,2026-05-08 10:25:00+05:30,658.0,658.0,658.0,658.0,0
5m,2026-05-08 10:30:00+05:30,658.0,658.0,658.0,658.0,0
5m,2026-05-08 10:35:00+05:30,658.0,658.0,658.0,658.0,0
5m,2026-05-08 10:40:00+05:30,658.0,658.0,658.0,658.0,0
5m,2026-05-08 10:45:00+05:30,658.0,658.0,658.0,658.0,0
5m,2026-05-08 10:50:00+05:30,658.0,690.8,658.0,677.05,130
5m,2026-05-08 10:55:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:00:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:05:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:10:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:15:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:20:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:25:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:30:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:35:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:40:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:45:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:50:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 11:55:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:00:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:05:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:10:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:15:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:20:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:25:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:30:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:35:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:40:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:45:00+05:30,677.05,677.05,677.05,677.05,0
5m,2026-05-08 12:50:00+05:30,677.05,677.05,632.0,636.05,325
5m,2026-05-08 12:55:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:00:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:05:00+05:30,636.05,636.05,636.05,636.05,65
5m,2026-05-08 13:10:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:15:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:20:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:25:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:30:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:35:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:40:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:45:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:50:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 13:55:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:00:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:05:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:10:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:15:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:20:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:25:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:30:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:35:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:40:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:45:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:50:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 14:55:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 15:00:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 15:05:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 15:10:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 15:15:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 15:20:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-08 15:25:00+05:30,636.05,636.05,636.05,636.05,0
5m,2026-05-11 09:15:00+05:30,462.5,462.5,447.85,447.85,390
5m,2026-05-11 09:20:00+05:30,447.85,454.55,431.1,454.55,5590
5m,2026-05-11 09:25:00+05:30,454.55,460.05,445.2,460.05,1300
5m,2026-05-11 09:30:00+05:30,460.05,460.2,449.5,449.5,455
5m,2026-05-11 09:35:00+05:30,449.5,449.5,421.7,425.05,1950
5m,2026-05-11 09:40:00+05:30,425.05,429.65,417.95,418.7,2470
5m,2026-05-11 09:45:00+05:30,418.7,430.4,418.7,427.95,1495
5m,2026-05-11 09:50:00+05:30,427.95,427.95,420.0,427.6,1040
5m,2026-05-11 09:55:00+05:30,427.6,431.75,418.2,418.2,1040
5m,2026-05-11 10:00:00+05:30,418.2,432.0,418.2,432.0,195
5m,2026-05-11 10:05:00+05:30,432.0,434.95,430.55,431.0,455
5m,2026-05-11 10:10:00+05:30,431.0,433.6,425.7,425.7,325
5m,2026-05-11 10:15:00+05:30,425.7,425.7,405.0,405.0,520
5m,2026-05-11 10:20:00+05:30,405.0,408.75,405.0,408.75,390
5m,2026-05-11 10:25:00+05:30,408.75,422.0,408.75,417.8,1365
5m,2026-05-11 10:30:00+05:30,417.8,421.0,415.2,417.1,3120
5m,2026-05-11 10:35:00+05:30,417.1,417.1,410.0,410.0,130
5m,2026-05-11 10:40:00+05:30,410.0,414.0,410.0,411.55,195
5m,2026-05-11 10:45:00+05:30,411.55,411.55,407.2,410.3,715
5m,2026-05-11 10:50:00+05:30,410.3,426.0,410.3,426.0,6825
5m,2026-05-11 10:55:00+05:30,426.0,427.3,423.85,427.3,910
5m,2026-05-11 11:00:00+05:30,427.3,428.55,426.75,426.75,130
5m,2026-05-11 11:05:00+05:30,426.75,431.05,426.75,429.9,390
5m,2026-05-11 11:10:00+05:30,429.9,445.55,429.9,440.45,390
5m,2026-05-11 11:15:00+05:30,440.45,447.15,439.35,444.0,2730
5m,2026-05-11 11:20:00+05:30,444.0,454.7,444.0,452.05,9815
5m,2026-05-11 11:25:00+05:30,452.05,454.65,443.15,450.0,2665
5m,2026-05-11 11:30:00+05:30,450.0,450.0,450.0,450.0,0
5m,2026-05-11 11:35:00+05:30,450.0,453.3,445.0,453.3,8580
5m,2026-05-11 11:40:00+05:30,453.3,461.95,453.3,460.2,650
5m,2026-05-11 11:45:00+05:30,460.2,460.2,440.15,440.15,520
5m,2026-05-11 11:50:00+05:30,440.15,451.4,440.15,451.4,325
5m,2026-05-11 11:55:00+05:30,451.4,451.4,446.5,446.5,65
5m,2026-05-11 12:00:00+05:30,446.5,446.5,446.5,446.5,0
5m,2026-05-11 12:05:00+05:30,446.5,446.5,446.5,446.5,0
5m,2026-05-11 12:10:00+05:30,446.5,452.55,445.2,450.0,455
5m,2026-05-11 12:15:00+05:30,451.4,451.4,451.4,451.4,65
5m,2026-05-11 12:20:00+05:30,451.4,454.5,451.4,454.05,260
5m,2026-05-11 12:25:00+05:30,454.05,454.4,445.0,445.0,455
5m,2026-05-11 12:30:00+05:30,445.0,445.0,433.25,442.0,325
5m,2026-05-11 12:35:00+05:30,442.0,449.65,425.95,425.95,650
5m,2026-05-11 12:40:00+05:30,425.95,461.8,425.95,461.8,325
5m,2026-05-11 12:45:00+05:30,461.8,461.8,452.0,452.0,715
5m,2026-05-11 12:50:00+05:30,452.0,458.0,452.0,452.05,520
5m,2026-05-11 12:55:00+05:30,452.05,457.8,448.8,448.8,1105
5m,2026-05-11 13:00:00+05:30,448.8,448.8,448.8,448.8,0
5m,2026-05-11 13:05:00+05:30,448.8,448.8,425.0,443.95,1950
5m,2026-05-11 13:10:00+05:30,443.95,449.7,443.95,449.0,260
5m,2026-05-11 13:15:00+05:30,449.0,457.6,449.0,457.6,325
5m,2026-05-11 13:20:00+05:30,457.6,457.6,457.6,457.6,0
5m,2026-05-11 13:25:00+05:30,457.6,457.6,457.6,457.6,0
5m,2026-05-11 13:30:00+05:30,457.6,457.6,457.6,457.6,0
5m,2026-05-11 13:35:00+05:30,457.6,486.0,455.65,455.65,3250
5m,2026-05-11 13:40:00+05:30,455.65,457.45,448.65,457.45,780
5m,2026-05-11 13:45:00+05:30,457.45,479.75,457.45,479.75,195
5m,2026-05-11 13:50:00+05:30,479.75,485.85,473.8,485.85,455
5m,2026-05-11 13:55:00+05:30,485.85,488.8,466.15,466.15,390
5m,2026-05-11 14:00:00+05:30,466.15,470.1,466.15,470.1,130
5m,2026-05-11 14:05:00+05:30,470.1,470.1,467.45,467.45,130
5m,2026-05-11 14:10:00+05:30,467.45,467.45,450.6,450.6,65
5m,2026-05-11 14:15:00+05:30,450.6,450.6,441.35,445.8,260
5m,2026-05-11 14:20:00+05:30,445.8,445.8,442.3,442.3,130
5m,2026-05-11 14:25:00+05:30,442.3,442.3,440.0,440.0,65
5m,2026-05-11 14:30:00+05:30,440.0,440.0,440.0,440.0,0
5m,2026-05-11 14:35:00+05:30,440.0,446.95,425.25,425.25,260
5m,2026-05-11 14:40:00+05:30,425.25,431.8,425.0,426.95,650
5m,2026-05-11 14:45:00+05:30,426.95,430.0,405.4,413.0,2275
5m,2026-05-11 14:50:00+05:30,413.0,420.95,413.0,413.85,780
5m,2026-05-11 14:55:00+05:30,413.85,413.85,401.0,404.75,390
5m,2026-05-11 15:00:00+05:30,404.75,404.75,376.95,384.75,5720
5m,2026-05-11 15:05:00+05:30,384.75,384.75,373.7,379.1,4745
5m,2026-05-11 15:10:00+05:30,379.1,384.0,375.0,379.95,2730
5m,2026-05-11 15:15:00+05:30,379.95,385.35,379.95,381.9,1950
5m,2026-05-11 15:20:00+05:30,381.9,383.65,380.0,380.7,1950
5m,2026-05-11 15:25:00+05:30,380.7,380.7,369.7,371.95,2795
5m,2026-05-12 09:15:00+05:30,379.75,379.75,275.0,291.5,55835
5m,2026-05-12 09:20:00+05:30,291.5,291.85,264.4,264.4,33800
5m,2026-05-12 09:25:00+05:30,264.4,264.8,247.0,248.1,131755
5m,2026-05-12 09:30:00+05:30,248.1,252.4,241.3,247.85,260585
5m,2026-05-12 09:35:00+05:30,247.85,254.95,242.95,245.15,176280
5m,2026-05-12 09:40:00+05:30,245.15,257.35,244.0,249.4,176670
5m,2026-05-12 09:45:00+05:30,249.4,254.9,245.6,247.4,161460
5m,2026-05-12 09:50:00+05:30,247.4,251.0,245.2,247.3,128700
5m,2026-05-12 09:55:00+05:30,247.3,252.25,242.55,244.55,149045
5m,2026-05-12 10:00:00+05:30,244.55,247.1,239.0,244.95,236275
5m,2026-05-12 10:05:00+05:30,244.95,248.3,236.0,243.25,153400
5m,2026-05-12 10:10:00+05:30,243.25,249.5,239.9,248.45,119535
5m,2026-05-12 10:15:00+05:30,248.45,257.75,246.95,256.75,189475
5m,2026-05-12 10:20:00+05:30,256.75,258.95,234.7,236.6,291200
5m,2026-05-12 10:25:00+05:30,236.6,238.7,228.4,233.75,141635
5m,2026-05-12 10:30:00+05:30,233.75,234.6,229.35,231.35,86515
5m,2026-05-12 10:35:00+05:30,231.15,234.55,224.05,228.2,119535
5m,2026-05-12 10:40:00+05:30,228.2,241.0,227.6,236.4,113230
5m,2026-05-12 10:45:00+05:30,237.0,237.7,225.9,226.6,86190
5m,2026-05-12 10:50:00+05:30,226.6,230.5,226.3,228.45,52000
5m,2026-05-12 10:55:00+05:30,228.45,234.95,227.5,232.3,74360
5m,2026-05-12 11:00:00+05:30,232.3,233.3,220.2,223.45,113295
5m,2026-05-12 11:05:00+05:30,223.45,226.8,218.3,224.6,82420
