time,nifty_close,atm_strike,ce_itm2,ce_itm1,ce_atm,ce_otm1,ce_otm2,pe_itm2,pe_itm1,pe_atm,pe_otm1,pe_otm2
2026-05-20 09:15:00+05:30,23459.9,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:20:00+05:30,23458.7,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:25:00+05:30,23476.95,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:30:00+05:30,23520.15,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:35:00+05:30,23533.2,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:40:00+05:30,23524.25,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:45:00+05:30,23522.25,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:50:00+05:30,23526.55,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 09:55:00+05:30,23541.9,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:00:00+05:30,23503.9,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:05:00+05:30,23500.4,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:10:00+05:30,23500.55,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:15:00+05:30,23500.0,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:20:00+05:30,23478.05,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:25:00+05:30,23519.9,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:30:00+05:30,23562.1,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 10:35:00+05:30,23562.65,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 10:40:00+05:30,23532.7,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:45:00+05:30,23506.45,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:50:00+05:30,23546.3,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 10:55:00+05:30,23546.4,23500,23400,23450,23500,23550,23600,23600,23550,23500,23450,23400
2026-05-20 11:00:00+05:30,23564.45,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:05:00+05:30,23575.6,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:10:00+05:30,23562.2,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:15:00+05:30,23564.95,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:20:00+05:30,23582.05,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:25:00+05:30,23599.85,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:30:00+05:30,23594.5,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:35:00+05:30,23609.35,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:40:00+05:30,23605.05,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:45:00+05:30,23635.55,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:50:00+05:30,23626.9,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 11:55:00+05:30,23608.15,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:00:00+05:30,23592.35,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:05:00+05:30,23580.05,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:10:00+05:30,23579.95,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:15:00+05:30,23583.55,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:20:00+05:30,23601.95,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:25:00+05:30,23588.0,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:30:00+05:30,23590.55,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:35:00+05:30,23600.2,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:40:00+05:30,23602.8,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:45:00+05:30,23601.9,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:50:00+05:30,23605.95,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 12:55:00+05:30,23612.75,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:00:00+05:30,23602.2,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:05:00+05:30,23601.95,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:10:00+05:30,23601.4,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:15:00+05:30,23585.3,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:20:00+05:30,23583.25,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:25:00+05:30,23567.1,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:30:00+05:30,23597.05,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:35:00+05:30,23604.1,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:40:00+05:30,23595.85,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:45:00+05:30,23597.3,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:50:00+05:30,23605.1,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 13:55:00+05:30,23628.15,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 14:00:00+05:30,23630.2,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 14:05:00+05:30,23661.1,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:10:00+05:30,23651.95,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:15:00+05:30,23647.4,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 14:20:00+05:30,23674.1,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:25:00+05:30,23665.35,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:30:00+05:30,23660.9,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:35:00+05:30,23668.4,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:40:00+05:30,23677.6,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:45:00+05:30,23684.05,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:50:00+05:30,23685.1,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 14:55:00+05:30,23679.15,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 15:00:00+05:30,23643.5,23600,23500,23550,23600,23650,23700,23700,23650,23600,23550,23500
2026-05-20 15:05:00+05:30,23672.35,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 15:10:00+05:30,23667.9,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 15:15:00+05:30,23659.5,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 15:20:00+05:30,23658.3,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
2026-05-20 15:25:00+05:30,23664.15,23700,23600,23650,23700,23750,23800,23800,23750,23700,23650,23600
