tf,date,open,high,low,close,volume
5m,2026-05-07 09:15:00+05:30,32.95,34.7,27.7,34.7,6500
5m,2026-05-07 09:20:00+05:30,34.7,36.65,33.3,34.45,5590
5m,2026-05-07 09:25:00+05:30,34.45,36.15,33.25,34.1,2275
5m,2026-05-07 09:30:00+05:30,34.1,35.25,31.95,32.1,7345
5m,2026-05-07 09:35:00+05:30,32.1,32.4,31.0,32.05,4550
5m,2026-05-07 09:40:00+05:30,32.05,32.05,29.35,29.4,6110
5m,2026-05-07 09:45:00+05:30,29.4,31.45,29.4,31.15,1755
5m,2026-05-07 09:50:00+05:30,31.15,34.55,31.15,34.45,4810
5m,2026-05-07 09:55:00+05:30,34.45,34.45,32.5,33.15,3835
5m,2026-05-07 10:00:00+05:30,33.15,33.35,30.3,31.0,4680
5m,2026-05-07 10:05:00+05:30,31.0,35.9,31.0,34.5,4030
5m,2026-05-07 10:10:00+05:30,34.5,36.0,33.15,34.65,3640
5m,2026-05-07 10:15:00+05:30,34.65,34.95,32.65,33.0,4160
5m,2026-05-07 10:20:00+05:30,33.0,33.0,32.05,32.4,1885
5m,2026-05-07 10:25:00+05:30,32.4,32.5,31.15,32.1,1430
5m,2026-05-07 10:30:00+05:30,32.1,32.1,31.1,31.5,1235
5m,2026-05-07 10:35:00+05:30,31.5,32.5,31.1,31.1,1560
5m,2026-05-07 10:40:00+05:30,31.1,32.0,30.8,31.0,1430
5m,2026-05-07 10:45:00+05:30,31.0,32.15,30.55,31.2,2080
5m,2026-05-07 10:50:00+05:30,31.2,33.9,31.2,33.6,975
5m,2026-05-07 10:55:00+05:30,33.6,33.6,32.8,32.95,780
5m,2026-05-07 11:00:00+05:30,32.95,33.7,32.8,33.55,2080
5m,2026-05-07 11:05:00+05:30,33.55,35.1,33.55,35.05,975
5m,2026-05-07 11:10:00+05:30,35.05,35.55,35.05,35.55,390
5m,2026-05-07 11:15:00+05:30,35.55,35.85,33.9,35.85,1820
5m,2026-05-07 11:20:00+05:30,35.85,39.35,35.8,37.5,2405
5m,2026-05-07 11:25:00+05:30,37.5,38.95,37.2,37.2,975
5m,2026-05-07 11:30:00+05:30,36.95,36.95,32.85,34.8,5720
5m,2026-05-07 11:35:00+05:30,34.8,36.9,34.8,36.9,1170
5m,2026-05-07 11:40:00+05:30,36.9,39.65,36.65,39.65,325
5m,2026-05-07 11:45:00+05:30,39.65,40.0,37.15,37.55,975
5m,2026-05-07 11:50:00+05:30,37.55,37.55,35.0,35.4,975
5m,2026-05-07 11:55:00+05:30,35.4,35.4,32.95,33.5,910
5m,2026-05-07 12:00:00+05:30,33.5,33.5,30.7,31.85,2340
5m,2026-05-07 12:05:00+05:30,31.85,31.85,31.7,31.7,390
5m,2026-05-07 12:10:00+05:30,31.7,32.0,31.0,31.0,1040
5m,2026-05-07 12:15:00+05:30,31.0,31.0,30.25,30.25,260
5m,2026-05-07 12:20:00+05:30,30.25,30.85,30.25,30.35,195
5m,2026-05-07 12:25:00+05:30,30.35,32.35,30.35,32.35,1560
5m,2026-05-07 12:30:00+05:30,32.35,34.15,31.95,33.1,3510
5m,2026-05-07 12:35:00+05:30,33.1,33.1,26.85,26.85,7280
5m,2026-05-07 12:40:00+05:30,26.85,26.85,25.0,25.8,7410
5m,2026-05-07 12:45:00+05:30,25.8,26.75,25.8,26.1,7280
5m,2026-05-07 12:50:00+05:30,26.25,29.75,26.05,28.95,4745
5m,2026-05-07 12:55:00+05:30,28.95,30.75,28.5,29.85,4615
5m,2026-05-07 13:00:00+05:30,29.85,30.25,28.3,28.75,1755
5m,2026-05-07 13:05:00+05:30,28.75,29.35,28.35,29.1,1755
5m,2026-05-07 13:10:00+05:30,29.1,30.1,29.1,29.15,2080
5m,2026-05-07 13:15:00+05:30,29.15,34.35,28.3,32.0,4290
5m,2026-05-07 13:20:00+05:30,32.0,32.4,30.7,32.4,1690
5m,2026-05-07 13:25:00+05:30,32.4,32.4,30.9,31.2,3250
5m,2026-05-07 13:30:00+05:30,31.2,31.6,29.85,29.85,2080
5m,2026-05-07 13:35:00+05:30,29.85,32.1,29.85,32.1,1105
5m,2026-05-07 13:40:00+05:30,32.1,32.55,29.8,29.8,1040
5m,2026-05-07 13:45:00+05:30,29.8,31.6,29.8,31.45,2275
5m,2026-05-07 13:50:00+05:30,31.45,31.45,30.0,30.25,2210
5m,2026-05-07 13:55:00+05:30,30.25,31.05,29.4,30.1,1170
5m,2026-05-07 14:00:00+05:30,30.1,31.1,29.45,30.4,3055
5m,2026-05-07 14:05:00+05:30,30.4,31.35,29.25,29.25,7215
5m,2026-05-07 14:10:00+05:30,29.25,29.75,28.9,29.55,2990
5m,2026-05-07 14:15:00+05:30,29.55,32.2,29.55,32.2,3315
5m,2026-05-07 14:20:00+05:30,32.2,32.35,29.4,29.4,1755
5m,2026-05-07 14:25:00+05:30,29.4,29.4,28.15,28.6,1950
5m,2026-05-07 14:30:00+05:30,28.6,29.15,27.7,29.15,910
5m,2026-05-07 14:35:00+05:30,29.15,29.9,29.0,29.9,4030
5m,2026-05-07 14:40:00+05:30,29.9,32.25,29.9,32.25,1235
5m,2026-05-07 14:45:00+05:30,32.25,32.3,31.35,32.0,2665
5m,2026-05-07 14:50:00+05:30,31.35,31.35,30.0,30.0,2275
5m,2026-05-07 14:55:00+05:30,30.0,30.0,28.75,29.35,2535
5m,2026-05-07 15:00:00+05:30,29.35,29.6,28.05,28.55,3640
5m,2026-05-07 15:05:00+05:30,28.55,28.8,27.6,28.45,8970
5m,2026-05-07 15:10:00+05:30,28.45,28.65,26.6,26.65,9750
5m,2026-05-07 15:15:00+05:30,26.65,26.65,23.2,23.55,3705
5m,2026-05-07 15:20:00+05:30,23.55,25.2,23.55,24.95,12545
5m,2026-05-07 15:25:00+05:30,24.95,24.95,24.2,24.4,12090
5m,2026-05-08 09:15:00+05:30,35.3,41.9,34.45,38.0,26325
5m,2026-05-08 09:20:00+05:30,38.0,38.6,36.0,38.1,13780
5m,2026-05-08 09:25:00+05:30,38.1,38.4,36.6,36.9,9815
5m,2026-05-08 09:30:00+05:30,36.9,38.6,36.55,38.25,9360
5m,2026-05-08 09:35:00+05:30,38.25,39.35,37.75,39.0,7800
5m,2026-05-08 09:40:00+05:30,39.0,43.0,38.8,43.0,3445
5m,2026-05-08 09:45:00+05:30,43.0,47.8,43.0,44.85,10010
5m,2026-05-08 09:50:00+05:30,44.85,45.65,43.25,43.25,1625
5m,2026-05-08 09:55:00+05:30,43.25,43.25,40.8,40.8,1300
5m,2026-05-08 10:00:00+05:30,40.8,41.95,40.35,41.05,5135
5m,2026-05-08 10:05:00+05:30,41.05,41.4,40.6,40.85,3770
5m,2026-05-08 10:10:00+05:30,40.85,42.35,37.55,37.75,2470
5m,2026-05-08 10:15:00+05:30,37.75,41.65,37.75,39.3,2860
5m,2026-05-08 10:20:00+05:30,39.3,39.3,35.75,35.75,3575
5m,2026-05-08 10:25:00+05:30,35.75,37.3,35.75,36.65,2340
5m,2026-05-08 10:30:00+05:30,36.65,37.1,36.3,36.75,5070
5m,2026-05-08 10:35:00+05:30,36.75,37.2,36.5,36.95,1105
5m,2026-05-08 10:40:00+05:30,36.95,37.1,35.9,36.65,2080
5m,2026-05-08 10:45:00+05:30,36.65,37.35,35.8,37.35,1040
5m,2026-05-08 10:50:00+05:30,37.35,38.95,37.35,38.95,1365
5m,2026-05-08 10:55:00+05:30,38.95,38.95,38.0,38.0,1040
5m,2026-05-08 11:00:00+05:30,38.0,39.3,36.6,36.6,520
5m,2026-05-08 11:05:00+05:30,36.6,36.7,35.45,35.8,1040
5m,2026-05-08 11:10:00+05:30,35.8,36.5,35.1,35.1,1105
5m,2026-05-08 11:15:00+05:30,35.1,37.85,34.45,37.8,4160
5m,2026-05-08 11:20:00+05:30,37.8,39.15,36.8,38.05,2665
5m,2026-05-08 11:25:00+05:30,38.05,39.15,37.85,38.95,3250
5m,2026-05-08 11:30:00+05:30,38.95,40.15,37.3,37.35,1885
5m,2026-05-08 11:35:00+05:30,37.35,38.6,37.25,38.15,1300
5m,2026-05-08 11:40:00+05:30,38.15,38.15,37.25,37.25,195
5m,2026-05-08 11:45:00+05:30,37.25,37.25,36.75,36.75,325
5m,2026-05-08 11:50:00+05:30,36.75,37.4,36.3,36.65,650
5m,2026-05-08 11:55:00+05:30,36.65,38.2,36.6,37.15,780
5m,2026-05-08 12:00:00+05:30,37.15,39.6,36.85,37.0,3575
5m,2026-05-08 12:05:00+05:30,37.0,37.6,37.0,37.6,195
5m,2026-05-08 12:10:00+05:30,37.6,40.0,37.6,38.25,715
5m,2026-05-08 12:15:00+05:30,38.25,40.5,38.25,40.0,325
5m,2026-05-08 12:20:00+05:30,40.0,40.0,36.85,39.2,260
5m,2026-05-08 12:25:00+05:30,39.2,39.2,37.9,37.9,260
5m,2026-05-08 12:30:00+05:30,37.9,40.3,37.9,40.15,910
5m,2026-05-08 12:35:00+05:30,40.15,40.65,40.15,40.5,845
5m,2026-05-08 12:40:00+05:30,40.5,42.3,40.1,42.3,1560
5m,2026-05-08 12:45:00+05:30,42.0,43.4,41.9,42.75,2015
5m,2026-05-08 12:50:00+05:30,42.75,42.75,40.75,40.95,1040
5m,2026-05-08 12:55:00+05:30,40.95,41.85,40.95,41.45,1105
5m,2026-05-08 13:00:00+05:30,41.45,42.1,41.45,41.7,195
5m,2026-05-08 13:05:00+05:30,41.7,41.8,39.55,39.55,975
5m,2026-05-08 13:10:00+05:30,39.55,40.55,39.55,39.95,455
5m,2026-05-08 13:15:00+05:30,39.95,41.1,39.95,41.1,3055
