tf,date,open,high,low,close,volume
5m,2026-05-12 09:15:00+05:30,501.9,501.95,473.95,489.55,1365
5m,2026-05-12 09:20:00+05:30,489.55,489.55,457.5,457.5,390
5m,2026-05-12 09:25:00+05:30,457.5,457.5,433.2,434.5,1820
5m,2026-05-12 09:30:00+05:30,434.5,434.95,423.9,426.9,1820
5m,2026-05-12 09:35:00+05:30,426.9,441.95,426.9,440.0,520
5m,2026-05-12 09:40:00+05:30,440.0,442.5,436.0,437.05,390
5m,2026-05-12 09:45:00+05:30,437.05,439.6,429.6,433.85,585
5m,2026-05-12 09:50:00+05:30,433.85,436.6,432.25,436.6,520
5m,2026-05-12 09:55:00+05:30,436.6,437.95,425.0,428.0,390
5m,2026-05-12 10:00:00+05:30,428.0,429.45,424.0,425.75,585
5m,2026-05-12 10:05:00+05:30,425.75,433.95,420.5,427.0,715
5m,2026-05-12 10:10:00+05:30,427.0,433.1,427.0,433.1,390
5m,2026-05-12 10:15:00+05:30,433.1,447.35,433.1,445.05,2145
5m,2026-05-12 10:20:00+05:30,445.05,448.1,422.3,422.3,715
5m,2026-05-12 10:25:00+05:30,422.3,422.3,408.75,413.55,1430
5m,2026-05-12 10:30:00+05:30,413.55,413.55,407.7,410.0,1235
5m,2026-05-12 10:35:00+05:30,410.0,415.0,402.55,402.55,260
5m,2026-05-12 10:40:00+05:30,402.55,423.65,402.55,421.6,9425
5m,2026-05-12 10:45:00+05:30,421.6,421.6,403.8,404.65,1495
5m,2026-05-12 10:50:00+05:30,404.65,409.1,404.65,405.55,845
5m,2026-05-12 10:55:00+05:30,405.55,413.9,405.55,413.9,455
5m,2026-05-12 11:00:00+05:30,413.9,413.9,395.0,400.45,9620
5m,2026-05-12 11:05:00+05:30,400.45,400.45,394.45,399.4,780
5m,2026-05-12 11:10:00+05:30,399.4,401.9,399.4,401.9,130
5m,2026-05-12 11:15:00+05:30,401.9,413.75,401.9,410.45,8125
5m,2026-05-12 11:20:00+05:30,410.45,412.2,406.4,406.4,325
5m,2026-05-12 11:25:00+05:30,406.4,406.4,401.85,401.85,260
5m,2026-05-12 11:30:00+05:30,401.85,404.15,396.5,404.15,7215
5m,2026-05-12 11:35:00+05:30,404.15,405.0,396.2,402.45,585
5m,2026-05-12 11:40:00+05:30,402.45,411.1,402.45,411.1,390
5m,2026-05-12 11:45:00+05:30,411.1,411.1,406.0,406.0,325
5m,2026-05-12 11:50:00+05:30,406.0,407.5,400.45,407.5,2860
5m,2026-05-12 11:55:00+05:30,407.5,415.45,407.5,408.0,7475
5m,2026-05-12 12:00:00+05:30,408.0,408.0,398.0,400.95,845
5m,2026-05-12 12:05:00+05:30,400.95,400.95,376.0,379.85,8385
5m,2026-05-12 12:10:00+05:30,379.85,387.75,379.85,384.5,2860
5m,2026-05-12 12:15:00+05:30,384.5,393.5,384.5,392.45,650
5m,2026-05-12 12:20:00+05:30,392.45,392.9,388.05,391.75,260
5m,2026-05-12 12:25:00+05:30,394.45,394.45,389.0,389.55,195
5m,2026-05-12 12:30:00+05:30,389.55,389.55,367.15,368.0,3185
5m,2026-05-12 12:35:00+05:30,368.0,370.75,362.8,368.75,3055
