tf,date,open,high,low,close,volume,vwap
5m,2026-06-02 09:15:00+05:30,293.0,293.0,258.0,282.5,642590,277.8333333333333
5m,2026-06-02 09:20:00+05:30,282.5,288.7,273.1,283.5,287170,279.0482009694258
5m,2026-06-02 09:25:00+05:30,283.5,293.25,276.0,282.15,190060,279.85469390914017
5m,2026-06-02 09:30:00+05:30,282.15,289.0,270.9,284.05,164385,280.0418341178654
5m,2026-06-02 09:35:00+05:30,284.05,293.7,281.0,287.25,157625,280.8371397228984
5m,2026-06-02 09:40:00+05:30,287.25,292.55,274.0,289.0,168610,281.29217791411037
5m,2026-06-02 09:45:00+05:30,289.0,289.85,273.05,280.25,109980,281.27669638809124
5m,2026-06-02 09:50:00+05:30,280.25,297.0,275.95,297.0,149500,281.97279152762326
5m,2026-06-02 09:55:00+05:30,297.0,307.75,291.0,301.7,170235,283.4895376004927
5m,2026-06-02 10:00:00+05:30,301.7,302.5,293.55,299.5,97110,284.1723188670255
5m,2026-06-02 10:05:00+05:30,299.5,302.0,284.1,287.65,128765,284.5745013672958
5m,2026-06-02 10:10:00+05:30,287.65,290.05,278.2,278.2,112125,284.4601912336804
5m,2026-06-02 10:15:00+05:30,279.45,295.0,266.6,294.7,232960,284.5470136001925
5m,2026-06-02 10:20:00+05:30,294.7,327.45,291.9,319.35,256165,287.08009120723005
5m,2026-06-02 10:25:00+05:30,319.35,336.8,315.3,330.0,184340,289.51369280906533
5m,2026-06-02 10:30:00+05:30,329.95,333.3,308.1,316.45,116870,290.6117483143916
5m,2026-06-02 10:35:00+05:30,316.45,320.25,306.25,318.5,45045,290.95360511606896
5m,2026-06-02 10:40:00+05:30,318.5,326.55,316.9,320.85,43095,291.35694350192273
5m,2026-06-02 10:45:00+05:30,320.85,322.6,304.0,306.8,45630,291.6302098916096
5m,2026-06-02 10:50:00+05:30,306.8,312.65,285.95,291.65,122460,291.81328164540946
5m,2026-06-02 10:55:00+05:30,291.65,291.65,276.45,288.35,163150,291.5254420450016
5m,2026-06-02 11:00:00+05:30,288.35,295.5,282.65,288.7,69355,291.4766017950769
5m,2026-06-02 11:05:00+05:30,288.7,294.0,282.4,282.4,50505,291.40563444479506
5m,2026-06-02 11:10:00+05:30,282.3,299.9,282.3,296.9,70330,291.43593466841
5m,2026-06-02 11:15:00+05:30,296.9,299.2,285.0,298.1,51220,291.4715688937172
5m,2026-06-02 11:20:00+05:30,298.1,328.8,296.9,327.9,183430,292.6781481841449
