tf,date,open,high,low,close,volume,vwap
5m,2026-06-02 09:15:00+05:30,362.55,362.55,320.0,348.35,90805,343.6333333333334
5m,2026-06-02 09:20:00+05:30,348.35,353.8,338.3,349.0,45565,344.76936765173184
5m,2026-06-02 09:25:00+05:30,349.0,360.0,341.75,347.0,23985,345.4894135927578
5m,2026-06-02 09:30:00+05:30,347.0,355.45,336.25,350.0,43615,345.86231676226896
5m,2026-06-02 09:35:00+05:30,350.0,361.0,347.9,354.4,23595,346.7509997143673
5m,2026-06-02 09:40:00+05:30,354.4,359.0,338.7,356.0,34905,347.34709014363546
5m,2026-06-02 09:45:00+05:30,355.85,357.15,339.0,347.0,22165,347.37586968105353
5m,2026-06-02 09:50:00+05:30,347.0,365.55,341.0,364.0,22230,348.06219727458875
5m,2026-06-02 09:55:00+05:30,364.0,375.3,359.55,371.8,36530,350.2771278945044
5m,2026-06-02 10:00:00+05:30,371.8,371.8,363.75,368.85,10140,350.78927498927504
5m,2026-06-02 10:05:00+05:30,368.85,371.7,351.8,356.0,15535,351.16996007984034
5m,2026-06-02 10:10:00+05:30,356.0,358.1,346.5,346.5,8515,351.15184483846906
5m,2026-06-02 10:15:00+05:30,346.5,364.3,332.7,364.3,36335,351.3813808626466
5m,2026-06-02 10:20:00+05:30,364.3,400.5,361.9,392.3,68510,356.14136800503013
5m,2026-06-02 10:25:00+05:30,392.3,409.0,388.45,402.35,33995,359.02408642752255
5m,2026-06-02 10:30:00+05:30,402.35,405.35,379.05,389.05,49920,361.85579784995605
5m,2026-06-02 10:35:00+05:30,389.05,392.05,376.7,390.0,10400,362.29567977760246
5m,2026-06-02 10:40:00+05:30,390.0,398.6,387.85,392.85,5200,362.5709333929037
5m,2026-06-02 10:45:00+05:30,392.85,393.15,375.7,375.7,9165,362.86468184150726
5m,2026-06-02 10:50:00+05:30,375.7,380.0,354.1,360.0,32045,362.9590608810542
5m,2026-06-02 10:55:00+05:30,360.0,361.05,344.0,355.1,20410,362.65537656129015
5m,2026-06-02 11:00:00+05:30,355.1,365.25,351.0,355.15,13130,362.54496849120727
5m,2026-06-02 11:05:00+05:30,355.15,362.5,351.05,352.9,7540,362.46480901588546
5m,2026-06-02 11:10:00+05:30,352.9,370.0,350.5,367.0,12090,362.46543809066156
5m,2026-06-02 11:15:00+05:30,367.0,369.15,353.4,368.0,9295,362.4796896726078
5m,2026-06-02 11:20:00+05:30,368.0,401.15,367.15,399.2,25935,363.45238573734053
5m,2026-06-02 11:25:00+05:30,399.2,402.0,376.55,389.0,13000,363.91405161328913
5m,2026-06-02 11:30:00+05:30,389.0,390.2,378.4,382.45,3705,364.01462721647033
5m,2026-06-02 11:35:00+05:30,382.45,382.45,348.15,348.35,19175,363.9026553033597
5m,2026-06-02 11:40:00+05:30,348.35,364.6,348.35,356.05,20930,363.69646955982296
5m,2026-06-02 11:45:00+05:30,356.35,363.85,348.8,359.65,14105,363.58356869911955
5m,2026-06-02 11:50:00+05:30,359.65,363.7,357.95,359.75,2730,363.5727317880795
5m,2026-06-02 11:55:00+05:30,359.75,362.95,347.3,347.6,10920,363.42245264532994
5m,2026-06-02 12:00:00+05:30,347.6,357.8,344.25,348.95,7995,363.29231266672065
5m,2026-06-02 12:05:00+05:30,348.95,358.8,343.15,358.5,6565,363.2128781804576
5m,2026-06-02 12:10:00+05:30,358.5,358.5,342.15,345.55,4485,363.1332123966723
5m,2026-06-02 12:15:00+05:30,345.55,352.15,343.0,346.2,5980,363.01657167735306
5m,2026-06-02 12:20:00+05:30,346.2,348.8,341.6,342.0,5590,362.8888919464319
5m,2026-06-02 12:25:00+05:30,342.0,349.05,339.35,339.95,5070,362.76634497668726
5m,2026-06-02 12:30:00+05:30,339.95,396.2,339.35,381.0,36920,363.16655817433605
5m,2026-06-02 12:35:00+05:30,381.0,391.85,375.75,388.45,19565,363.6551587882336
5m,2026-06-02 12:40:00+05:30,388.45,416.15,384.8,412.55,20280,364.56684790384895
5m,2026-06-02 12:45:00+05:30,412.55,475.0,412.55,468.0,57980,369.80266308002695
5m,2026-06-02 12:50:00+05:30,468.0,487.45,463.35,472.0,20865,372.0100849187019
5m,2026-06-02 12:55:00+05:30,472.0,501.5,472.0,493.6,22620,374.63085140613947
5m,2026-06-02 13:00:00+05:30,493.6,493.6,474.7,488.4,17810,376.5530934463206
5m,2026-06-02 13:05:00+05:30,488.4,501.0,483.75,491.75,13975,378.1039368604942
5m,2026-06-02 13:10:00+05:30,491.75,527.95,489.65,510.7,19955,380.5721416182023
5m,2026-06-02 13:15:00+05:30,510.7,520.0,505.1,510.0,5525,381.2509399106781
5m,2026-06-02 13:20:00+05:30,510.0,520.1,500.0,520.1,6890,382.09856186211636
5m,2026-06-02 13:25:00+05:30,520.1,532.9,517.05,532.9,6500,382.973806086852
5m,2026-06-02 13:30:00+05:30,532.9,553.0,532.9,548.75,10985,384.6030237173763
5m,2026-06-02 13:35:00+05:30,548.75,548.75,523.0,527.2,7735,385.6469670095779
5m,2026-06-02 13:40:00+05:30,527.2,532.65,515.35,521.45,3185,386.04416376820143
5m,2026-06-02 13:45:00+05:30,521.45,547.3,521.45,544.15,4225,386.6228163417117
5m,2026-06-02 13:50:00+05:30,544.15,546.35,528.3,535.1,2015,386.8953279793658
5m,2026-06-02 13:55:00+05:30,535.1,535.1,525.0,535.0,1560,387.0987648539484
5m,2026-06-02 14:00:00+05:30,535.0,544.25,531.15,544.25,3965,387.64238703530884
5m,2026-06-02 14:05:00+05:30,544.25,550.0,539.2,548.75,2730,388.02934850071773
