tf,date,open,high,low,close,volume,vwap
5m,2026-06-02 09:15:00+05:30,250.05,266.2,230.75,253.25,378365,250.0666666666667
5m,2026-06-02 09:20:00+05:30,253.25,258.5,244.55,255.0,240630,251.08387762959853
5m,2026-06-02 09:25:00+05:30,255.0,262.9,246.9,252.05,126750,251.5710160085999
5m,2026-06-02 09:30:00+05:30,252.05,258.85,241.9,254.6,145405,251.6056588864576
5m,2026-06-02 09:35:00+05:30,254.6,262.85,251.05,256.25,160030,252.38375072141153
5m,2026-06-02 09:40:00+05:30,256.25,262.0,243.25,257.95,128700,252.6036809534303
5m,2026-06-02 09:45:00+05:30,257.95,258.95,243.7,250.35,75725,252.50696364169733
5m,2026-06-02 09:50:00+05:30,250.35,265.0,246.0,265.0,99385,252.9587618727814
5m,2026-06-02 09:55:00+05:30,265.0,274.35,259.7,270.75,128440,254.28416805421674
5m,2026-06-02 10:00:00+05:30,270.75,270.85,262.2,266.35,48880,254.67278428211878
5m,2026-06-02 10:05:00+05:30,266.35,270.0,253.15,256.9,85085,254.95390561159564
5m,2026-06-02 10:10:00+05:30,256.9,259.05,248.1,248.75,55835,254.85422267112116
5m,2026-06-02 10:15:00+05:30,248.75,263.2,237.75,262.95,189605,254.8317398839225
5m,2026-06-02 10:20:00+05:30,262.95,294.85,260.25,286.2,222560,257.5640235223223
5m,2026-06-02 10:25:00+05:30,286.2,302.7,282.6,296.6,100035,259.2303035710745
5m,2026-06-02 10:30:00+05:30,296.6,299.35,276.6,283.0,57200,259.9211620582382
5m,2026-06-02 10:35:00+05:30,283.0,287.35,274.2,285.85,31785,260.23623598449126
5m,2026-06-02 10:40:00+05:30,285.85,292.7,284.3,289.45,35750,260.67852058186327
5m,2026-06-02 10:45:00+05:30,289.45,289.45,272.5,275.7,34645,260.9524251076491
5m,2026-06-02 10:50:00+05:30,275.7,279.75,255.35,260.55,67730,261.07214004741894
5m,2026-06-02 10:55:00+05:30,260.55,260.95,246.55,256.3,89050,260.8417489476693
5m,2026-06-02 11:00:00+05:30,256.3,263.95,252.4,256.05,42575,260.78526906994375
5m,2026-06-02 11:05:00+05:30,256.05,262.4,253.0,253.0,19240,260.750353306117
5m,2026-06-02 11:10:00+05:30,252.0,268.9,252.0,266.7,42315,260.7793076065989
5m,2026-06-02 11:15:00+05:30,266.7,268.0,254.5,266.0,46735,260.8154985664225
5m,2026-06-02 11:20:00+05:30,266.0,294.55,265.75,293.95,95745,261.64935666982035
5m,2026-06-02 11:25:00+05:30,293.95,295.0,273.6,283.9,36985,261.9483683010884
5m,2026-06-02 11:30:00+05:30,283.9,285.65,275.4,279.05,20800,262.0824272047072
5m,2026-06-02 11:35:00+05:30,279.05,279.6,249.4,250.95,82290,262.0226218071341
5m,2026-06-02 11:40:00+05:30,250.95,264.95,250.95,256.8,38545,261.9639387344172
5m,2026-06-02 11:45:00+05:30,256.8,264.0,251.35,260.7,26260,261.93476624405713
5m,2026-06-02 11:50:00+05:30,260.7,263.75,257.8,258.0,32695,261.91193752040937
5m,2026-06-02 11:55:00+05:30,258.0,263.0,249.95,254.05,39715,261.82995710336735
5m,2026-06-02 12:00:00+05:30,254.05,258.0,244.55,253.9,80600,261.57877167650224
5m,2026-06-02 12:05:00+05:30,253.9,259.85,247.0,258.4,55120,261.4655148661431
5m,2026-06-02 12:10:00+05:30,258.4,258.85,243.2,247.9,44525,261.3060368890962
5m,2026-06-02 12:15:00+05:30,247.9,253.65,246.0,248.0,34255,261.1782212547982
5m,2026-06-02 12:20:00+05:30,248.0,251.0,245.35,247.3,28340,261.06294001829684
5m,2026-06-02 12:25:00+05:30,247.95,251.6,242.05,243.9,33215,260.9098911267301
5m,2026-06-02 12:30:00+05:30,243.9,292.15,241.6,278.45,217295,261.516507191764
5m,2026-06-02 12:35:00+05:30,277.85,286.25,272.35,284.45,61880,261.8534980395005
5m,2026-06-02 12:40:00+05:30,284.45,308.4,280.2,306.0,139880,263.2199842767296
5m,2026-06-02 12:45:00+05:30,306.0,359.55,306.0,354.9,261365,268.26945446532056
5m,2026-06-02 12:50:00+05:30,354.9,371.0,348.4,359.65,58435,269.5915438652939
5m,2026-06-02 12:55:00+05:30,359.65,383.9,355.45,375.5,54795,270.9566721690502
5m,2026-06-02 13:00:00+05:30,375.5,376.8,360.0,372.7,11570,271.23523765055955
5m,2026-06-02 13:05:00+05:30,372.7,384.45,366.6,376.0,20280,271.74848802230173
5m,2026-06-02 13:10:00+05:30,376.0,406.95,372.8,393.15,44330,273.0154424100767
5m,2026-06-02 13:15:00+05:30,393.15,401.1,388.0,391.15,17290,273.51243540603036
5m,2026-06-02 13:20:00+05:30,391.15,400.0,381.3,397.05,10400,273.80783862994906
5m,2026-06-02 13:25:00+05:30,397.05,412.35,394.5,412.35,9230,274.09865133424984
5m,2026-06-02 13:30:00+05:30,411.85,432.1,411.85,428.05,37440,275.4205205733912
5m,2026-06-02 13:35:00+05:30,428.05,428.05,400.8,407.6,18200,276.00413090646714
5m,2026-06-02 13:40:00+05:30,407.6,408.05,392.05,405.05,6695,276.2012084868041
5m,2026-06-02 13:45:00+05:30,405.05,423.0,402.7,420.75,14755,276.6807704753093
5m,2026-06-02 13:50:00+05:30,420.75,423.5,405.75,416.0,11960,277.06596055238765
5m,2026-06-02 13:55:00+05:30,416.0,416.0,403.5,409.75,6630,277.27035188401425
5m,2026-06-02 14:00:00+05:30,409.75,422.0,408.05,420.85,5525,277.4494497234792
5m,2026-06-02 14:05:00+05:30,420.85,428.0,415.5,422.05,3835,277.5778367164464
