date,open,high,low,close,volume,vwap
2026-06-04 09:15:00+05:30,23282.45,23362.85,23247.3,23345.9,0,
2026-06-04 09:20:00+05:30,23344.5,23357.8,23318.2,23340.45,0,
2026-06-04 09:25:00+05:30,23339.6,23356.75,23329.75,23334.8,0,
2026-06-04 09:30:00+05:30,23334.75,23339.3,23304.35,23330.95,0,
2026-06-04 09:35:00+05:30,23331.5,23366.65,23320.75,23321.45,0,
2026-06-04 09:40:00+05:30,23321.8,23356.9,23307.8,23355.35,0,
2026-06-04 09:45:00+05:30,23355.5,23395.0,23355.5,23388.35,0,
2026-06-04 09:50:00+05:30,23386.9,23394.5,23375.3,23394.35,0,
2026-06-04 09:55:00+05:30,23393.85,23443.35,23388.35,23407.85,0,
2026-06-04 10:00:00+05:30,23407.3,23430.65,23398.9,23420.8,0,
2026-06-04 10:05:00+05:30,23421.15,23442.3,23420.65,23433.8,0,
2026-06-04 10:10:00+05:30,23432.2,23443.7,23426.75,23431.35,0,
2026-06-04 10:15:00+05:30,23431.9,23449.5,23417.05,23442.85,0,
2026-06-04 10:20:00+05:30,23443.2,23449.7,23434.15,23447.55,0,
2026-06-04 10:25:00+05:30,23447.2,23450.1,23422.55,23423.5,0,
2026-06-04 10:30:00+05:30,23423.0,23426.6,23387.4,23388.0,0,
2026-06-04 10:35:00+05:30,23388.45,23401.65,23375.55,23385.95,0,
2026-06-04 10:40:00+05:30,23385.7,23411.7,23385.4,23410.65,0,
2026-06-04 10:45:00+05:30,23411.05,23446.45,23409.65,23420.05,0,
2026-06-04 10:50:00+05:30,23420.3,23428.2,23409.8,23421.6,0,
2026-06-04 10:55:00+05:30,23421.4,23434.65,23421.4,23424.9,0,
2026-06-04 11:00:00+05:30,23424.1,23430.35,23385.35,23398.4,0,
2026-06-04 11:05:00+05:30,23398.1,23400.4,23374.8,23385.4,0,
2026-06-04 11:10:00+05:30,23385.7,23405.6,23382.95,23401.85,0,
2026-06-04 11:15:00+05:30,23402.05,23403.8,23385.05,23385.05,0,
2026-06-04 11:20:00+05:30,23385.05,23394.1,23383.95,23389.1,0,
2026-06-04 11:25:00+05:30,23389.35,23403.75,23379.5,23392.7,0,
2026-06-04 11:30:00+05:30,23392.65,23401.8,23359.45,23401.55,0,
2026-06-04 11:35:00+05:30,23401.45,23446.45,23397.6,23445.7,0,
2026-06-04 11:40:00+05:30,23445.65,23462.3,23442.6,23443.65,0,
2026-06-04 11:45:00+05:30,23443.75,23451.65,23435.45,23439.9,0,
2026-06-04 11:50:00+05:30,23439.3,23442.5,23398.75,23402.3,0,
2026-06-04 11:55:00+05:30,23403.1,23431.05,23397.0,23419.05,0,
2026-06-04 12:00:00+05:30,23419.15,23441.75,23416.25,23431.2,0,
2026-06-04 12:05:00+05:30,23431.4,23447.85,23429.4,23445.15,0,
2026-06-04 12:10:00+05:30,23445.85,23450.45,23428.75,23439.7,0,
2026-06-04 12:15:00+05:30,23439.25,23450.0,23428.1,23430.55,0,
2026-06-04 12:20:00+05:30,23430.0,23437.3,23423.35,23428.8,0,
2026-06-04 12:25:00+05:30,23428.5,23435.3,23422.25,23430.65,0,
2026-06-04 12:30:00+05:30,23430.45,23432.0,23395.95,23397.05,0,
2026-06-04 12:35:00+05:30,23396.55,23402.05,23381.3,23402.05,0,
2026-06-04 12:40:00+05:30,23402.35,23406.0,23384.2,23385.35,0,
2026-06-04 12:45:00+05:30,23384.45,23405.15,23382.9,23399.0,0,
2026-06-04 12:50:00+05:30,23398.45,23405.0,23390.05,23405.0,0,
2026-06-04 12:55:00+05:30,23405.1,23416.05,23401.25,23415.9,0,
2026-06-04 13:00:00+05:30,23415.75,23422.0,23401.5,23411.85,0,
2026-06-04 13:05:00+05:30,23411.9,23412.1,23383.1,23405.8,0,
2026-06-04 13:10:00+05:30,23405.25,23409.85,23332.8,23334.25,0,
2026-06-04 13:15:00+05:30,23333.65,23356.7,23313.15,23353.3,0,
2026-06-04 13:20:00+05:30,23352.7,23363.7,23336.1,23356.15,0,
2026-06-04 13:25:00+05:30,23354.75,23368.65,23349.45,23362.25,0,
2026-06-04 13:30:00+05:30,23362.55,23366.35,23348.7,23365.1,0,
2026-06-04 13:35:00+05:30,23364.65,23375.25,23362.3,23372.2,0,
2026-06-04 13:40:00+05:30,23372.1,23374.75,23346.15,23361.5,0,
2026-06-04 13:45:00+05:30,23360.9,23375.35,23355.35,23369.95,0,
2026-06-04 13:50:00+05:30,23370.05,23374.1,23351.8,23365.75,0,
2026-06-04 13:55:00+05:30,23365.6,23377.85,23350.25,23367.9,0,
2026-06-04 14:00:00+05:30,23368.9,23418.4,23367.75,23410.05,0,
2026-06-04 14:05:00+05:30,23410.55,23425.35,23400.25,23424.6,0,
2026-06-04 14:10:00+05:30,23424.35,23433.75,23412.85,23413.9,0,
2026-06-04 14:15:00+05:30,23414.3,23429.15,23413.9,23417.3,0,
2026-06-04 14:20:00+05:30,23417.6,23424.9,23405.9,23413.35,0,
2026-06-04 14:25:00+05:30,23413.5,23429.15,23413.35,23419.75,0,
2026-06-04 14:30:00+05:30,23420.1,23448.3,23415.3,23429.0,0,
2026-06-04 14:35:00+05:30,23430.0,23452.85,23429.95,23448.5,0,
2026-06-04 14:40:00+05:30,23449.35,23450.15,23431.8,23433.2,0,
2026-06-04 14:45:00+05:30,23433.3,23465.3,23427.85,23437.6,0,
2026-06-04 14:50:00+05:30,23438.1,23441.45,23406.8,23407.65,0,
2026-06-04 14:55:00+05:30,23406.55,23417.3,23402.7,23415.15,0,
2026-06-04 15:00:00+05:30,23414.8,23418.35,23385.3,23390.65,0,
2026-06-04 15:05:00+05:30,23390.7,23416.75,23388.4,23412.65,0,
2026-06-04 15:10:00+05:30,23413.1,23420.35,23409.75,23418.05,0,
2026-06-04 15:15:00+05:30,23418.05,23428.45,23413.0,23419.7,0,
2026-06-04 15:20:00+05:30,23419.6,23434.35,23411.7,23430.2,0,
2026-06-04 15:25:00+05:30,23429.7,23446.8,23428.2,23438.0,0,
2026-06-05 09:15:00+05:30,23478.95,23516.35,23446.1,23456.15,0,
2026-06-05 09:20:00+05:30,23456.05,23468.35,23439.3,23451.2,0,
2026-06-05 09:25:00+05:30,23451.0,23465.45,23442.25,23461.95,0,
2026-06-05 09:30:00+05:30,23462.2,23480.55,23452.6,23461.1,0,
2026-06-05 09:35:00+05:30,23461.1,23486.95,23445.95,23463.75,0,
2026-06-05 09:40:00+05:30,23461.55,23480.55,23447.25,23476.3,0,
2026-06-05 09:45:00+05:30,23476.05,23477.95,23445.9,23445.9,0,
2026-06-05 09:50:00+05:30,23446.1,23466.6,23439.15,23457.9,0,
2026-06-05 09:55:00+05:30,23457.5,23463.1,23443.15,23443.95,0,
2026-06-05 10:00:00+05:30,23443.65,23484.25,23423.85,23469.15,0,
2026-06-05 10:05:00+05:30,23468.85,23497.8,23436.55,23491.2,0,
2026-06-05 10:10:00+05:30,23491.5,23512.65,23467.55,23468.5,0,
2026-06-05 10:15:00+05:30,23467.7,23486.2,23452.95,23478.5,0,
2026-06-05 10:20:00+05:30,23478.15,23492.8,23465.7,23490.0,0,
2026-06-05 10:25:00+05:30,23489.8,23497.5,23461.35,23470.55,0,
2026-06-05 10:30:00+05:30,23470.95,23474.25,23431.1,23431.1,0,
2026-06-05 10:35:00+05:30,23432.0,23434.95,23360.7,23364.15,0,
2026-06-05 10:40:00+05:30,23364.75,23371.1,23342.2,23359.75,0,
2026-06-05 10:45:00+05:30,23360.2,23375.25,23331.8,23373.9,0,
2026-06-05 10:50:00+05:30,23374.05,23392.5,23373.4,23382.75,0,
2026-06-05 10:55:00+05:30,23382.75,23404.65,23378.65,23402.3,0,
2026-06-05 11:00:00+05:30,23403.6,23454.45,23403.6,23453.9,0,
2026-06-05 11:05:00+05:30,23453.9,23494.8,23449.3,23469.55,0,
2026-06-05 11:10:00+05:30,23470.2,23478.75,23444.3,23444.4,0,
2026-06-05 11:15:00+05:30,23443.95,23452.2,23418.95,23429.3,0,
2026-06-05 11:20:00+05:30,23428.6,23431.85,23393.1,23412.05,0,
2026-06-05 11:25:00+05:30,23411.15,23420.55,23404.0,23418.35,0,
2026-06-05 11:30:00+05:30,23418.3,23436.85,23416.25,23422.9,0,
2026-06-05 11:35:00+05:30,23422.95,23426.45,23403.35,23413.7,0,
2026-06-05 11:40:00+05:30,23414.35,23442.95,23410.65,23422.8,0,
2026-06-05 11:45:00+05:30,23424.35,23440.95,23421.6,23433.2,0,
2026-06-05 11:50:00+05:30,23433.65,23435.0,23413.4,23413.7,0,
2026-06-05 11:55:00+05:30,23413.75,23417.25,23396.95,23397.5,0,
2026-06-05 12:00:00+05:30,23397.9,23430.35,23397.05,23429.3,0,
2026-06-05 12:05:00+05:30,23429.6,23438.2,23424.75,23425.85,0,
2026-06-05 12:10:00+05:30,23426.5,23441.45,23410.0,23439.5,0,
2026-06-05 12:15:00+05:30,23439.75,23448.15,23431.55,23436.0,0,
2026-06-05 12:20:00+05:30,23436.0,23449.05,23433.9,23444.75,0,
2026-06-05 12:25:00+05:30,23445.1,23455.25,23436.5,23437.0,0,
2026-06-05 12:30:00+05:30,23436.85,23439.7,23405.4,23413.2,0,
2026-06-05 12:35:00+05:30,23413.25,23419.7,23381.2,23400.65,0,
2026-06-05 12:40:00+05:30,23400.9,23403.25,23367.3,23374.65,0,
2026-06-05 12:45:00+05:30,23374.9,23388.25,23369.35,23373.6,0,
2026-06-05 12:50:00+05:30,23373.55,23378.2,23351.2,23366.1,0,
2026-06-05 12:55:00+05:30,23365.8,23372.5,23362.15,23367.7,0,
2026-06-05 13:00:00+05:30,23367.55,23374.3,23358.5,23374.05,0,
2026-06-05 13:05:00+05:30,23374.0,23376.2,23343.55,23347.45,0,
2026-06-05 13:10:00+05:30,23348.4,23353.25,23333.8,23337.5,0,
2026-06-05 13:15:00+05:30,23337.95,23360.8,23330.65,23355.1,0,
2026-06-05 13:20:00+05:30,23355.5,23356.95,23315.2,23325.8,0,
2026-06-05 13:25:00+05:30,23325.55,23344.8,23310.55,23310.55,0,
2026-06-05 13:30:00+05:30,23310.5,23328.6,23292.15,23310.25,0,
2026-06-05 13:35:00+05:30,23310.9,23321.8,23304.8,23318.45,0,
2026-06-05 13:40:00+05:30,23318.55,23321.3,23282.65,23300.1,0,
2026-06-05 13:45:00+05:30,23300.4,23321.35,23296.75,23317.0,0,
2026-06-05 13:50:00+05:30,23317.55,23322.5,23306.85,23312.6,0,
2026-06-05 13:55:00+05:30,23311.6,23330.85,23308.2,23330.85,0,
2026-06-05 14:00:00+05:30,23330.25,23339.5,23320.4,23328.35,0,
2026-06-05 14:05:00+05:30,23329.4,23341.95,23326.85,23330.45,0,
2026-06-05 14:10:00+05:30,23333.2,23334.05,23313.5,23320.15,0,
2026-06-05 14:15:00+05:30,23320.9,23321.55,23303.15,23311.65,0,
2026-06-05 14:20:00+05:30,23311.45,23327.15,23301.0,23324.2,0,
2026-06-05 14:25:00+05:30,23324.8,23354.05,23323.8,23351.6,0,
2026-06-05 14:30:00+05:30,23351.8,23365.65,23343.15,23345.8,0,
2026-06-05 14:35:00+05:30,23344.7,23350.15,23318.75,23335.3,0,
2026-06-05 14:40:00+05:30,23334.5,23405.05,23332.6,23398.8,0,
2026-06-05 14:45:00+05:30,23398.05,23418.25,23364.7,23373.0,0,
2026-06-05 14:50:00+05:30,23373.35,23388.8,23372.35,23383.45,0,
2026-06-05 14:55:00+05:30,23382.1,23387.25,23353.3,23361.8,0,
2026-06-05 15:00:00+05:30,23363.2,23368.9,23326.95,23360.5,0,
2026-06-05 15:05:00+05:30,23360.55,23368.45,23353.3,23362.45,0,
2026-06-05 15:10:00+05:30,23363.3,23369.85,23355.8,23365.75,0,
2026-06-05 15:15:00+05:30,23365.75,23386.5,23365.75,23372.75,0,
2026-06-05 15:20:00+05:30,23372.75,23377.9,23361.05,23371.0,0,
2026-06-05 15:25:00+05:30,23370.2,23379.2,23364.05,23368.85,0,
2026-06-08 09:15:00+05:30,23080.7,23139.55,23070.15,23130.55,0,
2026-06-08 09:20:00+05:30,23133.35,23145.35,23103.65,23136.0,0,
2026-06-08 09:25:00+05:30,23136.65,23157.05,23125.2,23155.5,0,
2026-06-08 09:30:00+05:30,23156.1,23184.9,23147.3,23184.35,0,
2026-06-08 09:35:00+05:30,23184.95,23185.2,23132.85,23155.6,0,
2026-06-08 09:40:00+05:30,23155.75,23171.5,23144.9,23159.15,0,
2026-06-08 09:45:00+05:30,23159.85,23178.85,23134.5,23134.5,0,
2026-06-08 09:50:00+05:30,23135.55,23173.45,23125.25,23173.05,0,
2026-06-08 09:55:00+05:30,23174.15,23202.0,23171.85,23199.5,0,
2026-06-08 10:00:00+05:30,23199.85,23200.4,23166.7,23169.8,0,
2026-06-08 10:05:00+05:30,23163.35,23193.85,23154.35,23187.8,0,
2026-06-08 10:10:00+05:30,23188.6,23192.65,23173.95,23174.25,0,
2026-06-08 10:15:00+05:30,23174.55,23187.65,23166.45,23186.1,0,
2026-06-08 10:20:00+05:30,23186.45,23188.0,23176.05,23182.75,0,
2026-06-08 10:25:00+05:30,23183.15,23184.75,23163.25,23172.45,0,
2026-06-08 10:30:00+05:30,23173.2,23215.55,23172.3,23213.45,0,
2026-06-08 10:35:00+05:30,23214.0,23216.0,23200.05,23207.95,0,
2026-06-08 10:40:00+05:30,23207.85,23223.45,23190.55,23191.65,0,
2026-06-08 10:45:00+05:30,23192.25,23202.9,23181.1,23202.55,0,
2026-06-08 10:50:00+05:30,23203.25,23211.9,23192.2,23195.9,0,
2026-06-08 10:55:00+05:30,23196.15,23218.7,23191.35,23217.45,0,
2026-06-08 11:00:00+05:30,23217.9,23218.6,23207.05,23210.15,0,
2026-06-08 11:05:00+05:30,23209.95,23211.2,23192.75,23206.25,0,
2026-06-08 11:10:00+05:30,23206.2,23210.6,23194.2,23198.85,0,
2026-06-08 11:15:00+05:30,23199.75,23204.7,23179.0,23182.55,0,
2026-06-08 11:20:00+05:30,23183.25,23192.55,23179.95,23183.75,0,
2026-06-08 11:25:00+05:30,23184.55,23190.0,23179.1,23186.15,0,
2026-06-08 11:30:00+05:30,23186.55,23199.8,23182.7,23199.05,0,
2026-06-08 11:35:00+05:30,23199.15,23209.05,23193.5,23206.3,0,
2026-06-08 11:40:00+05:30,23207.15,23211.6,23201.95,23205.45,0,
2026-06-08 11:45:00+05:30,23206.1,23215.3,23200.4,23213.95,0,
2026-06-08 11:50:00+05:30,23214.4,23214.4,23198.3,23205.6,0,
2026-06-08 11:55:00+05:30,23207.2,23212.7,23198.4,23205.45,0,
2026-06-08 12:00:00+05:30,23205.8,23209.65,23197.6,23207.25,0,
2026-06-08 12:05:00+05:30,23207.9,23212.95,23193.8,23204.45,0,
2026-06-08 12:10:00+05:30,23205.0,23224.4,23205.0,23212.45,0,
2026-06-08 12:15:00+05:30,23212.45,23215.65,23208.0,23212.65,0,
2026-06-08 12:20:00+05:30,23212.65,23226.0,23212.45,23225.45,0,
2026-06-08 12:25:00+05:30,23225.55,23226.45,23216.8,23218.75,0,
2026-06-08 12:30:00+05:30,23219.2,23227.65,23215.25,23220.55,0,
2026-06-08 12:35:00+05:30,23221.9,23224.0,23216.85,23222.35,0,
2026-06-08 12:40:00+05:30,23223.0,23245.6,23221.35,23237.85,0,
2026-06-08 12:45:00+05:30,23238.65,23247.35,23229.6,23245.3,0,
2026-06-08 12:50:00+05:30,23245.9,23267.3,23244.05,23248.3,0,
2026-06-08 12:55:00+05:30,23250.55,23256.25,23245.5,23246.15,0,
2026-06-08 13:00:00+05:30,23247.1,23247.8,23226.1,23226.55,0,
2026-06-08 13:05:00+05:30,23227.3,23229.35,23212.55,23219.5,0,
2026-06-08 13:10:00+05:30,23220.5,23221.0,23213.35,23216.3,0,
2026-06-08 13:15:00+05:30,23216.5,23225.7,23212.5,23215.2,0,
2026-06-08 13:20:00+05:30,23215.25,23216.15,23208.9,23210.4,0,
2026-06-08 13:25:00+05:30,23210.6,23212.0,23194.7,23209.05,0,
2026-06-08 13:30:00+05:30,23208.7,23215.3,23188.35,23195.55,0,
2026-06-08 13:35:00+05:30,23196.25,23199.5,23184.25,23195.7,0,
2026-06-08 13:40:00+05:30,23197.25,23197.85,23169.75,23171.0,0,
2026-06-08 13:45:00+05:30,23171.9,23177.0,23150.4,23170.3,0,
2026-06-08 13:50:00+05:30,23171.55,23175.65,23157.3,23165.9,0,
2026-06-08 13:55:00+05:30,23166.3,23174.1,23156.15,23172.45,0,
2026-06-08 14:00:00+05:30,23173.45,23184.7,23171.5,23180.35,0,
2026-06-08 14:05:00+05:30,23180.4,23183.2,23160.6,23163.1,0,
2026-06-08 14:10:00+05:30,23163.75,23167.7,23156.25,23156.85,0,
2026-06-08 14:15:00+05:30,23157.35,23173.2,23145.7,23168.75,0,
2026-06-08 14:20:00+05:30,23168.85,23168.85,23151.05,23155.4,0,
2026-06-08 14:25:00+05:30,23155.15,23158.45,23147.35,23149.1,0,
2026-06-08 14:30:00+05:30,23148.6,23163.2,23147.3,23159.05,0,
2026-06-08 14:35:00+05:30,23160.3,23167.55,23153.9,23158.15,0,
2026-06-08 14:40:00+05:30,23158.75,23181.0,23151.9,23179.9,0,
2026-06-08 14:45:00+05:30,23181.4,23189.8,23160.6,23174.85,0,
2026-06-08 14:50:00+05:30,23175.5,23181.45,23167.3,23177.4,0,
2026-06-08 14:55:00+05:30,23178.2,23196.7,23161.65,23179.0,0,
2026-06-08 15:00:00+05:30,23182.4,23182.4,23109.35,23116.75,0,
2026-06-08 15:05:00+05:30,23117.75,23135.75,23107.05,23131.95,0,
2026-06-08 15:10:00+05:30,23133.25,23137.2,23123.85,23134.45,0,
2026-06-08 15:15:00+05:30,23134.05,23135.8,23122.35,23124.15,0,
2026-06-08 15:20:00+05:30,23124.95,23125.2,23093.6,23104.0,0,
2026-06-08 15:25:00+05:30,23104.6,23105.1,23089.9,23103.7,0,
2026-06-09 09:15:00+05:30,23259.05,23259.45,23194.9,23235.15,0,
2026-06-09 09:20:00+05:30,23233.3,23244.35,23223.0,23237.9,0,
2026-06-09 09:25:00+05:30,23237.3,23241.55,23222.5,23225.05,0,
2026-06-09 09:30:00+05:30,23224.9,23252.05,23224.9,23239.5,0,
2026-06-09 09:35:00+05:30,23239.3,23243.95,23209.0,23213.05,0,
2026-06-09 09:40:00+05:30,23212.35,23221.0,23196.4,23196.8,0,
2026-06-09 09:45:00+05:30,23196.6,23218.15,23180.55,23184.9,0,
2026-06-09 09:50:00+05:30,23184.75,23216.7,23182.45,23212.95,0,
2026-06-09 09:55:00+05:30,23212.05,23212.5,23183.05,23188.35,0,
2026-06-09 10:00:00+05:30,23188.75,23192.9,23165.85,23168.25,0,
2026-06-09 10:05:00+05:30,23167.85,23176.5,23160.55,23171.05,0,
2026-06-09 10:10:00+05:30,23171.5,23173.2,23160.5,23167.75,0,
2026-06-09 10:15:00+05:30,23167.75,23177.35,23162.2,23170.0,0,
2026-06-09 10:20:00+05:30,23169.65,23170.75,23148.7,23158.15,0,
2026-06-09 10:25:00+05:30,23158.1,23168.1,23154.05,23162.35,0,
2026-06-09 10:30:00+05:30,23162.5,23166.4,23153.25,23158.3,0,
2026-06-09 10:35:00+05:30,23157.7,23158.65,23147.7,23151.6,0,
2026-06-09 10:40:00+05:30,23151.65,23165.3,23146.9,23164.55,0,
2026-06-09 10:45:00+05:30,23163.95,23168.05,23131.4,23131.4,0,
2026-06-09 10:50:00+05:30,23132.15,23157.05,23129.1,23155.2,0,
2026-06-09 10:55:00+05:30,23155.1,23160.15,23146.35,23154.55,0,
2026-06-09 11:00:00+05:30,23153.8,23156.85,23149.6,23154.85,0,
2026-06-09 11:05:00+05:30,23154.25,23161.9,23148.9,23151.4,0,
2026-06-09 11:10:00+05:30,23150.95,23152.6,23142.5,23146.0,0,
2026-06-09 11:15:00+05:30,23144.8,23158.55,23139.9,23154.85,0,
2026-06-09 11:20:00+05:30,23154.9,23155.35,23109.45,23113.1,0,
2026-06-09 11:25:00+05:30,23112.8,23139.6,23104.45,23132.15,0,
2026-06-09 11:30:00+05:30,23131.25,23139.8,23126.1,23137.4,0,
2026-06-09 11:35:00+05:30,23138.5,23159.25,23137.75,23157.65,0,
2026-06-09 11:40:00+05:30,23157.05,23160.65,23133.25,23150.85,0,
2026-06-09 11:45:00+05:30,23150.6,23196.2,23145.45,23174.65,0,
2026-06-09 11:50:00+05:30,23174.45,23187.55,23166.75,23174.6,0,
2026-06-09 11:55:00+05:30,23174.25,23184.95,23171.55,23181.2,0,
2026-06-09 12:00:00+05:30,23181.3,23204.5,23179.4,23185.1,0,
2026-06-09 12:05:00+05:30,23185.85,23187.35,23176.9,23178.05,0,
2026-06-09 12:10:00+05:30,23176.9,23189.95,23176.5,23187.65,0,
2026-06-09 12:15:00+05:30,23186.9,23198.85,23184.65,23198.6,0,
2026-06-09 12:20:00+05:30,23197.95,23209.4,23193.65,23198.5,0,
2026-06-09 12:25:00+05:30,23197.85,23207.15,23195.15,23205.3,0,
2026-06-09 12:30:00+05:30,23205.95,23224.7,23201.45,23219.35,0,
2026-06-09 12:35:00+05:30,23218.7,23226.65,23212.35,23217.6,0,
2026-06-09 12:40:00+05:30,23216.8,23222.45,23196.75,23207.4,0,
2026-06-09 12:45:00+05:30,23207.7,23219.35,23201.9,23203.25,0,
2026-06-09 12:50:00+05:30,23203.2,23208.55,23190.45,23199.25,0,
2026-06-09 12:55:00+05:30,23197.45,23199.7,23177.5,23181.4,0,
2026-06-09 13:00:00+05:30,23181.15,23203.4,23181.15,23193.65,0,
2026-06-09 13:05:00+05:30,23192.55,23201.55,23185.1,23187.3,0,
2026-06-09 13:10:00+05:30,23186.6,23212.05,23185.7,23208.75,0,
2026-06-09 13:15:00+05:30,23208.05,23223.2,23198.9,23203.85,0,
2026-06-09 13:20:00+05:30,23202.85,23207.5,23193.9,23200.0,0,
2026-06-09 13:25:00+05:30,23199.9,23205.85,23194.25,23204.65,0,
2026-06-09 13:30:00+05:30,23203.85,23206.5,23186.8,23200.65,0,
2026-06-09 13:35:00+05:30,23200.75,23216.95,23195.1,23215.4,0,
2026-06-09 13:40:00+05:30,23216.0,23222.25,23202.05,23218.65,0,
2026-06-09 13:45:00+05:30,23218.4,23220.45,23202.1,23206.65,0,
2026-06-09 13:50:00+05:30,23206.25,23210.1,23192.05,23192.95,0,
2026-06-09 13:55:00+05:30,23192.35,23197.05,23175.3,23189.65,0,
2026-06-09 14:00:00+05:30,23188.7,23191.0,23178.45,23187.0,0,
2026-06-09 14:05:00+05:30,23186.6,23208.8,23185.9,23208.0,0,
2026-06-09 14:10:00+05:30,23207.2,23218.65,23204.3,23206.05,0,
2026-06-09 14:15:00+05:30,23207.35,23212.05,23199.7,23206.05,0,
2026-06-09 14:20:00+05:30,23205.4,23206.8,23187.3,23195.15,0,
2026-06-09 14:25:00+05:30,23195.4,23217.05,23194.9,23216.85,0,
2026-06-09 14:30:00+05:30,23214.95,23217.45,23203.0,23216.5,0,
2026-06-09 14:35:00+05:30,23216.65,23242.95,23207.55,23241.45,0,
2026-06-09 14:40:00+05:30,23241.55,23261.15,23238.15,23251.15,0,
2026-06-09 14:45:00+05:30,23251.1,23253.2,23239.45,23241.3,0,
2026-06-09 14:50:00+05:30,23240.95,23269.05,23239.7,23267.25,0,
2026-06-09 14:55:00+05:30,23266.4,23279.4,23265.9,23274.65,0,
2026-06-09 15:00:00+05:30,23272.9,23272.9,23230.5,23237.9,0,
2026-06-09 15:05:00+05:30,23239.7,23265.45,23239.7,23263.7,0,
2026-06-09 15:10:00+05:30,23262.5,23265.65,23241.3,23244.2,0,
2026-06-09 15:15:00+05:30,23242.7,23244.25,23225.05,23231.1,0,
2026-06-09 15:20:00+05:30,23230.55,23243.5,23228.8,23239.7,0,
2026-06-09 15:25:00+05:30,23240.7,23261.05,23236.7,23257.75,0,
2026-06-10 09:15:00+05:30,23233.95,23350.2,23217.3,23326.4,0,
2026-06-10 09:20:00+05:30,23326.8,23331.9,23299.0,23326.75,0,
2026-06-10 09:25:00+05:30,23326.35,23340.75,23315.9,23339.75,0,
2026-06-10 09:30:00+05:30,23339.45,23351.3,23329.7,23349.9,0,
2026-06-10 09:35:00+05:30,23350.35,23350.95,23334.15,23337.8,0,
2026-06-10 09:40:00+05:30,23338.4,23356.9,23335.0,23355.05,0,
2026-06-10 09:45:00+05:30,23353.7,23381.45,23353.2,23379.15,0,
2026-06-10 09:50:00+05:30,23380.0,23380.8,23368.7,23372.5,0,
2026-06-10 09:55:00+05:30,23374.2,23384.45,23364.75,23366.6,0,
2026-06-10 10:00:00+05:30,23366.6,23370.55,23345.45,23350.8,0,
2026-06-10 10:05:00+05:30,23350.5,23360.05,23343.05,23350.85,0,
2026-06-10 10:10:00+05:30,23351.85,23357.1,23317.0,23317.0,0,
2026-06-10 10:15:00+05:30,23317.3,23336.55,23305.8,23334.65,0,
2026-06-10 10:20:00+05:30,23334.7,23338.35,23315.95,23322.65,0,
2026-06-10 10:25:00+05:30,23322.5,23323.15,23313.0,23319.4,0,
2026-06-10 10:30:00+05:30,23319.4,23338.1,23317.7,23337.35,0,
2026-06-10 10:35:00+05:30,23337.1,23351.55,23332.9,23333.25,0,
2026-06-10 10:40:00+05:30,23333.55,23347.9,23329.55,23345.95,0,
2026-06-10 10:45:00+05:30,23345.8,23353.5,23341.45,23352.35,0,
2026-06-10 10:50:00+05:30,23352.25,23363.2,23346.05,23361.7,0,
2026-06-10 10:55:00+05:30,23361.2,23378.55,23350.5,23378.55,0,
2026-06-10 11:00:00+05:30,23378.55,23384.3,23362.85,23378.5,0,
2026-06-10 11:05:00+05:30,23378.1,23379.2,23363.1,23377.4,0,
2026-06-10 11:10:00+05:30,23377.3,23388.9,23372.9,23373.65,0,
2026-06-10 11:15:00+05:30,23373.65,23383.05,23360.45,23360.45,0,
2026-06-10 11:20:00+05:30,23360.8,23379.5,23359.95,23378.35,0,
2026-06-10 11:25:00+05:30,23378.3,23398.1,23375.6,23396.75,0,
2026-06-10 11:30:00+05:30,23396.9,23400.2,23385.85,23388.55,0,
2026-06-10 11:35:00+05:30,23388.45,23408.4,23386.7,23406.15,0,
2026-06-10 11:40:00+05:30,23406.5,23409.8,23397.4,23406.0,0,
2026-06-10 11:45:00+05:30,23405.95,23406.3,23389.5,23400.05,0,
2026-06-10 11:50:00+05:30,23399.95,23402.85,23389.7,23396.35,0,
2026-06-10 11:55:00+05:30,23396.25,23403.7,23393.8,23402.8,0,
2026-06-10 12:00:00+05:30,23403.3,23404.65,23376.45,23381.85,0,
2026-06-10 12:05:00+05:30,23382.05,23395.7,23378.1,23390.3,0,
2026-06-10 12:10:00+05:30,23390.25,23396.55,23383.3,23395.4,0,
2026-06-10 12:15:00+05:30,23395.25,23397.25,23384.55,23390.35,0,
2026-06-10 12:20:00+05:30,23390.6,23392.45,23376.1,23377.65,0,
2026-06-10 12:25:00+05:30,23377.6,23381.2,23374.3,23375.25,0,
